,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X000550.SZ,X000559.SZ,X002475.SZ,X600118.SH,X000050.SZ,X600066.SH,X000568.SZ,X002294.SZ,X600839.SH,X600271.SH,X002456.SZ,X002129.SZ,X000623.SZ,X300003.SZ,X002007.SZ,X000400.SZ,X000869.SZ,X300124.SZ,X600867.SH,X000800.SZ,X600177.SH,X600435.SH,X002292.SZ,X002038.SZ,X002465.SZ,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.13590647859532,0,0,0,0,0,0,0,0,0.132649547031731,0,0,0,0.0493207960273943,0,0,0,0,0,0,0,0,0,0,0.0308317179052408,0,0.0528118337261685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133522300466966,0,0,0,0,0.0150557536337173,0,0,0,0,0,0
X600519.SH,0.0218262498613493,0,0,0,0,0.182098154178879,0.0989538028892125,0,0,0,0,0,0.0185366008948201,0,0,0,0.157145742402204,0,0,0,0,-0.0415106125150188,0,0,-0.00804170535249642,0,0,0,0,0,0,-0.142753354897382,0,0,0,0,0,-0.0579752212723323,0,0,0,0,-0.00631521197457747,0,-0.110818860175795,0,0,0,0.0627083820477278,0,0,0.00783672771373396,-0.0271374383696164,-0.101567388109255,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248088371401609,0,0,0,0,0.0932881602704111,0,0,-0.0190768284732069,0,0,0,0,0,0,0,0,-0.0632225962863356,0,0,0,0,0.053313134786522,0,0,0,0,0,0,0,0,0,0.0160898040192198,-0.0104674621161165,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0999544193141809,0,0,0,0,0,0,0,0,0,0.0755101028058864,0,0,0,0.101945191981298,0,0,0,-0.0177381164499301,0,0.0513493461685763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385266293953687,0,0,0.0131626487750079,0,0.00258026847872075,0.00745908185599285,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.214906694731853,0,0,0,0.0208680872461254,0.0449626397398081,0,0,0,0.259697844913714,0,0,0,0,0,0.0625411514379823,0,0,0,0,0,0,0.13055881970132,0,0.00145393464583281,0,0,0,0,0,0,0,-0.0645935288213771,0,0,0,0,0,0,-0.00754125254361272,0.0178318698416066,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0406361872253943,0,0,0,0.156304225860357,0.0250095146366584,-0.0243032423956216,0,0,0,0.399567798797838,0,0,0,0,0,0,0,0,0,0.0670320429859894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.483058297184525,0,0.094070424919348,0,0,0,0.000513580979492192,0,0,0,0,0,-0.0704890567186154,0,0,0,0,0,0,0,0,0,-0.18574372327756,0,0.198135965779862,0,0,0,0,0.113869550411743,0,0,0,0,0.0778559283685654,0,0,0,0,0,0,0,0,0,0,0,0.00625420354503083,0.00414939266253744,0,0,0,0,0,0
X000625.SZ,0.188750165874417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447890327502785,0,0,0,0.0311406951998218,0,0,0,0,0.0786264830474921,0,0,0,0,0,0,0,0.0210773068260775,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.106491361979594,0.0392783764866282,0,0,-0.00931663523951302,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00841956350547127,0,0.177842652762453,0,0,0,0.148456183959707,0,0,0,0,0,0,0.0120747108281666,0,0,0.0316764609712784,0,-0.0456274220486186,0,0.00427507538597627,0,0,0,0,-0.082064547844633,0,0
X600690.SH,0,0,0.113080729260258,0,0,0,0,0,0,0,0,0.0276349484790218,0,0,0,0,0.0665808467668688,0,0.0814013109763101,0.170134630592491,0,0.103946995833738,0,0,0,0,0,-0.00825165382167196,0,0,0,0,0,0,0.074289038359188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322320972001892,0.121972638112021,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148548788193743,0,0,0,0.0873993628189611,0,0,0,0,0,0,0,0,0,0,0.0502075651507906,0.212625890496896,0,0,0.066559879291351,0.0828840807565906,0,0,0,0,0.0376101086113957,0,0,0,0,0,0,0,0,0.00185928090424338,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.110694989971485,0,0,0,0,0,0.211175271061647,0.0235541513988751,0,0,0.0463463814298377,0,0,0,0,0,0,0,0.00856070516382705,0,0,0,0,0.0625342801887684,0,0.0438200663241548,0.0181574360180685,0,0,0,0,0,0,0,0,0,0.0411889285234355,0,0,0.0663134099587975,0,0,0.0134047140966366,-0.00134927516083194,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0.217297806073308,0,0,0,0,0,0,0,0,0,0.0487958357270952,0,0,0,0,0,0,0,0,0,0.0418303321201824,0,0,0,0,0,0.273386628071616,0,0.200703889987725,0,-3.46944695195361e-18,0,0,0,0.0760838850452915,0,0,0,0,0,0,0.0463331544928125,0,0,0,0.00490321121944745,0.0250767348605983,0,0,0,0,0,0
X000338.SZ,0,0,0,0.195444344608313,0,0,0,-0.022908495191691,0,0.184193326412274,0,0,0,0,0,0,0,0,0,0.0194440051409117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11562602688806,-0.0858414900724006,0,-0.00884671487800785,0,0,0,0,0,0,0.0552914413402121,0,-0.00396821165813973,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081561381183685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206009044207268,0,0,-0.0207740548100048,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0.306368884173689,0.0206285493403178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765058815723555,0,0,0,0,0,0,0,0.0118646257014075,0,0,0,0,0,0,0,0.0354565659844276,0.00386917497074833,0,0.0119843458753786,-0.0259216004438185,0,0,0,0,0,0
X600741.SH,0.0494842689742974,0,0,0,0,0.099622585154307,0,0.201256160824126,0,0,0,0.0649989205302477,0,0,0,0,0,0,0.116015813404532,0,0.024103717010282,0.0165635653925855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127343349845471,0.110178616142584,0,0,0,0,0,0,0,0,0,-0.0972345205855879,0,0,0,0,-0.0106887445787803,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.0394225906254951,0,0,0,0,0.0796771571862099,0,0,0,0,0,0,0,0,0,0,0,0.0478704924418477,0,0,0,0,0,0,0.0227017250064757,0.0175563414721698,0,0.051449574232848,0,0.078778149919042,0,0,0,0,0,0,0,0,0,0,0.129380757726729,0,0,0,0.0105111201349663,-0.00479512311017796,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0888411653979238,0,0,0.117663568248376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979420962664689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00356356940928959,0,0,0,0.00469391198510315,0.166449550743882,0,-0.00659432920524538,0,0,0,0,0,0,0
X000100.SZ,0,0,0.481237731598572,0,0,0,0,0,0,0.0325565372378654,0,0,0.00655592846885188,0,0,0,0,0,0,0,0,0.0222575314798301,0,0,0.118154660081614,0,0,0,0,0.112457364128396,0,0,0,0,0,0,0,0,0,0,0.145682955057119,0,0.116615100923643,0,0.0480759807147647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1134805153211,0,0,0,0,0,0,0,0,0,0.0609930442483247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596159098019879,0,0.00768814304557876,0,0,-0.00376921900460462,0,0,0,0,0,0
