,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002049.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X002294.SZ,X601877.SH,X002007.SZ,X600177.SH,X300003.SZ,X002456.SZ,X002180.SZ,X002074.SZ,X000050.SZ,X002085.SZ,X600498.SH,X002008.SZ,X600582.SH,X002129.SZ,X000869.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0301290976953085,0,0,0,0.0120352594002651,0.0844126794828639,0,0.11139809921109,0,0.00158377991588387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194411710643724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.21039665551326,0,0,0,0,0,0,0,0,0.122226928121541,0,0,0.212326508119294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794238053607206,0,0.0120277906978762,0,0,0,0,0,0,0,0,0,0,0.0746461360015189,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.24139185392149,0,0,0,0,0,0,0,0,0.0402964277409027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613692702196428,0,0.327492890920648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.228457400573736,0,0,0,0,0.0231473676684391,0,0,0,0,0,0,0,0,0,0,0.178131200779616,0,0,0.0735453971135103,0,0,0,0.0490774564911446,0,0.0790217556901855,0,0,0,0,0.0299257825245705,0.10198911330271,0,0,0,0.0432063305642739,0,0,-0.0154261239478098,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194874151385834,0,0,0.0374167629763727,0,0,0,0,0,0,0.182902377606408,0,0.0640566758245423,0,0.0941783896231485,0,0,0,0,0,0.114929794340273,0,0,0,0,-0.00782828628891264,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521155183366472,0,0,0.0427834846125058,0,0,0,0,0,0,0,0.021023629443768,0,0,0,0,0,0,0,0,0,0,0,0.0057339583950398,0,0,0.0168965155902131,0,0,0,0,0.0892037131248102,0.157878415779392,0,0,0,-0.0084120155055808,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403590000106309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954372414521234,0,0,0,0.232443279695246,0,0.0652134630407062,0,0.0238630661551186,0,0,0,0,0,0.0160089090387034,0,0,0,0,0,0,0,0,-0.0366153246096304,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0834009574406841,0,0,0,0,0,0.000195992568624961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216134803714254,0,0,0,0.023218955335139,0,0.0152340717888685,0,0,0.0302344208221902,0,0.0217275157450678,0.0961295211938269,0,0,0,0.0295347001995647,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0110642776830704,0,0,0,0,0,0,0,0,0,0,0.0497112152680736,0,0,0,0,0,0.147532139001148,0,0,0,0,0,0.10992325943572,0,0,0,0,0,0,0,0,0.173696261348785,0.0745917471606126,0,0,-8.67361737988404e-19,0,0.00611129203899679,0.0496387697926416,0,0,0,0,0,0,0,0,-0.00956050685858451,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399962672436607,0,0,0,0,0,0,0,0,0,0,0,0.317155912762721,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.128061497885707,0,0,0.0645167151752959,0.035138537049662,0.0622752556051157,0.0117565689677664,0,0,0,0.0303502626062672,0,0.0124435314676823,0,0,-0.00369576407563276,0,0,0,0,0,0
