,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X600104.SH,X002304.SZ,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600703.SH,X002129.SZ,X000661.SZ,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X600584.SH,X000977.SZ,X000800.SZ,X601877.SH,X600522.SH,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X002180.SZ,X600418.SH,X002463.SZ,X300142.SZ,X002028.SZ,X002294.SZ,X000733.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.361278306693117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101719867201614,0,0,0.0421160527132396,0,0,0,0,0,0,0,0,0,0,0,0.0398079797372096,0,0,0,0,0,-0.0147074826660653,0,0,0,0,0,0
X000858.SZ,0.337813617590264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028762214844678,0,0,0,0,0,0,0,0,0.0295772912599802,0,0,0,0,0,0,0,0,0,0,0.088227238607343,0,0.0782875236648548,0,0,0,-0.000529894818156389,-2.71050543121376e-20,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.00382131088347103,0,0,0,0,0,0,0,0,0.112021868656899,0,0,0.0719525596504206,0,0,0,0,0,0,0,0,0,0.0183056660753974,0,0,0,0.100955090727606,0,0,0,0,0,0,0,0,0.0386306978972761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0470809401622761,0,0.00285614394138154,0,0,0,0,0,0,0,0,0,0,-0.0541936108794362,0,0,0,0,0,0,0.155215642150562,0.0652406141451927,0,0,0,0,0,0,-0.0347121472412814,0.0607721323673826,0,0,0,0,0,0,0,0,0,0.0515432764495782,0,0.163820733595073,0,-0.00469179843816852,0,0.00400939258789664,0,0,0,0,0,0,0
X000568.SZ,0.20961857228326,0.0492815198777976,0,0,0,0.301642770356724,0,0,0,0,0,0.0684214087764754,0,0,0,0.165810956293554,0,-0.00223729218511486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00771811429721279,0,0,0,0,0,0
X600809.SH,0.264380973754134,0,0,0,0.328794333045563,0,0.0407304665512609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0501166727730974,0,0,0,0,0,0,0,0,0,0,0,0,0.0136423230349213,0.0182413870690193,0,0.000751664339226814,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162260606015543,0,0,0.1942122268798,0,0,0,0,0.0661834699467617,0,0,0,0,0.093856434863451,0,0,0.0768769792539602,0.0792454070030882,0,0,0.0807702263199157,0,0.0733882391192136,0,-0.0135536800720902,0,0,0,0,-0.0485290184624186,0,0
X600690.SH,0.215424601045914,0,0,0,0,0,0,0,0,0.0427370382396284,0,0,0,0,0,0,0,-0.00879302966103097,0,0,0,0,0,0,0,0,0,0,0,-0.0255814399316423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988152338251384,0.00475593946017929,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591189700132369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0874131049011764,0.0352753628658865,0,0,0,0,0,0,0,0,0.449842128257392,0,0,0,0,0,0,0,0,0.00382380641157002,0,0,0,0.0411153988381693,0,0
X000651.SZ,0.013655928106686,0,0,0,0,0,0,0.0728689226864972,0.015728660257244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100493342467531,0,0,0,0,0.0111060661121158,0.0257029249300536,0,0.0787645861070583,0,0.0742315810399877,0,0,0,0,0,0.102946478118394,0,0,0,0,0,0.0115075279852726,-0.0410357265041565,0,0,0,0,0,0
