,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600690.SH,X000100.SZ,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600271.SH,X600703.SH,X600089.SH,X600066.SH,X600118.SH,X601877.SH,X600177.SH,X002236.SZ,X000550.SZ,X000581.SZ,X002129.SZ,X000568.SZ,X600582.SH,X000559.SZ,X300124.SZ,X000623.SZ,X002475.SZ,X000050.SZ,X600060.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600839.SH,X002294.SZ,X002456.SZ,X000977.SZ,X002292.SZ,X000869.SZ,X000400.SZ,X002465.SZ,X600166.SH,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0806031662589464,0.0223221591590218,0,0,0.0930553619151642,0,0,0.104300748638749,0,0.0674014501666943,0,0,0,0,0.41507775225789,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0688613556472385,-0.105967616872717,0,0,0,0,0,0,0,0,0.053939252955602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00861521338900016,0,0,0,0,0,0
X600519.SH,0,0,0.100768017177353,0.0333163429698421,0,0,0,0,0,0,0.0230696079642584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639457406659519,-0.00954300503100761,0,0.0103440646135615,0,0.0277246128371999,0,0,0,0.0554643369995625,-0.0984177791512258,0,0,0,0,0,0,0,0,0,0,0.112011244369138,0,0,0.123823035445766,0,0,0,-0.0340762845054284,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.301882850882284,0,0,0.180140949275984,0,0,0,0.104670687506479,0,0,0.0131061849648409,0,0,0,0,0,0.111260794343619,0.11441875954329,0,0,0,0.0440128384484211,0,0,0,0,0,0,0,0,0,0.00599174178513662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.220442376744956,0.23369803964511,6.93889390390723e-18,0,0,0,0,0,0,0,0.0578457601820723,0.0189988553713817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207726628476063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818281668743199,0,0,0,0,0,0,0.0611621435415571,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0908471908317004,0,0,0,0,0,0.0634983057870363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170133184679265,0.308863566444564,0,0,0,0,0,0,0,0,0,0,0,0,0.0653492358653478,0,0,0,0,0,0,0.127277399599267,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.119265965947821,0,0,0,0.206883006172452,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0977156030389461,0,0,0,0,0,0,0,0,0,0.112372923877525,0,0,0,0,0,0.0422194422116616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292868192555629,0,0,0,0,0,0
X000858.SZ,0,0,0.147133190060276,0,0,0,0,0.0478096027574863,0,0.185032763459902,0.103643846628144,0.0391937630405527,0,0.0151751324458483,0,0,0,0,0,0,0,0,0,0,0.0215818411765098,0,0,0,0,0.0255237371461808,0,0,0,0.0441263050895534,0,0,0,0,0,0,0,0,0,-0.0258362245626686,0,0.146277078415346,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.315342711431486,0,0.117914776154864,0,0,0,0,0,0,0,0,0,-0.0152496787042064,-0.0142030843642727,0,0,0,0,0,0,0.0501086420750914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151658854175913,0,0,0.17418074492231,0,0,0,0,0,0.0143135691424197,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0178464627327843,0,0,0,0,0.0282304803530134,0,0.18671438761835,0,0,0,0.103092780978862,0,0,0,0,0,0.0476147128289672,0,0,0,0,0.0492347464072152,0.0673278755761298,0,0,0,0,0,0,0.013274549513335,0.0861689369421596,0,0,0.0459953801581856,0,0,0,0,0,0,0,0,0,0,0,0.000551330460220673,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.0311700255944203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839063626959728,0,0,0,0,0,0,0,0,0.0679587921175882,0,0,0,0,0,0,0,0,0.0508808353040472,0,0,-0.0449183794904408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447180383970298,0,0,0,0,0,0,0
X600690.SH,0.297713948166814,0,0.19072072407946,0.0403940197524625,0,0.097758566993368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880162836456464,0,0,0.0643477170619516,0,0,0,0.0631230857802173,0.0151752802843917,0,0,0,0.122635081930779,0.0218976796135064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325043071151599,-0.00166985339864545,0,0,0,0,0,0
X000100.SZ,0.00438926208022268,0,0.134183561563038,0,0,0,0,0,0,0.115657826697688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761220504088015,0.0557373385497106,0,0,0,0,0,0.0818004057103651,0,0,0.283391817377086,0,0,0,0.0737871953824634,0,0.0499082712932392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0562489439643739,0,0,0,0,0,0,0.0457996495239309,0,0,0,0,0,0,0,0.047709913190767,0,0.146069905599387,0.0247109611333581,-0.113719218036389,0,0.0457176374035405,0,0,0,0,0.00592287520472746,0,0,-0.0329109883980851,-8.67361737988404e-19,0,-0.00484968174196211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256786769094599,0,0,0,0,0,0
