,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X600741.SH,X002007.SZ,X600183.SH,X000100.SZ,X002371.SZ,X000977.SZ,X000596.SZ,X002241.SZ,X300014.SZ,X601877.SH,X000625.SZ,X002236.SZ,X300142.SZ,X000157.SZ,X002463.SZ,X300124.SZ,X600498.SH,X002129.SZ,X002456.SZ,X600271.SH,X000066.SZ,X002223.SZ,X002179.SZ,X300136.SZ,X600487.SH,X600584.SH,X600118.SH,X600522.SH,X002414.SZ,X600177.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.316579744297444,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.25887876520103,0.0124064097396422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171680578476976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343325522480874,0.00823440994837087,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0191428532723731,0,0,0,0.109931171116184,0,0,0.481897679242911,0,0,0,0,0,0,0,0,0,0,0,0,0.143462980261793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191539164506184,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556488131531335,0.0479068127478073,0,0.12645867683599,0,0,0,0,0,0,0,0,0.107566775825974,0.000681200167587352,0,0,0,0,0,0,0,-0.0215624556073439,0,0,0,0,0,0,0,0,0,0.0130973887852113,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0735306115398449,0.0725906970107091,0,0,0,0,0,0.0985393642755544,0,0.193065829079854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015690814893829,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234616020315042,0,0,0,0.0831817026697892,0,0,0.177054828430807,0,0,0,0,0,0,0,0,0,0.0625071419576237,0,0,0,0,0,0,0,0,0,0,0,0,0.0369114663530514,0,0,0,0,0,0
X600104.SH,0,0.18510032091943,0,0,0,0,0,0,0,0,0,0,0.0261592808940195,0,0.102879791602647,0,0,0,0,0,0,0,0,0,0,0.0269805294249522,0,0,0,0.263969376798117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110004116681841,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.175233378236378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248159749202621,0,0,0.38452898194543,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.286148041387924,0,0,0,0,0,0,0,0,-0.0394488075743719,0.0269639913436491,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0466097013725179,0,0,0,0,0,0,0.0574068216315539,0,0,0,0,0,0,0,0.04554983728979,0,0,0,0,0,0.0870766664573721,0,0.139352776344262,0,0,0,0,0,0.204156386016787,0,0,0,0,0,0,0.0644974057439953,0,0,0.0534735050992824,0,0,0,0,0,0,0.0485823855246215,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.00610120741135584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0596061150116537,0,0,0,0,0,0,0,0,0,0,0.0174776953716302,0,0,0.102054560802496,0,0,0,0.108441816795791,0.0346854201874116,0,0,0,0,0,0,0.0255597873357929,-0.00287076513855041,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0488557914188705,0,-1.73472347597681e-18,0,0,0,0,-8.67361737988404e-19,0,0.11059143454388,0,0,0,0,0,0,0,0,0,0,0.0723676219798907,0,0,0,0.146282075930763,0,0,0.384795269991537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142898213379658,0,0,0,0,0,0
