,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X600703.SH,X300003.SZ,X000338.SZ,X600271.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600487.SH,X002236.SZ,X600809.SH,X000661.SZ,X600867.SH,X000100.SZ,X000596.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X600066.SH,X300142.SZ,X600566.SH,X600498.SH,X002179.SZ,X002294.SZ,X000157.SZ,X002007.SZ,X300146.SZ,X002180.SZ,X002241.SZ,X600522.SH,X002049.SZ,X000869.SZ,X600177.SH,X600089.SH,X002371.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.363855798883318,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0972516891282064,0.0252528945683792,0,0,0.0671884570165472,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0726204899838054,0,0,0,0,0,0,0,0,0.0379924772172562,0,0,0,0,0,0,0,0,0.00148256736278804,0.0019440515978798,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.00496928973124597,0,0,0,0.429967657648057,0,0,0,0,0,0,0,0,0,0,0,0,0.0476703605786289,0,0,0,0,0,0,-0.00520033523758692,0,-0.00769844997535245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117669896420013,0.0146698603339715,0.0279971740268975,0,0,0,0,0,0
X002415.SZ,0,0,0,0.157302054094213,0,0,0,0,0,0,-0.0267035619953104,0.0450911190639312,0,0,0,0,0,0,0,0.137811494731479,0,0,0,0.31710048036975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063238772466919,0.0275194693910163,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.00570388987728709,0,0,0,0,0.0656659154601752,0,0,0,0,0,0,0,0,0,0.363487517975979,0,0,0.0307744928375038,0,0,0,0,0,0,0,0,0.252967824281476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170368233223915,0.0275124267932428,0,0,0,0,0,0
X000858.SZ,0.10675631575272,0,0,0,0,0,0.210523721238859,0,0.0566696416045794,0,0,0.0035088089139226,0.310937435363441,0,0,0,0,0,0,0,0,0,0,0.0241557877260447,0,0,0,0,0,0,0,0,0,0.044429740455066,0,0,0,0.0552921619380947,0,0,0,0,0,0,0,0,0,0,-0.0164101664892102,0,0,0.00623911906057335,0.0046388141543672,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.108918833613114,0,0.0122211975305594,0,0.120941506911684,0,0,0,0.101878813137098,0,0,0.155168301632028,0,0,0,0,0,0,0,0,0,0,0,0.0441386218840029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017725602184692,0.0262197076519213,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0524429639375542,0.474394105268444,0,0,0,0,0,-0.0530232155325387,0,0.368764959582334,0,0,0.0530348998709587,0,0.0326742122822033,0.0219759480878946,0,0,0,0,0,0.0150259955626512,0,0,0,0.0325679585469546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135956364137275,0,0,0,0.0982395183095786,0,0,0,0,0,0,0,0,0,0,0.0753869986802918,0.345492203927372,0.126167379592265,0,0,0,0,1.38777878078145e-17,0,0.00533004987871812,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.368420945220445,0.119165447036213,0,0,0,0,-0.0570638153284374,0,0,0,0,0,0,0,0,0,0,0,0,0.10875032848916,0,0,0.115103200465093,0,-1.73472347597681e-18,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328358480365674,0.0135153361434485,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0254231049537475,0,0,0,0,0,0,0,0,0,0,0.443395352331732,0,0,0,0.167055679285992,0,0,-0.0396238197182589,0,0,0.0692356537127858,0,0,0,0,0,0,0,0.0684557022854294,0,0,0,0,0.0164876001236408,0,0,0,0,0,0,0.0170696392265933,0.0311004767713471,0,0,0,0,0,0
X000063.SZ,0,0.0430343611145579,0,0,0,0,0,0,0,0,0,0,0,0,0.0457390873720567,0,0,0,0,0,0,0,0,0,0,0,0.136727309947637,0,0,0,0,0.0664345383174357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588054553190732,-0.0552193774649252,0,0,0,0,0,0
X600031.SH,0,0,0.123154942654438,0,0,0,-0.0620049513637132,0,0,0,0,0,0,0.0299274871506604,0,0,0,0,0,0,0,0.0833306022971066,0.202723604034551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109761497791596,0,0,0,0,0,0,0,0,0,0,0,0.0164085993418487,0.0234797306115447,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.548689513625538,0,0.0859385480677854,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0134674775392732,0,0,0,0,0,0,0,0,0,0,0,0.178968295827554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00659956928887347,0.00200992105246346,0,0,0,0,0,0
X600741.SH,0,0.287168055909551,0,0,0,0,0,0,0.128196523417576,0,0,0,-6.93889390390723e-18,0,0,0.0231385482714556,0,0,0,0.0497462610433496,0,0,0,0,0,0.035107938029341,0,0,0.0404412010943904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435865657216605,0.0516104381373427,0,0.0126676574963713,0,0,0,0,0,0,0
