,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600271.SH,X600741.SH,X600066.SH,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000338.SZ,X000157.SZ,X300124.SZ,X002456.SZ,X002085.SZ,X000050.SZ,X002007.SZ,X002180.SZ,X600867.SH,X002249.SZ,X002294.SZ,X002426.SZ,X600089.SH,X000869.SZ,X002049.SZ,X002465.SZ,X002508.SZ,X600699.SH,X002179.SZ,X600522.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435042043956269,0,0,0,0.0642143131318395,0,0,0,0,0,0,0,0,0,0,0,0.19957049621766,0.0660053293420291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519500439511254,0.034514157433682,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.032679348150273,0,0,0.0527124060426243,0,0,0,0.0406446344529992,0,0,0,0,0,0,0,0,0,0.134893760833599,0,0,0,-0.00944906567005975,-4.33680868994202e-19,0,0,0,0,0,0,0.0530762910364163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11320006312032,-0.00308101047014304,0,0,0,0,0.0226453224538456,0,0
X002415.SZ,0,0,0,0,0.0886574257517442,0,0,0,0,0,0,0,0,0,0,0,0,0.104179711907769,0,0,0.109426917891217,0,0.0812875017038368,0,0,0,0.00547760465164582,0,0,0,0.0265721640803713,0,0,0,0,0,0,0.0673069203609037,0,0,0,0,0.0106654058816466,0,0,0,0.0428473114860941,0,0,0,0,0.0221820208691162,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.219047475504506,0,0,0,0,0.167647149591192,0.022452203066302,0,0.0345476254511111,0,0,0.0410804876699594,0,0,0,0,0,0,0,0,0,0.087866114363582,0,0,0,0,0,0,0,0.00690885624509304,0.044300100061292,0,0,0,0,0.0448220863532593,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.600267650730397,0,0,0,0,0,0,0,0,0,0,0,0.252083628517831,0,0.0104001201345575,0,0,0,0,0,0,0,0,0,0,0,0,0.116629764778327,0,0,0,0,-0.046146746877115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906774160478368,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219332934343928,0,0,0,-0.0690292817090497,0.0891240155360675,0,-0.00473968826824986,0,-0.00232001196186576,0,0,0,0.0047136674780998,0,0,0,0,0,0,0,0,0.108415844696809,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0332456700533006,0,0,0,0,0,0.146192198041763,0,0.0998250001726711,0,0,0,0,0.173142747242109,0,0,0,0,0,0,0,0.0781680144466035,0,0,0.0123616744747318,0,0,0,0,0,0,0,0,0.0564930988419714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.111062182871047,0,0,0,0,0,0,0,0,0,0,0,0,0.128583022739553,-1.73472347597681e-18,0,0,0.071590108264836,-0.0442848404202744,0,0,0,0,0,0,0.0552762968512746,0,0,0,0,0,0,0,0,0.0637303115178099,0,0,0.0629547245573266,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.342985263590576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257802559524672,0,0.0620533216458146,0,0,0,0,0,0,0,0.0125487937894073,0,0.0378328393651636,0,0,0,0,0,0,0,0,0.171966856944229,0,0,0.00115513000780846,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.173475065794776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395936751972573,0,0,0,0,0,0,0,0,0,0,0,0,0.00947769538206471,0,0.0852104619996372,0.0654950384194373,0,0,0,0,0,0,0,0,0,0.0574677257977948,0.0355141793517766,0,0,0,0,0.00216821564916545,0.00121971038824757,0,0,0,0,0,0
