,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X002508.SZ,X000661.SZ,X300136.SZ,X000157.SZ,X002049.SZ,X000050.SZ,X002180.SZ,X002038.SZ,X600522.SH,X000977.SZ,X002179.SZ,X002007.SZ,X600089.SH,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.373411516198632,3.46944695195361e-18,0,0.0179940215699422,0,0,0,0.0469962177726235,0,0.0481101962233334,0,0,0,0,0,0,0,0.0268214413778821,0.00560963375891083,0,0,0,0,0,0.0223366188970473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295961643780704,0,0,0,0,0,0,0,0.0176335577318031,0.0253626840455652,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.282706323289656,0,0,0,0,0,0,0,0,0,-0.0981665607548163,0,0,0,0.0931238859716495,0.0496997230532073,0,0,0,0,0,0,0,-0.0228911745131049,0,0,0,-0.0945929817589704,0,0,0,0.119287210191035,-0.0329953333641307,0,0,0,-0.0179694217885889,0,0,-0.0195633817013413,-0.0455800155987956,0,0.0579439555635696,0,0,0,0
X002415.SZ,0.0148882064352123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865641600138563,0.0277943098927415,0,0,0,0,0,0,0,0,0,0,0,0.356877766677874,0,0,0,0.0656368298340145,0,0,0.154371948638454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.150264913120048,0,0,0,0.0965066889787663,0,0,0,0,0.0619025444516939,0.512448475845979,0,0,0,0.0141928475501657,0,0,0,0,0,0,0,0,-0.0341318466320437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142374489264087,-0.00204573635746402,0,0,0,0,0,0
X000651.SZ,0,0,0,0.264760911005963,0,0,0,0,0,0.457498716461992,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0494211611129575,0,0,0,0,0,0,0,0,0,0,0,0,0.0492105394043816,0,0,0,0,0,0,0,0.107746498447294,-0.0688501687697725,0,0,0,0,0,0,0.0039269093205634,0.0475790912595293,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0230738379097301,0,0,0,0.111419174393911,0,0,0,0,0.445320120313607,0,0,0,0,0,0.121247325372924,0,0,0,0,-0.0344925069195704,0,0,0,0,0,0,0,0,0,0.115470888800941,0,0,0,0,0,0.0421838503686686,0,0,0,0,0,0,0,0,-0.0469288594603165,0.00617372676468738,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0376855992433495,0,0,0,0,0,0.195053052461,0.189538729231302,0,0.153619407726267,0,0,0,0,0,0,0,0,0.058346770933076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226593234267473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055203677474959,-0.0229493853949056,0,0,0,0,0,0
X000725.SZ,0,0,0.0848611219885292,0,0,0,0,0,0.220542778423097,0,0,0,0,0,0,0.0215231258494647,0,0.114768946642652,0,0,0,0,0,0,0,0,0,0.0488536914512752,0.28984966258207,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559842137351393,0,0,0,0,0,0.157734350050262,0.0543627512258214,0,0,0,0.0612602153843408,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.285627469318692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199326304760152,0,0,0,0,0,0.05428332392225,0,0,0,0.0763505993587267,0,0,0.0263820628882517,0,0,0,0.0666454656528329,0,0,0.00313496897470556,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.358375463792049,0.120343000025923,0,0.0630738332591038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116413416744635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00939896906572513,0,0,0,0,0,0
X000568.SZ,0,0,0,0.644892060090349,0,0.00742677859192171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709557595062414,0.0640785595746437,0,0.0828439453585938,0,0,0,0,0,0,0,0,0.028541760736407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713220450990586,0,0,0.0152520708141222,0.00929265180302101,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130503970728467,0,0,0,0,0,0,0.106668376515319,0.0745931762468828,0.343366069032155,0,0,0,0,0.30603815343482,0,0,0,0,0,0,0,0,0,0,0,0.0319931570487009,0,0,0,0.127780830353661,0.0376084708348454,0.0393683342622249,0,0,0,0,0,-0.0419535107389216,0,0,0,0,0,0,0
X600741.SH,0,0.470564346486722,0,0.182529589811647,0.153792030163327,0,0,0.0130518600926548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525240074103182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00774977011737735,-0.0333888292557743,-0.0285358306756581,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0372585388423409,0,0,0,0,-0.00682231057040338,0.132823906423436,0,0,0,0,0,0,0,0,0,0.367914671907426,0.00823957443259851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706480143959212,0,-0.00600147025703662,0,0,0,0,0,0,0.211849506470741,0,0,0,0,0.00732047865039928,0,0,0,0,0,0,0
X002236.SZ,0,0,0.531130137865793,0.0645418919356131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104542246241579,0,0.311023288584236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418104495157557,0,0,0,0,0,0,0,0.0497817238361237,0,0,0,0,0,0,0.0106702855962182,0.00303529432471977,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0.168151222353414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106822820435817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688354032060526,0,0,0.091184829463066,0,0,0,0,0,0.00591136433343158,0,0,0.00366612830277779,-2.16840434497101e-19,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0494092559476141,0,0,0,0.213999796320495,0,0,0,0,0,0,0.206301413705342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00448634264903104,0,0,0,0,0,0,0,0,0,0,0,0.00290209819764584,0.00565938415438172,0,0.048053821926669,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.190929811584045,0,0,0.132128981048242,0,0,0,0.0321410656015269,0,0.469881451026778,0,0,0,0,0,-0.0175139160564467,0,0,0,0.0815996405561157,0,0,0,0,0,0,0,0,0,0.0318091071081152,0,0,0,0,0,0,0,0,0,0,0,0,0.0406596026857137,0,-0.0127840318009504,0.00586586482415081,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,-0.0866613940706287,0,0,0,0,0,0,0,0,0,0,0.0862248963240989,0,1.73472347597681e-18,0,0,0,0,0.118240141521274,0,0,0,0,0,0,0.0597762107728614,0,0,0,0.146744539339236,0,0,0,0,-1.73472347597681e-18,0,0,0,0.128809263059235,0,0,0,0,0,0,0.0145121842922179,0.0470895957563862,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.304323966771918,0,0,0,0,0,0,0,0,0,0.0415183081643107,0,0,0,0,0,0,0,0,0,0,0.0529408655687433,0,0,0,0,0,0,0,0.169352096351564,0,0,0.0219019999104959,0,0,0,0.270936870394165,0,0,0.0929947490578914,0,0,0,0,-0.124566573541042,0,-0.0203822731755527,-0.0268552714474664,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.145094074481372,0,0,0,0.0090416256049015,0.00537698244146529,0,0,0.115401085390487,0,0,0,0,0,0,0,0.0119821757290455,0,0,0,0.0790921167691202,0,0,0,0,0,0,0,0.276636797443345,0,0,0,0,0,0,0,0,0,0.0751143385719451,0.22482118702086,0,0,0,0,-0.116195352029469,-0.00648334997799759,0.00604493682461643,0,0,0,0,0,0
X600809.SH,0,0,0.125298595270177,0.359784943109705,0,0,0.0289014956437699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108055578641677,0,0,0,0,0,0,0,0.250073137651125,0,0,0,0.00729476398498874,0,0,0.0518327255404696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.146970635577978,0,0.41425370907419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184825970351441,0,0,0.23118179992503,0,0,0,0,0,0,0.076600894581427,0,0,0,0,0,0,0,0.00690692740815335,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.161191256563774,0,0.0212872856621363,0,0.324689079248044,0,0,0,0,0,0.0428417460617781,0,0,0,0,0,0.0313248131304794,0,0,0,0,0,0.153862875875194,0,0,0,0,0,0,0,0,0.0158855444083834,0,0,0,0,0,0,0,0,-0.0229142723653452,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0146732139140765,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.149782226226264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119889073898386,0,0,0.091249175190392,0,0,0,0.000981322711175539,0,0,0,0,0,0.203414082450127,0,0,0,0,0,0,0,0,0,0,0
