,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X000157.SZ,X600089.SH,X600066.SH,X600183.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000988.SZ,X000800.SZ,X002456.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0864612293622668,0,0,0.00739145517685093,0,0.172337490833534,0,0,0,0,0,0,0,0.187038002418976,0,0,0,0,0,0,0.0749327067015225,0,0,0,0,0,0,0,0,0,0,0,0.0634420543596389,-0.0035579713677859,-0.0275468950825984,0,0,0,0,0,0,-0.0338663199144108,0,0,0.0106453607488581,0,0,0,0,0,0,0
X000858.SZ,0,0,0.096581168593157,0,0,0,0,0,0,0,0,0,0.42271757581814,0,0,0,0,0,0,0,0.123374663792858,0,0,0,0,0,0,0.0011140400286614,0,0,0,0,0,0.0301375864847694,0,0,0,0,0,0,0,0,0.00835917974624278,0,0,0,0,0,-0.0186622249750794,0,-0.0269688880409864,-0.00555596460871098,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0447525092390125,3.46944695195361e-18,0,0,0,0,0,0.123947681916744,0,0,0,0,0.0301101397866129,0.120708288296436,0,0,0.0517207969911623,0.0774325628978577,0,0,0,0.0692535203347711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00975233573270841,0,0,0,0.0154696770362722,0,0,-0.0267585964371274,0.00758729988691847,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.060987056969987,0,0,0,0,0,0,0,0,0.0909243062205002,0,0,0,0.178964047980741,0,0,0,0,0,0,0,0,0,0.167831779067102,-0.00166338325537576,0,0,0,0,0,0,0,0,0,0.0342945478756237,0,0,0,0,0,0,0,0,0,0.0165559680744101,0,0,0,0,-0.0378855707868259,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.126764081787402,0,0.0733222025607039,0.0338184161115717,0,0,0,0,0,0,0,0.0752218557749526,0,0,0,0,0,0.0594128526031117,0,0,0,0,0,0,0,0,0.0207365963245404,0,0,0,0,0.00741192306670804,0,0,0,0,0,0,0,0,0,0.00155653246141824,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.179210114240206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246812021690011,0,0,0.119997886811808,0,0,0,0,0,0,0.051926827863729,0,-0.0148495678748527,0,0,0,0,0,-0.0301560559362819,0,0,0.00191735076110563,8.67361737988404e-19,0,0,0,0.0324001732586004,0,0
X600690.SH,0,0,0,0,0,0.0748259220928843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114820984444152,0,0,0,0,0,0,0,0,0,0.241840447473128,0,0,0,0,0,0,0,0,0.265558856333532,0,0,0,0.0384793672942294,0,0,0,0,0,0,0.00208215274537709,0.00293330856700783,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.42081752400586,0,0,0,0,0,0,0,0.246711661668801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398043062075209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0348095877042755,0,0,0,0.351845936998227,0,0,0,0,0,0,0,0,0,0,0,0.0285348921704101,0.0952993281846982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198746633467148,0.110228250913825,0,0,0.00772590010149156,0.045959954048185,0,0,0,0,-0.00756954710956593,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0462275987528465,0,0,0,0,0,0,0,0,0,0.272199212419257,0,0,0,0.00524329158497622,0,0,0,0,0,0,0,1.17479028323881,0,0,0,0,-0.189426610425551,-0.138944291993971,0,-0.0597754845978537,0.183827088550552,0,0,0,0,0,0,0.0376313914949642,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0473570202779335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226755052316664,0.132454754478738,0,0,0,0,0,0,0,0,0.16082966767722,0,0,0,0,0.150805739009084,0,0,-0.036332010577514,0,0,0,-0.0534870641107219,0,0,0,-0.0112692724710198,0,0,0,0,0,0
X003816.SZ,0,0,0.0344366424115537,0,0,0,0,0,0,0,0,0,0.060586535293008,0,0,0,0,0,0,0,0,0,0,0.0345135974574511,0,0,0.00849116584661078,0,0,0,0.124316126594394,0,0,0,0,0,0,0,0,0,0,0.0234855175349249,0,0,0.0067875612605419,0,0,0,0,0,-0.0603599748617704,0,-0.0643423428082655,0,0,0,0,0,0
X000568.SZ,0,0.345657756307515,0,0,0,0,0,0.18189456856383,0,0,0,0,0,0,0,0,0,0,0.00117403910190153,0,0.299341646348592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028651279275006,3.46944695195361e-18,0,0,0,0,0.00910106373852186,-0.0215678381190853,0,0,0,-0.0148457546459325,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.130433298189471,0,0,0,0,0,0,0,0,0,0,0,0,0.121356497136055,0,0,0,0,0,0.0369374148626909,0,0,0,0.082519486419681,0,0,0,0,0.167487571661398,0,0,0,0,0,0,0,0,0,0.0659563651506227,0,0,0,0,0,0.0109027130265698,0,0,0,0,0,0
