,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000157.SZ,X000625.SZ,X300142.SZ,X600741.SH,X002129.SZ,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X601877.SH,X600584.SH,X000799.SZ,X600183.SH,X002414.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600089.SH,X600702.SH,X600460.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.181151082673898,0,0,0,0,0,0,0.0531240924143993,0,0,0,0,0,0,0,0,0,0.0495150861004807,0,0,0,0,0,0.0215992408770512,0,0,0,0,0,0.216434213808523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302041070237877,0,0,-0.0244299024110583,0,0,0,-5.42101086242752e-20,0,0
X000858.SZ,0,0,0,0,0,0,0.450503945649039,0,0.140495644208491,0,0.00905570502241936,0,0,0,0,0,0,0,0,0,0,0,0,0.0749334101528112,0,0,0,0,0,0.0226444220746927,0,0,0,0,0,0.0740290427572552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116319925848432,0,0,0,0,-0.00978900278877421,0,0
X002415.SZ,0,0,0,0,0,0,0.138443029419048,0,0,0,0,0,0,0,0,0.0153981988921394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124886312600857,0.318752488851718,0,0,0.159047184209471,0,0.0363164024956624,0,0,0,0,0,0,0,0.00533444527520103,0,0,0,0,0,0.0536006538447365,0,0,0,0,-0.0077600620479566,0,0
X600276.SH,0,0.0626077983338068,0,0,0,0.00288754568039105,0.141705232281903,0,0.0634855159651401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498787746114025,0,0,0,0,0,0.0692159160315713,0,0,0,0,0,0,0,0,0,-0.149918240157979,0,0.0567246247776569,0,0,0,-0.0135696612456009,0,0,0,0,0,0.00751552495103185,0,0,0,0,0.0197804756279997,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0590143570354772,0.0516668261239338,0,0,0,0,0,0,0.0404808530287187,0,0,0,0.093570251128232,0,0.0154009255645515,0,0.0140294338679367,0,0,0.146121392035691,0.0342626064986149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276382940752695,0,0,0,0,0,0,0,0.00141147520184843,0,0,0,-0.00611129811036342,0,0
X600809.SH,0,0,0,0,0,0,0.0603878884635819,0,0,0,0,0,0,0,0.103951494449585,0.0794632861876614,0,0,0,0,0,0,0,0,0,0,0,0,0.0639432816716967,0,0.0911032113465733,0,0,0,0,0.365725946428368,0,0,0,0,0,0.0285047256858494,0,0,0,0,0,0,0,0,0,0,-0.101784314994421,0,0,0,-0.0399905429887379,0,0
X000568.SZ,0,0.663733801330278,0,0,0,0.0146594032155095,0,0,0,0,0,0,0,0.0249707340616851,0.0333186456946289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250376596463635,0,0,0,0.0118761010396498,0,0,0,0,0,0,0.121849531830928,0,0,0,0,0,0,0,0,0,-0.0127502017235756,0,0,0,-0.00364292462495145,0,0
X600690.SH,0,0,0.174487873869825,0,0,0.114397088622187,0.0163390759611296,0,0,0,0,0,0,0.0530668414637207,0,0,0,0,0,0,0,0,0,0,0,0,0.0996805570818804,0,0,0,0,0,0,0.131520155640273,0,0.0296631850559705,0,0,0,0,0,0,0.0654173394652233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.113915620442064,0,0,0.176852975335605,0.187600081439808,0.1235550660995,0,0,0,0,0,0.107971835314015,0,0,0,0,0,0,0,0,0.0536224662578723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039579120773487,-0.0201958205171225,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0615839215613871,0,0,0,0,0,0,0,0,0,0.271040927081079,0,0.0536466572187533,0,0,0.039047984036241,0,0,0,0.0290900119085183,0,0,0,0,0,0.237878737493155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204524665101462,0,0,0,0,0.0134258076755363,0,0
