,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X002475.SZ,X600276.SH,X600690.SH,X600104.SH,X300014.SZ,X000625.SZ,X000651.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X000661.SZ,X600089.SH,X600522.SH,X601877.SH,X002180.SZ,X300142.SZ,X002074.SZ,X000733.SZ,X600460.SH,X600741.SH,X600884.SH,X000100.SZ,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X002236.SZ,X600563.SH,X600418.SH,X002176.SZ,X002414.SZ,X000800.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.216268689158561,0,0,0,0,0,0,0,0,0,0,0,0.0037011354165865,0,0,0,0,0,0,0,0,0,0,0,0,0.0256049802034759,0,0,0,0,0.0296108550078938,0.0352194241297443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.309926307588271,0.0518744444241477,0,0,0,0,0,0,0,0,0,0,0.00308926891917542,0,0,0,0,0,0.0627803811910907,0,0.0362416457625286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161987844779465,0,0,0,-0.0610589652415107,0,0,-0.0131529059801705,0.0676616404685301,0,0,0,0,0,0,0,0,0,0.0135881370809331,0,0
X600809.SH,0,0.11835508703706,0,0.633096864635701,0,0,0,0,0,0,0,-0.0353889581507804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447529347048233,0,0,0,0.0434449005896647,0,0.049248306042728,0,0,0,0,0,0,0.0158727173767552,0,0,0,0,-0.0527526579723395,0,0,0,0,-0.0295422367065824,0,0,0,0,0,0,0
X000568.SZ,0,0,0.232386097208171,0,0,0,0.0729424540955838,0,0,0,0,0,0,0,-0.00845631980323378,0,0,0,0,0.012228337044241,0,0,0,0,0,0,0.0539844016396134,0,0,-0.00714689837441321,0,0,0,0,0,0,0,0,0.321533136723738,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111919144173789,-0.0203172475761169,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.130979432288584,0,0,0,0.054800679987448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222117153030239,0.896095988918484,0,0,0,0,0,0,0,0.0578537780830738,0,0,0,0,0,0,0
X002304.SZ,0,0.282752422399327,0,0.204277453356391,0,0,0,0,0.0419602819362754,0,0,0,0,0,0,0,0,0,0,0.031956156237149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055253228697975,0,0,0,0,0,0,0,0,0,0,0.0570114432453345,0,0,0,0,0,0,0,0,0,0,0,-0.00560046302734888,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0586708504560704,0,0,0,0,0,0,0,0,0,0,0.531517433599223,0.0977855785887973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402980037385433,0,0,0,0,0,-0.0495301858857159,0,0,0,0,-0.00650919276118052,0,0
X600276.SH,0,0,0,0,0.0361737460521023,0,0,0,0,0,0.0251911137103624,-0.0734651918573583,0,0,0,0,0,0,0,0,0,0,0,0.186706616968908,0,0,0.158873721282081,0,0,0,0,0.0298298588969114,0,0,0,0,0,0.0506191658548359,0,0,0.072023622811552,0,0,0.17662198405685,0.0621496572869448,0,0,0,0,0,0,0,0.0172006457072952,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.092011622412374,0,0,0,-0.0549769033671591,0,0.239124043766725,0,0,0,0,0.090983699814014,0,0,0,0.118563439124214,0.0171063990318673,0,0,0,0,0,0,-0.0786722392005372,0,0.0345668029208598,0,0,0,0,0,0,0,0,0,0,0.0101083766636387,0,0.04147760242437,0,0,0,0,0,0,0,0,0,0,0,-0.00142678150459887,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0809901409730101,0,0,0.0211014597154592,0,0.0423913805831115,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0324009154196839,0,0,0,0,0.25361596795201,0,0.0729785988299889,0.0308300159544351,0,0,0,0,0,0,0.0226887799284842,0,0,0.147964657208962,0,0,0.0149115083122459,0,0,0,0,-0.00898787534507282,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0189087618646993,0,0,0,0,0,0,0,0,0.0958556427930791,0.196863224977847,0.182759639295519,0.0291089869940177,0.115719676979227,0,-0.0619046830032393,0,0.13214005785577,0,0,0,0,0,0.0692410869988857,0,0.0151598853173865,0.119925109755194,0,0,0,0,0,-0.088381909075194,0,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.0854918190262169,0,0,0,0,0,0,0.0442812867940468,0,0,0,0,-0.108560944065525,0,0,0,-0.121014100151863,0,0,0,0,0,0,-0.0256407832277698,0,0,0,0,0,0,0,0,0.0956517510682434,0.473393730605249,0,-0.0924488609487785,0,0,0,0,0,0,0.0625078664427911,0,0,0.334759079145104,0,0,0,0,0,0,0,0.0786701809229286,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.262451293660852,0,0,0,0,0,0,0,0.0738384226597038,0,0,0,0,0,0.136008226907717,0.0760194146560133,0,0,0,0.0861718200129764,-0.0246186804173401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964054786482959,0.0649698318599983,0,0.0247272082872181,0,0,0,0,0,0,0,0.0025126080446566,0,0
X300124.SZ,0,0,0,0,0,0,0.150902065996912,-0.050495269169435,0,0,0.160884439184348,0.0057059745088129,0,0,0,0,0,0,0,0,0,0,0.0868380916081962,0,0,0,-0.141364718922279,0.253091307775981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556374045731514,0,0.0140510210376939,0,0,0,0,0,0,-0.00496939016842295,0,0,0,0,0.010083664377464,0,0
