,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X002236.SZ,X002007.SZ,X601877.SH,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X600271.SH,X000977.SZ,X000625.SZ,X002008.SZ,X300014.SZ,X002371.SZ,X600177.SH,X002456.SZ,X002506.SZ,X600066.SH,X600584.SH,X002180.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0618561601685352,0,0,0,0,0.0708301955599295,0,0,0,0,0.445925378085775,0,0,0,0,0,0,0,0.0501641854670391,0,0.0115978535089956,0,0,0,0,0,0,0,-0.00429649695449724,0,0,0,0,0,0.031635047126425,0,0,-0.0745423194663156,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0178614071171782,0,0,0,0,0.0189865002022277,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0376598795174363,0,0,0,0,0.343489581344264,0,0,0,0.151106651291186,0,0,0,0,0.0154570355476825,0,0,0,0,0,0,0,0,0.011314303259638,0,0,0,0,0,0.0113819600031562,0,0,0,0,0,0.0440914072992246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,-5.42101086242752e-20,0.0100871281579153,0,0,0,0,0,0,0.0540672959161252,0,0,0.202494011298603,0,0,0,0,0.108649198619051,0.0425058771534684,0,0,0.00643663648423468,0,0,0,0,0,0,0,0,0.00344651335137957,0,0,0,0,0.105121263252301,0,0,0.0705359866071896,-0.0707992897267312,0,0,0,0,0,0,0.0152821071310627,0,0,0,0,0,0,0,0,0,0,0.0328775357619722,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187240679129441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198432247146284,0,0,-0.0793316121238474,-0.00351680596469997,-0.0158068582730384,0,0,0.00705153157169532,0,0,0,0,0.0713836711743929,0.176793972798144,0,0,0,0.0940017703521928,-0.119827181756991,0,0,0,0.078258624860838,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.031946905007776,0,0,0,0,0,0,0,0,0,0,0,0.528295071378532,0,0.0768112894935418,0,0,0,0,0,0,0,-0.0139937649065073,0,0,0,0,0,0,0,-0.0223245181508418,0,0,0,0,0,0,0,-0.00485048158308151,0,0.0044126712928385,0,0,0,0,-0.0357430498447856,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.14615971774922,0,0,0,0,0,0,0.128922171266856,0.019943773622939,0,0,0,0,0,0,0.0503310223995232,0,0,0,0,0,0,0,0,0,0.0183921820414311,0,0.0174757876487824,0,0,0,0,0,0,0.0280366294487364,-0.0119592026661229,0,0.00226402326472066,0,0,0,0.0153109686441577,0,0,0,0,0,0,0
X002475.SZ,0,0.201308142072677,0,0,0,0,0,0,0,0,0,0,0.211587672051819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118817338414927,0,0,0.166961528217799,0,0,-0.0538843456757187,0,0.217088908214481,0,0,0,0.0835177590992945,0,0,0,-0.0576019199567373,0,0,0,0,0,0.0012302439765152,0,0,0,0,-0.0120793834660124,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.133391118534155,0,0,0,0,0,0,0,0,0,0.102804196431865,0,0,0,-0.0697651296010761,0,0,0,0.14469413799668,0,0.0582075845941438,-0.00745256506932363,0,0,0,0,0,0,0.061238569426785,0,0,-0.0507059819251835,0,0,0,0,0.0658117312365009,0,0,0,0,0,0,0.0971732058013846,-0.0201449788301912,0,0,0,0.0922510838664772,0,0
X002304.SZ,0.254940494746416,0,0.0646870950556326,0,0,0,0.0252975758326573,0.121453366806914,0,0.0440023200067893,0,0,0,0,0,0,0,0,0.0144964058841152,0,0,0.0203717369170819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680030675432751,0,0,0,0,0,0,0,0,0,0,0,0,0.00660185690257947,0.00246993813907294,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0132717045098134,0,0,0,0,0.127761904955992,0,0,0,0,0,0,0.12339598230572,0,0.0957431261071124,0,0.0698299535767585,0,0,0,0,0,0,0,0,0,0,-0.0629395813982574,0,0.0340846195160332,0,0,0,0.000573194677259407,0,0,0,0,0,0,0,0,0.104428737838812,0.0335680322506076,0,0,0,0,0,0,0.0124986091157951,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0744743359982553,0,0,0,0,0.0389606631765772,0,0,0,0,0.0768401258484471,0,0,0,0,0,0,0,0,0,0.0392393926998958,0,0,0.0192927907467356,0,0.0940429994035077,0,0,0.0177795956682567,0,0,0,0.00761331720305409,0,0,0.0692868163988247,0,0,0,0.0417195821088566,0,0,0.0334774863630403,1.73472347597681e-18,0,0,0,0.0116334241209668,0,0
X000568.SZ,0.228770027990388,0.570712728602342,0,0,-0.0075740317377786,0,0,0,0,0.035845918289283,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.0105093785151622,0,0,0,0,0,0,0,0,0,-0.0148483697439454,0,0,0,0,0,0,0,-0.0220611579627288,0,0,0,0,0,0,0,0,0,0,0.0304867010377693,0,0,0,0.0444343874393801,0,0
X600031.SH,0,0,0,0,0,0,0.143864050391871,0,0,0,0,0,0,0,0.271354474127261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00300543208163586,0.0161958661222057,0,0.116056680456909,0,0,-8.67361737988404e-19,-0.0025156773717575,0,0,0,0,0,0,0,0,0,-0.0105550431379699,0,0,0.00241786928850326,0,0,0,0,0,0
X600690.SH,0,0,0,0.0963529279916336,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.136282126481878,0,0,-0.134419286067112,0,0,0.066577704772821,0,0,0.0247999775346662,0,0.133639265646673,0,-0.0135356407122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101609419112887,0,0,0,0,0,0,0.0343681026112478,-0.0532314250715637,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.239512285599011,0,0,0,0,0,0,0,0.0387022720725337,0.0141806991493105,0,0,0,0,0,0,0,0.104228513379721,0,0,0,0,0,0.0375492041414173,0,-0.0107062605423193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106308158757823,0,0
X600809.SH,0,0.558820402988877,0,0,0,0,0,0,0,0.078284664838636,0,0,0,0,0,0,0,0,0,0,0,0,0.0174299001206858,0,0,-0.0721294220999663,0,0,0,0.00393667224648622,0,0.0646344846270511,0,0,0,0,-0.0128615909163409,0,0,0,0,0.034640958661355,0,0,-0.0219788452872108,0,0,0,0,0,0,0.0201392048378745,0,0,0,0,0.00115011675633294,0,0
X000661.SZ,0,0,0.116165447410404,0,0,0,0,0,0,0.116475108232628,0,0,0,0,0,0,0,0,0,0,0.325326946529751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220132285052214,0,0,0,0,0,-0.0381868812406312,-0.00769668811020341,0,0,0,-0.101738211564696,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00518829470674517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134603100207668,0.387611044655356,0.0560077692147207,0,0.0998638934683103,0,0,0.171259083549499,0,0.101321577239542,0,0,0,0,0,0,-0.0855901401724963,0,0,0,0,0,0,0.0441360075971875,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.384846894092769,0,0,-0.208461539911957,0,0,0,0,0,0,0.109252332082134,0,0,0,0,0,0,0,0,0,0.236129540789797,0,0,0,0,0,0,0,0,0,0,0,0.0761058446932216,0,0,0.380323610885779,0,0,0,0,0,0,0.0167441569336232,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250469686793866,0,0,0,0.0815420248037397,0,0,0,0,0,0,0,0,0,0.233611470472542,0,0,0.0603983604441831,0,0,0.0783490363396108,0,0,0.197727755476245,0,0,0,0,0,0.244487475458728,0,0,0,0,0.0105799191690147,0,0,0,0.0477409157695118,0,0
X300003.SZ,0,0,0.0436418753512272,0,0,0,0,8.67361737988404e-19,0,0.11783593861875,0,0,0,0,0,0.0416886708243534,0,0,0.0473409730231618,0,0,0.00337424417302619,0,0,0,0,0,0,0,0,0,0.147205454269915,0,0,0.0401349397748411,0.165289919062547,0,0,0,0.0640341189399302,0,0,0,0,0,0,0,0,0,0,0,0.00415127765749132,0,0,0,0,0,0,0
X000596.SZ,0,0.142060032930357,0,0,0,0,0,0,0,0,0,0.150540683312405,0,0.0871096324289885,0,0.146434089732903,0,0,0,0,0,0,0.0708503438273087,0,0,0,0,0.035657805383353,0,0.0217192973250848,0,0,-0.0528675890306422,0,0,0,-0.011143614605946,0,0,0.0169197779894435,0,0,0,0,0,0.0211714543651069,0,0,0,0,0,-0.0361732264602187,0,0,0,0,-0.0265190999796522,0,0
X600183.SH,0,0,0,0,0,0,0.0121227492481621,-0.18093252904988,0,0.0774212605034649,0,0,0,0,0,0,0,0,0.161849990650534,0,0,0,0,0,0,0,0,0,0,0.168895170654398,0,0,0.104197121812376,0.265314927013416,0,0.142046382198032,0,0,0,0,0,0.227656458842734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223547559640133,0,0
X002236.SZ,0,0,0,0,0.196495932224832,0,0.0673370511374975,-0.0361414577590596,0,0,0,0,0,0,0,0,0,0,0.0126896683068999,0.102149835752907,0,0,0,0,0,0,0,0,0,0.0768547184652362,0,0,0,0,0,0,0,0,0.0921783344918965,0,0,0,0,0,0.110843378073214,0,0,0,0,0,0,0.00734011041838951,0,0,0,0,0,0,0
X002007.SZ,0.134435121437969,0,0,0,0,0,0,-0.0610682545362049,0,0,0,0,0,0,0,0,0.110428410663638,0,0,-0.0869533446684732,0,0,0,0,0,0,0,0.0636185689266681,0,0,0,0,0,0.0140968813515102,0.0191746372504656,0.0128229152642987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319221883194836,0,-0.0289751315749502,0,0,0,0,0.0303871131379484,0,0
