,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X002371.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X600089.SH,X002179.SZ,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X600372.SH,X600741.SH,X000661.SZ,X002129.SZ,X002028.SZ,X002049.SZ,X002463.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X601799.SH,X600066.SH,X000921.SZ,X000800.SZ,X002223.SZ,X600183.SH,X002007.SZ,X600177.SH,X002294.SZ,X002074.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.279208511810223,0.104295174165097,0.201503917715661,0.0218763923209394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285889903848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251764799508317,0.107149062375204,0,0,0,0,0,0,0,0,0.0466183110482069,0,0,0.00877214732055519,-0.00718468648726045,0,0,0,0,0,0
X000858.SZ,0,0,0.0744348421019125,0,0.0177122829095092,0.552906250796923,0.00477599069322305,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0733489108543156,0,0,0,0,0,0,0,0.00728183489251646,0,0,0,0.0032855323291433,0,0,0,0,-0.0506035540100095,0,0,0,0,0,0,0,0,0.0394288968620367,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0782527449634567,0,0,0,0,0,0.128438367094306,0.0879846959481512,0,0,0,0,0.0198273320532841,0,0,0,0,0.104753560214746,0.0993726119162885,0,0,0,0.150940655314279,0,0,0,0,0,0,0,0.012260664962912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347561498468192,0.0208393214290434,0,0,0,0,0,0
X600809.SH,0,0,-0.054849732874214,0,0,0.454891475396249,0,0,0,0,0,0,0,0,0,0,0,0.417406955852391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757194788872816,0,0,0,0,0,0,-0.0492879937110635,0,-0.046414708271485,0.0379790715710047,0.083630263420165,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184118447656726,0,0,0,0,0,0,0,0,0,0,0,0,0.043766814254821,0,0.202557998065944,0.0245797940261439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474879211894681,0,0,0,-0.000836051991579779,0,0,0,0,0,0,0
X000568.SZ,0,0.762553338715005,0,0.202620851077067,0,0,0,0,0,0,0,0,0,0,0,0.0120875546198455,0,0,0,0,0.0816720140741952,0,-0.0740438171095645,0,0,0,0,0,0,0,0,0.019083678297994,0,0,0,0,0.131638522254222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160096911271597,0,0,0,0,0,0,0
X600690.SH,0,0.0515291769360657,0,0,0,0.306779503542082,0,0,0,0,0,0,0,0,0.0512409688660633,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397937743490817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784343135034088,0,0,0,0,0,0,0,0,0.00299919649644777,0,0.0236145967522987,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0920292084314057,0,0,0,0,0,0,0,0,0,0,0.0892735260111994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221649198185494,0,0,0,0,0,0,0.0873106581077585,0,0.0612513443089349,0,0,0,0,0,0,0,0,0,-0.000238822353283726,0,0.0638616025199797,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116079787415518,0,0,0,0,0,0,0,0,0,0,0,0.258770154456692,0,0,0,0,0,0,0,-2.16840434497101e-19,0.168819297444561,0,0,0,-0.0559727621170984,0,0,0,0.0429476803034133,0,0,0,0,0,0,-0.0564699805035076,0.0375369740948528,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100792152785233,0,0,0,0,0,0,0,0,0,-0.0303590308064535,0,0,0.131060205387844,0,0,-0.181715454827244,0,0,-0.0307547742667285,-0.0236283549550347,0,0,0,0,0,0.178363294433382,0,0,0,0,0,0,0,0.164406306201346,0,-0.0663386262894243,0.0343382702075898,0,0,0,0,0,0
