,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X600884.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000157.SZ,X000799.SZ,X601799.SH,X600563.SH,X002236.SZ,X600584.SH,X002176.SZ,X600487.SH,X000800.SZ,X002414.SZ,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.140423179119146,0,0,0.00244883369516848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100853686818525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328422297922197,0,0.061415808733528,0,0,0,0,0,0,0,0,0,0,0.0219626810721152,0,0.0100490338726949,0,0,0,0,0,0,0
X000858.SZ,0,0,0.00718357022280435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787169251867691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362347988936349,0,0.0666571169226094,0,0.0170739459845603,0,0,0.012337828489223,0,0,0,0,0,0.014537321345702,0.00902830532713291,0,0,0,0,0,0
X600809.SH,0,0,0,0.407282720404524,0.0125184229300162,0.232292566463372,0,0,0,0,0,0,0,-0.0418623960189969,0,0,0,0.0297751780515729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440646242428792,0,0,0,0,0,0,0.0411820720104812,0,0,0,0,0,0,-0.071884062141935,0,0,0,0,0.0350243017038342,-8.67361737988404e-19,0,0,0,0,-0.0264914308269221,0,0
X000568.SZ,0,0.101394637965558,0.130168165256219,0,0,0,0,0,0.0130603017887059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208298192007159,0,0.0335473296862259,-0.0341266397512255,0,0,0,0,0,0,0,0,0.424955529486158,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453959610986497,0,0,0,-0.0233693542264437,0,0
X002415.SZ,0,0,0,0,0,0.132963822253896,0,0,0,0,0,0,8.67361737988404e-19,-0.103764469910862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.123932024213294,-0.018360845554666,0,0.881596150522873,0,0,0,0,0,0,0,0.0650256775973225,0.0218472895105628,0,0,0,0,0,0
X002304.SZ,0,0.0566160191467068,0.0260995276278947,0.23297025586766,0,0,0,0.0247803508377431,0,0,0,0.00775083357407051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440643520642909,0,0.207294316872657,0,0,0,0,0,0,0.0409336891616643,0,0,0,0.0215730141428276,0,0.0023946852251802,0,0,0,0,-0.0190155614817513,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174673520483052,0,0,0,0,0,0,0,0,0,0,0.029874722524474,0,0,0,0,0,0.00267124615228299,0,0,0,0,0,0.0940616776136296,0,0.201824947457259,-0.0360862697539409,0.179170640027179,0.0278356148409162,0.0148310456758245,0,0,0,0,0.145951442021279,-0.043290302351455,0.0935633445042871,0,0,0,0,0.0217421008378816,0,0
X600690.SH,0,0,0,0,0,0.0830282878865419,0,0,0,0.360168945904634,0,-0.0721376074818711,0,-0.0129741199467339,0,0.132667438541029,0,-6.93889390390723e-18,0,0,0,0.139809270177263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951129471760273,0,0,0,0,0,0.0606875569345881,0,0,0,0,0,0,0,0,0,0,0,0.00274023639582165,0,0
X002475.SZ,0,0,0.111133205541629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128858997297938,0,0,0,0.0738163694490973,0.210675832527736,0,0,0,0,0.0586312484717421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21384607704874,0.130808901610661,0,0,0,0,0,0,0,-0.0235487450271205,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101959344448161,0.0657754550020704,0,0,0,0,0,0.133051357492323,0,0.0501292083371444,0,0,-0.02416052731246,0,-0.0513379941217335,0,0,0,0,-0.0575543370651704,0,0,0,0,0,0,0,0.0560001164775027,0,0,0,0,0,0,0,0,0.0237954782934763,0,0,0,0,0.00446725340478186,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038141745478629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106893292944133,0.00709705625439335,0,0,0,0.0235191610622974,0,0,0,0,0,0,0,0.162224481758951,0.0955122510886481,0,0.0661013188680931,0,0,0,0,0,0,0.0198410388368131,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208150778842201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931730680156331,0,0.0447743294839216,0,0,0.0787948859515636,0,0,0,0.00651381188708757,0,0,0.121455533034996,0,0,0,0,0.2367020142995,0,0,0.15882729204513,0,-0.0143836379431566,0,0,0,0,0,0,0
