,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002049.SZ,X600031.SH,X000063.SZ,X002179.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X600741.SH,X000100.SZ,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X601799.SH,X600487.SH,X000799.SZ,X300003.SZ,X002236.SZ,X002414.SZ,X600584.SH,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0183794518511673,0.0592643776867247,0.230589628183079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472021159969199,0,0,0,0.00209990764259034,0,0,0,0,0,0.0341967010002087,0,0,0,0.00331593670363697,0,0,0,0,0,0,0,0,0,0.0146682096555618,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.169597886541408,0.0278792881666552,0.0192544632170537,0,0,0,0,0,0,0,0.0547551017905261,0,0,-0.020088000457055,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.275276758605195,0.0443437270019676,0,0,0,0,0,-0.0470537543790732,0,-0.0239627067977446,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.211911913496403,0.0416591238464936,0,0,0,0,0,0,0,-0.0527081866450923,0,0,0.069061475060619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127635982557622,0,-0.12011708484933,0,0,0,0,0,0.00986295200956292,0,0,0,0,0,-0.0150515090460637,-0.0276746696172503,0,0,0,0,0
X000568.SZ,0,0,0.208569237468758,0,0,0,0,0,0,0,0,0,0,0,0,0.0373643268254005,0,0,0,0,0,0,0,0,0,0.0293346128405242,0,0,0.0264128519555235,0,0,0,0,0,0,0,0,0,0.294337535477885,0,0,0,0.0380786525267519,0.0529836141590486,0,0,0,0,0,0,0,-0.00552662137228665,-0.00835240482461014,0,0,0,0,0,0
X002415.SZ,0,0.0876996381284879,0,0,0,0,0,0,-0.0260755170637225,0,0,-0.152484067902229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213970683996931,0.000871315875297462,0,0,0,0,0.184106085216862,0,0,0,0,0.109542215167143,0,0.342039420068399,0,0.209688689153342,-0.022983979899092,0,0,0,0,0,0,0,0,-0.0678480607222402,0,0
X002304.SZ,0,0,0,0,0,0,0,0.045474588387232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318349983832116,0,0,0,0,0,0,-0.0734156634770929,0,0,0,0.049450399493239,0,0.0327307206450856,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00534044517432731,0,0,0,0,0,0.0955508176034332,0,0,0,-0.0360221419121086,0,0,0,0,-0.0314265422442493,0,0,0,0,0,0,0.00684092981178985,0,0,0,0,0,0,-0.12130732384734,0,0,0,0,0,0.0604304660415643,0,0,0,0,0.279717044574021,0,-0.00656810315081782,0,0,0,0,0,0,-0.00272513126175831,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500578134155558,0.0162559935644883,0,0,0,0,0,-0.0957610718157973,0.0456217868242229,0,0,0.14797173406177,0,0,0,0.0599580015672978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404516327612522,-0.0243401232783421,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.176424560849357,0.369256537267243,0,0,0,0,0,0,0,0,0,0,0.0946410141597827,0,-0.0297547072599899,0,0,0,0,0,0,-0.0249393465690589,0,0,0,0,0,0,0,0,0,0,0,0,0.170776291294868,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.203016671471512,0,0.0136254286484197,0,0,0,0,0,0,0,0,0,0,0.00401173568198646,0.110909431450964,0,0,0,0.0727144305025576,0,0,0,0,0,0,0.0578864451476707,0,0,0,0,0,0,0.0114146924817169,0,0,0,0,0.0213940552575801,0,0,0,-0.0988680968841423,0,0,0,0,0,0,0,0,0,0,0
