,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000625.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X300124.SZ,X002008.SZ,X000100.SZ,X600487.SH,X300136.SZ,X600809.SH,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X600498.SH,X000157.SZ,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600118.SH,X600707.SH,X002180.SZ,X000559.SZ,X600566.SH,X002179.SZ,X300115.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0840311426245544,0,0,0.0375604042471349,0,0,0.0101741947947887,0.143425122593721,0,0,0,0,0,0,0,0.00725236026568545,0,0.0137944455235811,0,0,0,0,0,0,0,0.0307863441569855,0,-0.0227023392308112,0,0,0,0,0,0,0,0,0.0812475887947408,0.0259528674905619,0,0,0,0,0,0,0,0,0,-0.00993484420992298,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.108756990741308,0,0,0.361831005757289,0.039926038227328,0,0,0,-0.0530309699279647,0,0.0159513621753303,0,0,0,0,0,0.0532670801978497,0,0,0,0,0.00931768173676564,0,-0.0119695248023597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365573064078729,0,0,0,0,0,0
X002415.SZ,0,0.0513666290745647,0,0,0,0,0,0,0.0373318150989866,0,0,0,0.176735672096856,0,0,0,0.0472550617784521,0,0,0,0,0,0.135890798187063,0.0390896562375711,0,0,0.00442311964981103,0,0,0,0.0579534259989208,0,0,0,0,0,0,0,0,-0.00376241078992336,0.00116801804784057,0,0,0,0,0,0,0,0.043205114478342,0,0,0,0.0214624096788336,0.149031150554455,0,0,0,0,0
X000651.SZ,0,0,0,0,0.119094386399417,0,0,0,0,0.225204379526445,0,0,0.0764851125218133,0.00529547008863349,-0.0444006289004225,0,0,0,0.0859674821099424,0,0,0,0,-0.0106221181782057,0,0,0,0,0.21623890690472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00875732650593241,0,0,0,0,0,0,0.0173896110045549,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.130840489505786,0.100057023219372,0,0,0,0.0187592739300647,0,0,0,0.362159921058853,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0803469314106592,0,0.0144096389470684,0.0726164148502515,0,0,0,0,0,0,0,0,0,0,0,0.200247993388259,0,0,0,0,0,0,0,0,0,0,-0.0297913605877903,0.0163885593625051,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.221539778051953,0,0,0,0,0,0,0,-0.0272343652970008,0,0,-0.0758567614553135,-0.105275230053407,0,0,0,0,0,0.0834427278999786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219714112304328,0,0,0,0,0,0,0,-0.0287220647348591,0.014881686202064,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.112242996688725,0,0,0,0,0,0,0,0,0,0,-0.0140138130763483,-0.0331079880182601,0,0,0,0,0,0,0,0,0,0,0,0.0900482986514525,0,0,0,-0.0854002059233742,0,0,0,0,0,0,0,0,0,0,0,0,0.00614055455417153,-2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.252563994485088,0,0,0,0,0,0,0.273137987427231,0,0,-0.0983320057989818,0,0,0,-1.73472347597681e-18,0,0,-0.0271031993953528,0,0,0,0,-0.0365120100520919,0,0,0,0,0.0270615457600059,0,0,0,0,0,0,0,0,0.0222098403903834,0,0,0,-0.0851646758729527,0,0,0,0.0822044460012149,0,0,-0.0298939766176948,0.0306746884410795,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0530236898327537,0,0,0,0,0,0,0,0,0.0426379327856203,0,0,0,0.0958013500536982,0,0,0,0,0,0,-0.0822878085516955,0,3.46944695195361e-18,0,0,0,0.0595389133570101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075253127960043,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.00139060692930273,0,0.144578402440208,0.149777566337083,0,0,0,0,0,0,0,0,0,0,0,0,0.223134569820668,0,0,0.244768930180458,-0.140777430609885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0.191385605739569,0,0,0,0,0.242848649262605,0,0,0.00528279182051821,0,0,0,0,0,0,0,0,0,0,0,-0.157570173240372,0,0,0,-0.0525499504425542,0,0.0190204456753184,0,0,0,0,0,0,0.127452384063484,0,0,0,0,0,0.0696157165128214,0,0,-0.100326861313354,-0.0339185934122245,0,0,0,0,0,0,0.0542118052645983,-0.00737096332244997,0,0,0,0,0,0
X000568.SZ,0,0,0,0.158178372076685,0.314175253949753,0,0,0,0,0,0,0,0,0.0285478314989312,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.131084545040499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129819085465602,0,0,0.0121571993347996,0,0,0,0,-0.0138725273591319,-0.00700393856102559,0,0,0,0,0,0
X002236.SZ,0,0,0.345220157637073,0,0,-0.161237889530706,0,0,0.0403382613443895,0.143689339241232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958801577495971,0,0,0,0,0,0,0,0,-0.0527575693964567,0,0,0,0,0,0,0,0,0.0729158437300696,0,-0.104009721275554,0,-0.110259234689083,0,0.150273541321173,0,-0.0623288797050765,-0.0906349713295947,0,0,0,0,0,0,0,0
X600741.SH,0,0.45722083123422,0,0,0,0,0,0,0,0,0.137396324906234,0,0,0,0,0,0,0,0,0,0,0,0,0.0368441700136447,0,0,0.0677100754957571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020886221687992,0,0,0,0,0,0
X002475.SZ,0,0.075442670539499,0,0,0,0.096953828850387,0,-0.10783071647603,0.0528829414596528,0,0,0,0.0285238753667913,0,0,0,0,0,0,0,0,0,0,0.0551260859479421,0,0,0.374570777623089,0,0,0,0,-0.0957675297510693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345097523845814,0.310864518119489,0,0,-0.0179529068672828,-0.0177792600069503,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.081696324791586,0,0.085878486737528,0,0,0,0,0,0,0,0.186827294605895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438967189966247,0.0912346831972129,0,0,0,0.0481196251983104,0,0,0,0,0,0,0,-0.0030803697076204,0.0154616156617206,0,0,0,0,0,0
X002241.SZ,0,0,0.116554341573136,0,0,0,0,0,0,0,0,-0.135911002450943,0,0,0,0,0,0,0,0.36169098446927,0,0,0.00736346998735635,0.134807934315451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199280690533736,0,0,0,0.178002628709223,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0389879706334057,0.0333861361752418,0,-0.0118707722406934,0,0.0689219482675218,0,-0.0209524641340619,0,0,0,0.164260422842715,0,0,0,0,0,0,0,-0.0220360332820134,0.0096966044855734,0,0,0,0,0,0.261424492967818,0,0,0,0,0.183783296292524,0,0.0517193449369256,0,0,0.069501043902036,0,0,0,0,0.0323170218897958,0,0,0.0148860190897363,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.175055664362794,0,0,0,0,0,0.0703553170500643,0,0,0,0,0,0,0,0,0,0,0.155442279090446,0,0,-0.0934207128898226,0,0,0,0,0,0,0,0.690198842106482,0,0.0379434738657871,0,0,0,0,0,0,0,0,0.0303351273438767,0,0,0,0,-0.0205664448594423,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.170489383035045,0,0,0,0.17093249983235,0,0,0,0,0,0,0.184457735127014,0,0.00314554021745353,0,0,0,0,0,0,0,0,0.0309292084631391,0,0,0,0,0.19462761646209,0,0,0,0.025777597574761,0.082124414417378,0,0,0,0,-0.00298148178877035,0,0,0.00886478719639455,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0958642694375073,0,0,0,0,0,0,0,-0.0908621488228725,0,-0.0110070916915777,0,0,0.163850483872773,0,0,-0.0211914747142811,0,0,-0.137858993704288,0,0,0,0,0,0,0,0,0,0,0.00768838110873715,0,-0.0247953845735477,0,-0.0220475585691913,-0.11757272827721,0,0.138437509113602,0,0,0,0,-0.0246145722258087,0.00492278555058736,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0.00884365839114419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582353634218605,0,-2.16840434497101e-19,0,0.11181811899498,0,0,0,0,0,0,0,0,0.20680232126767,0,0,0,0,0,0,0,0,0,0,0.0184062077944206,0,0.0144760650780132,0.0217490801152854,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155371787428527,0,0,0,0,0,0,0.025504980547614,0,0,0.0587805886551645,0,0,0.0073280846127962,0,0,0,0,0,0,0.055613319499495,0,0.0468517378215276,0.12069426110791,0,0,0,0,0.121132896586325,0,0,0.111256000430894,0,0,0,-8.67361737988404e-19,0.0362085832474819,0,0,0,0,0,0
