,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600741.SH,X600703.SH,X000625.SZ,X000100.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X002179.SZ,X601877.SH,X600584.SH,X002414.SZ,X000800.SZ,X000157.SZ,X300003.SZ,X600183.SH,X601799.SH,X000066.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X000977.SZ,X002185.SZ,X600066.SH,X002074.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.202589362848973,0,0,0,0,0,0,0,0,0.357935905354904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894407021778146,0,-0.0155455079845092,0,-0.0570649905785764,0,0.0209350886881471,0,0.0264347249270647,0,0,0,0,0,0,0,0,0,-0.0241353259045737,0,0,0,0,0,0,-0.0126711213856611,0,0.0369227560967102,0,0,0,0,0,0,0
X000858.SZ,0.0813446300213431,0,0,0,0,0,0,0.232248108432847,0,0,0.181466230067271,0,0,0,0,0,0,0,0.0798631390914043,0,0.0778720226815147,0,0,0,0,0,0.00896092165172931,0,0,0.0305245291817761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440789903885536,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0175332261184201,0,0,0.0680647142562044,0,0,0.0701469192296661,0,0,0,0,0,0,0,0,0,0.0796610788618157,0,0,0,0,0,0,0,0,0.0680376423690081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033923159596684,0,0,0,0,0,0,0.00191588341807584,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.204764031456802,0,0,0,0,0,0,0.273920064083331,0,0,0,0,0,0,-0.108078027171737,0,-0.0843176688453464,-0.0110693676440571,0,0,0,0,0,0,0,0.120820531426133,0,0.0385893118057874,0,0,0,-0.0386141145110165,0,0,0,0,0,0,0,0,0,0,-0.0212838822366946,0.0198156969814534,0,0,0,-0.00748976743745952,0,0,0,0,0.000304345373420126,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0207503245078995,0,0,0,0,0,0,0.445228676763178,0,0,0,0,0,0,0,0,0,0,0,0.0227341534072633,0,0,0,0,0,0.0947686959662263,0,0,0,0,0,0,0,0,0.050557515837483,0,0,0,0,0,0,0.191181869906366,0.060883457376651,0,0.0251383838281622,-0.0220867280279773,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0778220815582826,0,0,0.0260685010109214,0,-0.0683786482453397,0,0,0,0,0,0,0,0,0,0.0526807012968779,0,0,0,0.0546353217369789,0,0.0490546119061182,0,0.076274345820462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425503605141462,0.0260721362270722,0,-0.016584247260092,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269285934344352,0,0,0.204778564237247,0.0860854578821193,0.0452338494624391,0,0.0254211537883499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477332761831941,0,0,0,0,-0.000468145529157036,0,-0.000556338040101601,0,0,0,0,0.00332287089201665,0,0
X000568.SZ,0,0.305061491567404,0,0,0,0,0,0,0.20880389900172,0,0.114167016309708,0,0,0,0.0496691520551368,0,0,0,0,0,0.152495023702701,0,0,0,0,0,0.0275816415686138,6.93889390390723e-18,0,-0.0668143128397965,-0.0618094620212456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000878316049131576,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0351977409106145,0,0,0,0,0.265841886946924,0,0,0,0,0,0,0,0.00106386641937586,0,0,-0.0566931233162351,0.23176781014656,0.0594412976373179,0,0,-0.0165545739030743,0,0,0,-0.0771060781281192,0,0,0,0.0833736484577354,0,0,0,0,0,0,0,0,0,0,0,0,0.0347999001039423,0,0,0,0.0640326773910541,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.081767923263451,0,0,0,0,0.226595625409396,0,0,0,0,0.475100664231586,0,0,0.0648124178417309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200954808338999,0,0,0,0,-0.0306924499232686,0,0.00807117668703595,0,0,0,0,-0.061673617049198,0,0
