,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X600118.SH,X000338.SZ,X000157.SZ,X600089.SH,X600271.SH,X600703.SH,X002129.SZ,X600741.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X000800.SZ,X002236.SZ,X300124.SZ,X601877.SH,X002292.SZ,X000581.SZ,X000623.SZ,X600839.SH,X002475.SZ,X000568.SZ,X000550.SZ,X000977.SZ,X000559.SZ,X600060.SH,X000869.SZ,X002007.SZ,X002294.SZ,X002465.SZ,X000050.SZ,X600252.SH,X002456.SZ,X300146.SZ,X300003.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0809031147060151,0.0841723411573468,0,0,0,0.153876143441813,0,0,0,0,0,0,0,0,0,0.11855589774368,0,0,0,0,0,0,0,0,0,0.0798216371376128,0,0,0,0,0.00869730142135802,0,0,0.0530535267938621,0,0,0,0,0,0,0.0309881554021322,0,0,0.00161834179009068,0,0,0,0,0,0,-0.00870269574475163,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00994791015845341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253875312697232,0,0,0.084117940440574,0,0,0,0,0,0,0,0,0,0.0533842877202076,0,0,0,0,0,0,0.064880537405498,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226043932140226,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312361025203912,0.128782463690189,0,0.0437775193863633,0,0,0,0,0,0,0.0656341961461452,0,0.06055790035397,0,0,0,0.22619904343806,0,0,0,0.0167022799510034,0,0,0,0,0,0
X000651.SZ,0.0812378484497104,0,0,0,0,0.00877905220068365,0,0.0952210685930048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077821370579144,0.0480337232224282,0,0.0441677476587385,0.208415099829265,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512302459989479,0.0330422698401747,0.131672054058681,0,0,0,0,0,0,0.00465191978273678,0,0,0.110544434740424,0,0,0,0,0.122370350829834,0,0,0,0.13554043544914,0.026159800904968,0,0,0,0,0,0,0,0,0.0272427252652828,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.186051454810134,0.264229223880729,0,0,0,0,0,0,0,0,0.0236914978746609,0,0,0,0,0,0,0,0.121084065979064,0,0,-0.0452879920318022,0,0,0,0,0,0,-0.0877566486951032,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0415992974120945,0,0,-0.0153078254347116,0,0,0,0,0,0,0,0.0591427557958879,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.124911001959296,0.283579755337886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296844042343691,0,0.131341997533705,0,0,0.0720036976588101,0,0,0.0892030480410083,0,0,0,0,0.0889320700582675,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.00536536599522663,0,0,0,0,0,0,0
X000063.SZ,4.33680868994202e-19,0,0,0.0348320647350015,0,0,0.001595596037347,0,0,0,0,0,0.127305737474976,0.0222534865670675,0,0,0,0.156705056335988,0,0,0,0,0,0.013665300574804,0,0,0,0.0620848320899436,0,0,0,0,0.096532341947034,0,0,0,0,0,0,0.0322217228313413,0,0,0,0,0,0,0,0,0,0,0,-0.00213396191708119,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0599060850460277,0,0,0,0.0156259714235067,0.0391430896421538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696839342291309,0.138011089188716,0,0.173867047631626,0,0,0.0187459416727904,0,0,0,0,0,0.0394618029826109,0,0,0,0,0,0,0,0.0190152799405914,0,0,0,0,0,0
X600276.SH,0,0.0955432649927615,0,0,0,0,0.0192187707391414,0,0,0,0.0602851240760258,0,0,0,0,0,0,0,0,0,0.0757439828009709,0,0.00764997215101459,0,0,0.0528481140829467,0.0304181455497216,0.0149775920609714,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0175896276856537,0,0,0,0,0,0,0,0,0,0,0.032794411349794,0.0391762395170527,0,0,0,0,0,0
