,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000157.SZ,X601877.SH,X300142.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X002008.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300136.SZ,X600867.SH,X300014.SZ,X002129.SZ,X002506.SZ,X000977.SZ,X600177.SH,X002180.SZ,X600498.SH,X600066.SH,X002049.SZ,X002456.SZ,X600487.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.101407523879417,0,0,0,0,0,0,0,0,0,0.497678328346409,0,0,0,0,0,0,0.051494804437894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701304006330422,0,0,0,0,0,-0.0358610564181526,0.0301572880158093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514814682450314,0,0
X000858.SZ,0,0,0,0,0,0,0,0.122952170266496,0,0,0,0.358028185441103,0,0,0,0,0,0,0,0.00806647448694231,0,0,0,0,0,0,0,0,0,0,0,0.0171916203784106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226410142966539,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.102383259276064,0.0552658266239001,0,0,0.168372471784938,0,0,0,0.0509446482612966,0,0.048758110120223,0,0,0.0986346968419613,0,0,0,0,0,0,0,0.0374820397655694,-0.0516394745456419,0,0,0.0286214063221066,0,0,0,0,0,-0.0281482271990153,0,0.123440280351421,0.0408883724612969,0,0,0,0,0,0,0,0,0,0,-0.00897220177573967,0,0,0,0.0174592865319947,0,0
X000651.SZ,0,0,0,0,0.0877763883738893,0,0,0,0,0,0,0,0,0,0,0,0.219966308262791,0,0,-0.0471369130170259,0,0,0.185824893780505,0,0,0,0.0260542626187232,0,0,-0.0150641174073299,0,0.0840338103554668,0,0,0.0490792930718854,0,0,0,0,0.0322265676256252,0,0,0,0,0,0,0,0,0,0,0,-0.006601811535765,0,0,0,0,0.00642619691277244,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0856035530996934,0,0,0,0,0,0,0.0610369185973795,0,0,0,0,0,0,0,0,0.51098033648806,0,0,0.088665417046609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270717961626633,0,0,0,0.00628079666419817,0,0,0,0,-0.0174809884902924,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197133989709471,0,0,0,0,0,0,0,0,0,0,0,0.147257476094516,0,0,0,0,0.0199440779686196,0,0,0,0,-0.0175352580960066,0,0,0,0.0231238753505247,0,0,0,0,0,0,0,0,0,0.00235921459924965,0,0,0,0,0.0137551209495561,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102136881648003,0,0,0,0.142018462083495,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.155542326221161,0,0,0,0.0495033631540153,0,0,0,0.0108509684933863,0,0,0,0,0.0154469525654558,0,0,0,0,0.0548676606018148,0,0,0.105692679580647,0,0,0,0.0262417395503874,0,0,0,0,0,0,0,0,0,0.0852774419957313,0.193332845640965,0,0,0,0.0312933129188924,0,0,0,0,0,0,0
X002304.SZ,0,0.0648930867647303,0,0,0,0,0.101136583669575,0,0,0,0,0.186046521915627,0,0,0,0,0,0,0.0430998064737284,0,0.063566016130063,0,0,0,0,0,0,0,0,0,0,0,0.154422173292708,0,0,0,0,0,0,-0.00868923497917307,0,0,0,0,0,0,0,0,0,0,0,0,0.0192182488132709,0,0,0,-0.0113401043021538,0,0
X000063.SZ,0,0,0,0,0.20605368562305,0,0,0,0,0,0,0,0,0,0,0,0.082766208785619,0,0.0594440601725196,0,0,0.243481622062233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420812280793354,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0105281889029348,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119552551488573,0,0,0,0,0,0.0468445318947538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136511229659085,0,0,0,0,0,0,0,0,0,-0.0250572941139042,0,0
X000568.SZ,0.0985615970952103,0.634610120065833,0,0,0,0,0,0,0.0684673432816297,0,0,0,0,0,0,0,0,0.010601878149953,-0.0931602541404582,0,0.089468663830563,-0.079743585628303,0,0,0,0,0,0,0.0882608029812745,0,0,0,0,0,0,0,0,0,0.0273777817396435,0,0,0,0,0.115546154080637,0,0,0,0,-0.0050166505494976,0,0,-0.00938365604729616,0,0,0,0,-0.00968748880785937,0,0
X600031.SH,0,0,0,0,0,0,0,0.0888356950865046,0,0,0,0,0,0,0,0.0108208998441114,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.176740988841689,0,0.0192790768025116,0,0.0815646976910743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258805860565347,0,0.0156158834974356,0.016504302783153,0,0,0,-0.0123458459346127,0,0
