,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002129.SZ,X002241.SZ,X002236.SZ,X600372.SH,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X601799.SH,X600183.SH,X000800.SZ,X000921.SZ,X600066.SH,X002074.SZ,X002007.SZ,X600460.SH,X002223.SZ,X002156.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0103526237537471,0.14864473492847,0.246384929117007,0,0.0855349799364969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509440899887986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1099319546329,0,0,0,0,0,0,0,0,0.020429994416101,0,0,0,0,0.0449207380839374,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.426519944503966,0,0.139618633789421,0,0,0,0,0,0,0,0,0,0.0586553897608876,0,0,0,0.0634741700461298,0,-0.040127260775459,0,0,0.0598571004161547,0,0,0,0,0,0,0.0151034427535345,0,0,0,0.000517661963564288,0,0,0,0,0,-0.0465767912294103,0,0,0,0,0,0,0,-0.003381450209815,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.109355934877067,0,0,0,0,0,0,0,0.0360606912455637,0,0.19342640548231,0,0.0398415557688674,0,0,0,0.071073001091716,0,0,0,0,0,0.00824703733239586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00862173251819492,-0.00402139507715098,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.167009669105495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196100252458017,0,-0.0177061153631579,0,0,0,0,0,0,0.0581552585635669,0.106008755581339,0,0.0115650438543386,0,0.0837778484531147,0,0,0,0.0836922965615068,0,0,-0.00575398875433955,0,0,0,0,0,0
X600809.SH,0.163048731419903,0,0,0,0,0.421966631001064,0.0256090114449434,0,0,0,0,0,0,0,0,0,0,0,0,0.211418591115171,0.0300225170427898,0.0320752336032654,0,0,0,0,0.0719401156014374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701823688250261,0,0,0,0,0,0,0,0,0,-0.00818458529852752,0,0,0,0,0,0,0
X000568.SZ,0,0.563095916373925,0,0,0.320626095996411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519435050796653,0,0,-0.068860462829665,0,0,0.0380062428404187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625971185519918,0,0,0.0189568211345069,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058536952402016,0,0,0,0,0,0,0,0,0,0,0,0,0.192904077264684,0,0,0,0,0,-0.0059780297599509,0,0,0,0,0,0,0.0541166521948425,0.103789572987827,0,0,0,0,0,0,0,0,0,-0.0664742369745429,0.0281345717363943,0,0,0,0,0,0
X600690.SH,0,0.0705102490918773,0,0,0,0.300078098218733,0,0,0,0,0,0,0,0,0,0,0.0914662305294257,0,0,0.00556059277347121,0,0,0,-0.0209959746724768,0,0,0,-0.0388728264773396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644416842229081,0,0,0,0,0,0,0,0,0,0.0213014183003218,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0314150724614747,0,0,0,0,0,0,0.0169354741825125,0,0.0494018573778749,0,0,0.0180763467550127,0,0.0489241178285767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324803429173854,0,0.0937183293354374,0,0.0060050230133139,0.152017484012526,4.33680868994202e-19,0,0,0,0,0,0,0,-0.00177285821989376,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505895172862336,0,0,0,0,0,0,-0.00677720751184805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104761465455673,0,0,0,0.12413221546183,0,0,0.0698955616916717,-0.0137849006753642,0,0,0,0,0.0291395444578514,0,0
X600104.SH,0,0,0,0,0,0.0810905546717482,0,0,0,0,0,0.0366270330914897,0,-0.0651454760923661,0.0904084730769245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714840655222072,0,0,0,0,0.0603496980296309,-0.0465279276972473,0,0,0,0,0,-0.0163064038451436,0,-0.0163376581756529,0.0307571731936815,0,0,0,0,0,0
