,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X000550.SZ,X000581.SZ,X600118.SH,X002236.SZ,X601877.SH,X000623.SZ,X000800.SZ,X002475.SZ,X300124.SZ,X000568.SZ,X600177.SH,X002294.SZ,X002129.SZ,X000869.SZ,X000559.SZ,X600582.SH,X000400.SZ,X000050.SZ,X600839.SH,X002456.SZ,X002465.SZ,X002007.SZ,X002292.SZ,X600809.SH,X000977.SZ,X600252.SH,X300003.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.113586769730135,0,0,0.170815470188613,0,0,0,0,0,0,0.475025922868087,0,0,0,0.0510761916774309,0,0,0.145474133784963,0,0,0,0,-1.73472347597681e-18,0.0567637570722367,0,0,0,0,0,-0.0701901846323772,0,0,0,0,0,0.00645589013389513,0,0,0,0,0,0,0,0,0,0,0,-0.0058881837073948,-0.084928472403876,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.188187986744558,0.14338306300544,0,0,0.130866173958874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.059003830539535,0,0,0,0,0,0,0,0,-0.0308687195052091,0,0,-0.00666789425196958,0,0,0,0,0,0,0,0,-0.00979373031425756,-0.12440720731651,0,0,0,0,0
X000651.SZ,0.116823656577654,0,0,0.221531627358394,0,0,0,0,0,0,0,0,0,0,0.126703227097076,0,0,0,0,0,0,0,0,0,0,0,0,0.00932071457801918,0,0,0.211843780969371,0,0,0,0,0,0,0,0,0,0.0117259319074806,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0609596242138286,-0.0218934704176686,0,0,0,0,0,0
X000725.SZ,0.000516029584201353,0,0,0,0,0.0214250369850251,0,0,0,0,0,0,0,0.113077512730593,0,0,0,0,0,0,0.316183840304288,0,0,0,0.0780465561794004,0,0,0.134481787245997,0,0,0,0.125428153603065,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.128685308013338,0,0,0,0,0,0,0,-0.0230196523761888,0,0,0,0,0,0,0
X002415.SZ,0,0,0.116061218989894,0,0,0,0.00617594624791445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800155237955284,0,0,0.178937108243802,0,0,0,0,0,0,0,0,0,0,0,0,0.192914761689435,0.000529645580122687,0,0,0.0356304572575282,0,0.0212996561280644,0,0,0,0,0,0,-0.0206321663240931,0.00640216860831118,0,0,0,0,0,0
X000625.SZ,0.243712670299393,0,0,0,0,0,0.139601837272953,0,0,0.134798490062536,0,0,0,0,0,0.0945385704714755,0,0.0106362589275294,0,0,0,0,0.0181786597374745,0,0,0,0,0.0967177373207666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128100910588585,0,0,0,0,0,0,0,-0.0215214841097525,-0.0103691969646861,-0.0233150949670526,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250430415296314,0,0,0,0,0,-0.0318875048749435,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0125267044577284,0,0.115692888805574,0,0.0304000373654447,0,0,0.095604995888957,-0.0769813995826679,0,0,0,0,0,0,0,0,0,0.124732376182759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477504220656094,0,0,0,0,0,-0.0181686215325038,-0.00589624651630927,0,0,0,0,0,0
X600031.SH,0.0774061326049944,0,0,0,0,0,0,0,0,0,0,0,0,0.880674377404605,-0.0407780899548753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00332734112049595,0,0,0,0,0,0
X000063.SZ,0.0409506071983257,0,0,0,0,0,0,0,0,0,0,0,0,0.0992046798797432,0,0,0,0,0,0,0,0,0,0,0.0539475656391383,0,0,0.0271465990897714,0,0,0,0,0.0488020253607653,0,0,0,0.0386578829340388,0,0,0.000156817363725212,0.0272373326556664,0,0,0.0709167219604758,0,0,0,0,0,0,0,0,-0.00745310064910225,0,0,0,0,0,0
