,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X300142.SZ,X601877.SH,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X600183.SH,X002414.SZ,X000800.SZ,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.290148512415098,0,0.0589649921086564,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0455643974608969,0.0780852079272299,0.00280166855970035,0,0,0,0,0,0,0,0.0462493589056619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209414684814636,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.112347276466966,0,0,0,0,0,0,0,0,0,0,0.0370082731956253,0,0,0,0,0.0836251471043934,0.204275193778152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280975126433936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0422177648688518,0.399471481537722,0,0,0,0,0,0,0,0,0,0,0,0.0939667822213925,0,0,0,0,0,0,0,0.106071730700818,0,0,0,0,0,0,0,0,0,0,0,0.105429365143121,0,0,0.143750604252495,0,0,0,0,0,0,0,0,0,0,0,0.0196632656114654,0.00231043355318162,0,0,0,0,0,0
X002415.SZ,0,0,0.0489376711044794,0,0,0,0.0464102668964036,0.0553709893328807,0,0,0,0,0,0,0,0,0,0,0.0819549245967194,0,0,0,-0.268491754921605,0,0,0,0,0,0,0,0,0.0531437733021393,0,0,0,0,0,0,0,0,0.58550182361807,0.16021571976089,0,0,0,0,0,0,0,0.0708555632937221,0.0259808012512212,-0.0876401368948036,0.0705836079853366,0,0,0,0,0,0
X000568.SZ,0,0.36390903313155,-3.46944695195361e-18,0,0,0,0.0261181285173643,0,0,0,0,0,0,0,0,0,0.0185623460347404,0,0,0,0.0979349997954151,0.114713748407011,0,0,0,0,0,0.0307137495681348,0,0,0,0,0,0,0,0,0,0,0,0.168215756894739,0,0,0,0,0,0,0,0,0,0,0,0,0.052991014375388,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00782364383403786,0,0.125479879842106,0,0,0,0,0,0,0,0.143202826191397,0.0513372854390856,0,0,0,0,0.0478285581524814,0,0,0.150963017658202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928938058052376,0,0,0,0,0,0,0,0.034910555952611,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.204761068398699,0,0,0,0,0,0,0.130449253359407,0,0,0.252201656985761,0,-0.0104353356118527,0,0,0,0,0.176977758199594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618231486190385,0,0,0,0,0,0.0444668090293775,0.0832293959830166,0,0,0,0,0,-0.00948002281475911,0,0,0,0,0,0
X002475.SZ,0,0,0,0.00749134415486065,0,0,0,0,0,0,0,0,0,0,0,0,0.164961461273823,0,0.429900590569565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104185671257943,0,0,0,0,0,0,0,0,0,0,0,-0.0209955208153136,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.150674603307503,0,0,0,0,0,0,0,0.0439130162707963,0.165865146548399,0,0,0,0,0,0,0.0220684676102014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731895190447652,0,0.0179794318155766,0,0,0,0,0,0,0,0,-0.0151990782902333,-0.0119498730348117,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368001610913917,0,0,0,0,0,0,0,0.137372770129539,0,0,0,0,0,0,0,0.126272508613278,0.0366590539455817,0,0,0,0.00347216534361241,0,0,0,0,0,0,0,0.0431278425207903,0,0,0.0658257795579555,0,0,0,0.00408294423970353,-0.00981066062903737,0,0,0,0,0,0,0
