,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X000100.SZ,X000733.SZ,X601877.SH,X002241.SZ,X600522.SH,X600741.SH,X600702.SH,X002074.SZ,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X600884.SH,X600779.SH,X600584.SH,X002007.SZ,X300146.SZ,X601799.SH,X600487.SH,X002294.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.242573807542054,0,0,0.17392547303822,0,0,0.0218298354608547,0,0,0.0706283031853626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162668579903348,0,0,0,0,0,-0.12542793423889,0,0,0,0,0,0,0,0,0.101377061361918,0,0,0,0,0,0,0,0,0,0,0,-0.0206888618929694,0,0,0,0,0,0,0
X000858.SZ,0,0,0.162474005951451,0,0.416905550857945,0,0,0,0,0,0,0,0,0,0,0.112751887498914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205708279246225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00905614352425705,-0.0155125851742357,0,0,0,0,0,0
X600809.SH,0.0569419875498001,0,0,0,0.497238807759757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447038841753707,0,0,0,0,0,0,0,0,0,-0.0346720434856631,0,0,0,0.115589614394619,0,0,0,0,0,0,0,0,-0.00230303633306873,0.00596182280076005,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0241140388176763,0.0688054047158307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930810417768236,0,0,0,0,0,0,0,0.0902562901804635,0,0,0,0,0,0.143035223400922,0,0,0,0.0680640767835048,0,0.117322999114107,0,0.103590739001029,0,0.082277684065255,0.089099916358388,0,0,-0.0168652349767809,0,0,0,0,0,0
X000568.SZ,0.0717489176874465,0.496139393207368,0.305219776656738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107095264710401,0,0,0,0.103856033212317,0,0,0,0,0,0,0,0,0,0,0,-0.0372494016403855,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0410758823412197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961739558834888,0,-0.0637990345982953,0,0,0,-0.0222210046399155,0,0,0,0,0,0,0.124463136763887,0,0,0,0.0293375248149796,0,0,-0.0733854308660629,0.178300556173408,0,0,-0.00868311469760498,0.00136876917566449,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.488777708311212,0,0,0,0,0,0,0,0,0,0,0.0119608409721375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00712466998697914,0,0.051820124958552,0,0,0,0,0,0,0.0634356243129006,0,0,0,0,-0.0490054717987543,0,0,0,-0.00806043821588173,0,0,0,0,0,0,0
X600690.SH,0.0896517340860783,0,0,0,0.0623166968529199,0,0.117751637154688,0,0,0,0,0,0,0,0,0.281334107334176,0,0,0.0281763588728177,0,0,0,0,0,0,0,-0.0376691072826897,0,0,0,0,0,0,0.00962751905846224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0271617589881341,-0.0197973354776431,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0461059977829101,0,0,0,0,0,0,0.0667448156255112,0,0,0.17984107803591,0,0,0,0,0,0,0,0,0,0,0,0.192604165948393,0,0,0,0.0420310913195607,0,0,0,0.00405816676389398,0,0.0226393682204673,0,0,0,0.022410219373297,0,0,0,0,-0.00548317991479534,-0.00418875676071609,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.133296758884114,0,0,0,0,0,0,0,0,0,-0.104171911981284,0,0,0,0,0,0,0,0,0,0,0.0826050692840985,0,0,0,0.0805264749998126,0,0,0,0,0,0,0,0,0,0.156128037082594,0.0832186855466394,0,0,0,0,0.011331745639983,0.0067839706018801,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134920437660428,0,0,-0.0446393520249513,0,0,0,0,0.0823390773370795,0,-0.0391684272673217,0,0,-0.0334788147853644,0,0,0,0,0.240861046758502,0,0,0,0,0.591326566183052,0.00960252672541832,0,0,0,0,0,0,0,0,0,0.0339133397071745,-0.097340514292047,0,0,0,0,0
X000651.SZ,0,0,0,0,0.138974448669837,0,0,0.236573762233597,0,0,0,0,0,0,0,0.0323055816318523,0,0,0,0,0,0,0,0,0,0,-0.0404999319039069,0,0,0,0,0,0,0,0,0.107746562376804,0,0,0,0,0,0,0,0,0.034098989695906,0,0,0,0,0,0,-0.0106435240135109,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.102558213410987,0,0,0,0,0,0,0,0.150876517960416,0,0,0,0.0514357946844993,-0.0665822799839147,0,0,0,0,0,0,0,0,0.0215736012853143,0,0,0,0.00334631872128921,0,0.00782983000931152,0,0,0,0.0360185358543725,-0.00622995569769787,0,0,0,0,0,0,0,0,0,0,0.00167153814750875,-0.00802539260090531,0,0,0,0,0,0
X000596.SZ,0,0,0.179124975463809,0,0.244919697223609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076865042630651,0.0187920758834268,0,0,0,0,0,0
X003816.SZ,0,0.0265068231278229,0,0,0.0090212653935926,0,0,0,0,0,0,0,0,0,0,0,0.138681832642597,0,0,0,-0.057500934701862,0,0,0,0.0786144947454165,0,0,0,0,0,0,0,-0.0135041242480962,0,0,0.0495730954817712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0643371221755127,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.397771406692881,0,0.0118059997939122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143712073653398,0,0,-0.0531884122395061,0,0,0,0.0190203421823177,0.00731595596661892,0,0,0,0,0,0
