,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X600031.SH,X003816.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X000596.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X000661.SZ,X000100.SZ,X300142.SZ,X600741.SH,X600702.SH,X600522.SH,X002180.SZ,X600884.SH,X000157.SZ,X002074.SZ,X000799.SZ,X000733.SZ,X002236.SZ,X600584.SH,X600779.SH,X002008.SZ,X600563.SH,X000977.SZ,X002414.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.356977423649619,0,0,0.0385203710877602,0.0271383033104513,0,0,0,0,0,0,0,0,0,0,0,-0.0526912368551179,0,0,0,0,0,0.193112852809958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124000003747811,0,0,0.00681367216924922,0,0,0,0,-0.0171294285516494,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.172651727123573,0.0572265202613862,0,0,0.0353738791859734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118630374655073,0,0.0614754695794189,0,0,0,0.148564971242929,0,0,0,0,0,0,0,0,0,0,0,-0.0331159496878864,0.0392708405381305,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0811515124061594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954244724858223,0,0,0,0,0,0,0,0,0,0,0.208605276284992,0,0,0,0,0,0.0140677388220976,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.373221698788943,0,0,0.118972539399885,0,0,0,0,0,0,0,0,0,0,0.0436146243174337,0,-0.360616861796075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735200698805055,0,0,0,0.0428342507446757,0,0,0,0,0,0,0,0.0219300372557855,-0.0133574624528826,0,0,0,0,0,0
X000568.SZ,0.214314909478581,0.24950047518425,0,0.111265217660727,0,0.0664549247187771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163364009324307,0,0,0,0,0,0,0,0,0,0,-0.00333983591974165,0.0300621416524123,0,0,0,0,0,0,0,0,0.0932367740779599,0,0,0,0,0,0,0.0570707096892444,0,0,0,0,0.067770742589574,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.348431126445659,0,0,0,0,0,0,0.268860893596572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440868273960148,0,0,0,0,0,0,0
X600276.SH,0.0646013635283163,0,0.00361050025056504,0,0,0,0,0,0.186522226290594,0,0,0,0,0,0,0,0,0,0,0,0,0.253774577067685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282769470727261,0,0,0,0.115738584168403,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400618225991372,0,0,0,-0.0495016676756315,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200702581266994,0,0,0,0,0,0.21041689556425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198214399665875,0,0,0,0.0406391279596796,0,0,0,0,0.0115409364088074,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.213825985061039,0.00826072939014703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729014038365062,0,0.101740175058581,0,0,0,0,0,0,0,0,0,0.180751718419978,0.0639891364495767,0,0,0,0.0315100805190415,0.032341903281691,0,0,0,0.0259137624912468,0,0,0,0,0,0,0,-0.0081688513521675,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0135544274323932,0,0,0.0453659171793605,0,0,0,0,0.123860969519696,0,0,0,0.0604505533241752,0,0,0,0,0,0.132180500983479,0,0,0,0.179466472330727,0,0,0,0,0,0,0,0,0,0.0186573120990355,0,0,0,0,0,0,0,0,0,0,0,0.00364017772932451,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0123217556843653,0,0,0.0729075674526059,0,0,0,0,0,0.102699408677465,0,0.149888701704135,0,0,0,0,0,0,0,0.015579851040803,0,0,0,0,0,0,0.080340067680523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222831035515476,0,0,0,0,-0.0214722888387797,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.018184527574317,0,0,0,0,0,0,0,0,0,0,0,0,0.0594811148119038,0,0,0,0,0,0.126800886102293,0,0,0,0.33652608798061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326545590195782,0,0,0,-0.0204453022146844,0.0320572405286065,0,0,0,0.0312541905627214,0,0
