,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X000338.SZ,X002475.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600271.SH,X600118.SH,X601877.SH,X600177.SH,X002456.SZ,X600372.SH,X000157.SZ,X002085.SZ,X300124.SZ,X002007.SZ,X600089.SH,X002294.SZ,X300003.SZ,X600699.SH,X600867.SH,X600522.SH,X002180.SZ,X000559.SZ,X002508.SZ,X002292.SZ,X000066.SZ,X002074.SZ,X002426.SZ,X600498.SH,X000623.SZ,X000550.SZ,X300136.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,1.73472347597681e-18,0.0712444580394474,0.150792115481179,0.0242738197837815,0,0,0.0433400760122419,0,0,0,-0.00846226421312887,0,0.0548378000316431,0,0,0,0,0,0.248039322892014,0,0,0,0,-0.0264790931305467,0,0,0.0195516472628825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201447367278838,0,0,0,0,0,-0.00115638421210449,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675149891793277,0,0,0,0,0,0,0,0,0,0,0,0.0149122840210566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228410151131555,0,0,0,0,0,0.123245682153759,-0.182748831651101,0,-0.00641777020414051,-0.00297477567884372,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0381590185985568,0,0,0,0,0,0,0,0.00363400273824181,0.0763674810522596,0,0,0,0.114923698234959,0,0,0,0,0,3.46944695195361e-18,0.095725084943801,0,0,0.0392493730804402,0,0,0,0,0.0840889366558503,0,0.0195594132640785,0,0,0,0,0,0,0.175251195095709,0,-0.102418925321791,-0.026377871680161,0,0,0,0,0,0,-0.027091896906294,0.0185288871796351,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.559976765146418,0.260095151585632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251319837395059,0,0,0,0.181251305128459,0,0,0,0,0,0,0.294529354195153,0.409135512974043,0,-0.0353755402963948,0,0,0.0132135416543602,0.0310778937472322,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.150944513107789,0,0,0.0778831985213401,0.0380085598156631,0,0.348187412788156,0,0,0,0,0,0,0,0,0.0934486269872795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638590457985596,0,0,0,0,0,0.016636382905176,0,0,0,0.00906925390909492,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0388131748364138,0,0,0,0,0,0.27810705842843,0,0,0,0,0,0,0,0,0,0.260161848125991,0,0,0,0,0,-0.00511101654209284,0,0,0,-0.110599512616252,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0495226372071694,0,-0.132259289284632,0.166812611197888,0,0,-0.0106198952768113,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.15750775916838,-0.0666057557367493,0,0.149377439201655,0,0,0,0,0,0,0.119254513582129,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267232928565893,0,0,0,0,0,0,0,0,0,0,0,-0.02722049063904,2.16840434497101e-19,0,-0.0463924763686433,0.0189025803659449,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0667944175900976,0,0,0,0.398764980216717,0.101884688916993,0,0,0,0.0248180855378573,0,0,0,0,0,0,0.0433179998972566,0,0,0,0.0319164517373243,0,0,0,3.46944695195361e-18,0,0.0101596007842939,0,0,0,0,0,0.0776302639080655,0,0,0,0,0.0595559305970593,0,0,-0.0318089420252646,0.00218406207233681,0.00278616015369537,0,0,0,0,0,0
X000625.SZ,0,0.0363536740495963,0,0.125597689866632,0.0707399036938049,0.0208807452284357,0,0,0,0,0,0,0.0793983670338682,0.228313185947383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022367335719238,0.00862928318340546,0,0,0,-0.00899890957200971,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.117948265406039,0,0,0,0,0,0,0,0,0,0,0,0,0.10245230759149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156863562888931,0,0,0,0,0,0,0,0,0,0,0,0
