,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X300014.SZ,X600703.SH,X000338.SZ,X000625.SZ,X000063.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X300142.SZ,X003816.SZ,X601877.SH,X002179.SZ,X000661.SZ,X000596.SZ,X000100.SZ,X600460.SH,X000157.SZ,X600741.SH,X002414.SZ,X002074.SZ,X600702.SH,X002236.SZ,X002007.SZ,X000799.SZ,X600089.SH,X600584.SH,X600779.SH,X600183.SH,X601799.SH,X000733.SZ,X000800.SZ,X600884.SH,X300146.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.179869958440884,0,0.0356875162129333,0,0,0,0.0102901081767081,0.121880208489054,0,0,0,0,0.0403517540323681,0,0,0,0,0,0,0.118707826319042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350914019570518,0,0,-3.46944695195361e-18,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.123667917600202,0,0,0.0281029702530281,0.128794923918472,0,0.10795683239561,0,0,-4.33680868994202e-19,0,0,0,0.125984187715924,0,0,0,0,0,0,0,0,0,0.166469922393727,0,0,-0.00554029175357532,0,0,0,0.00337579953363262,0,0,0,0.121328192244631,0,0,0.158812933106967,0,0,0,0,0,0,0,0,0,0.00568875626414654,0,0,0,0,0,0,0
X002415.SZ,0,0.110982077020607,0,0,0.0392338615668266,0.0478688903528918,0,0,0,0,0,0,0,0,0,0.0754340272782889,0.108938140748506,0,0,0,0.107815031850891,0,0,0.0230265342727037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876684723191715,0,0,0,0,0,-0.00716911265658063,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.11513733601942,0.197618060373573,0,0,0,0,0,-0.0172000045061333,-0.0446312229716495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183511321806322,0,0,0.395145105269375,0,0,0.0384993919660358,0,0,0,0,0,0,0,0,0,-0.0315722766943176,0.0391776637322621,0,0,0,0,0,0
X600276.SH,0,0.178061895580458,0,0,0,0,0,0,0,0,0,0,0,0.0724616037516033,0,0,0,0,0,0,0.0518831785331629,0,-0.0316663178188385,0,0,0,0,0.157432666354223,0,0,0,0,0,0,0,0.00175855544223784,0,0,0.220776850098511,0,0,0,-0.0194190436682767,0,0,0,0.161984760401818,0,0,0,0,0.013780142788398,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0481246197957792,0,0,0,0.0325888013061964,0,-0.0728000765225077,0,0,0,0,0.00763610483275337,0,0,0,0,0,0,0.367065670874787,0.129698535203069,0,0,-0.0208180618365824,0,0,0,0,0.0688131914745462,0,0,0,0,0,0,0,0,-0.164636616716366,0.0896051899549983,0,0,0.222748896247345,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0.169390860281864,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0.0240585945135244,0,0.162087203718302,0,0,0,0,0,0,0,0.111848696112644,-0.0542479891728726,0,-0.0146115968075161,0,0,0,0,0,0,0,0,0,0,0.00697019971113205,0,0,0,0,-0.068105004361985,0,0,0,0,-0.044470753528335,0.0697359705746535,0,0,0,0,0,0
X002304.SZ,0,0,0,0.278663066089545,0.0952859939062915,0,0,0,0.33864250490954,0,0,0,0,0,0,0,0.133122297708503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15791339772221,0,-0.0751477660506687,0,0,0,0,0,0,0
X000568.SZ,0,0.288445753555017,0,0.204635643718338,0,0,0,0.108329947401789,0,0,0,0,0,0,-0.0163594378397896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000685945111733152,0,0,0,0,0,0.077516777302253,0,0,0,0,0,0,0,0,0,-0.00560850635506065,0,0,0,0,0,0,0
X600690.SH,0,0,0.0858262112322895,0,0.139439113287216,0,0,0.055479451858549,0.0915253930223222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11623318571941,0,0,0,0,0,0,0,0.00839710470021124,0,0,0,0,0,0.0805470310201606,0,0,0,0,0,0,0,0,0,-0.0678474840022847,0,0,0,0,0,0,0
