,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X600271.SH,X601877.SH,X002236.SZ,X300124.SZ,X002008.SZ,X600487.SH,X600498.SH,X002456.SZ,X000100.SZ,X002007.SZ,X000625.SZ,X000661.SZ,X002179.SZ,X600566.SH,X300146.SZ,X600867.SH,X600809.SH,X000157.SZ,X000596.SZ,X300142.SZ,X600177.SH,X300136.SZ,X002180.SZ,X002294.SZ,X600089.SH,X600372.SH,X600066.SH,X000977.SZ,X002506.SZ,X002241.SZ,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.695610894689699,0,0,0,0,0,0,-0.0162486927903235,0,0,0,0,0,0,-0.0203117994266487,0,0,0.0674049797015746,0,0,0,0,0,0,0,0,-0.0142983864763634,0,0,0,0.187861938462765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623293257778349,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.315987211261074,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.157279560841332,0,0,0,0,0,0,0,0,0,0,0.00730984165152849,-0.0569500950443112,0.0844748383475811,0,0,0,0,0,0,0,0,0,0,0.103564858348104,0,0,0,0,0,-0.0437701358398882,0.0276826106972547,-0.0298455915501822,0,0,0,0,0,0
X002415.SZ,0,0.0191839420227469,0,0,0.012108750870171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658430550267366,0,0,0,0.109239002584654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0219627825665402,0.048961903543013,0,0,0,0,0,0
X000651.SZ,0.143015486904992,0,-8.67361737988404e-19,0,0,0.141691232324402,0,0,0,0,0.028876488093869,0,0,0,0.14991826961863,0,0.10422442253711,0,0,0,0,0,0,0.022758144881605,0,0,0,0,0,0,0,0,0.0697993374305494,0,0,0,0.0300651481400134,0,0,0,0,0,0,0.0478604426121117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.04668678290371,0.127929805581978,0,0,0,0,0,0.0298888331028555,0,0.0107202207746828,0,0,0,0.00245135385701214,0,0.403015216751295,0,0,-1.0842021724855e-19,0,0.00819984651474054,0,0,0,0,0,0,0,0,0.0634644623689586,0,0.034934226114511,0,0,0,0,0,0,0.0408204783387714,0,0,0,0,0,0,0,0,0.0821290300104241,0,-0.0151622157574217,0,0.0265629888383693,0,0,0,0,0,0
X000858.SZ,0.149258687886023,0,0,0,0,0,0.134110885147612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343195153730868,0,0.156802215011846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00847719267034034,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395231151896924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106373659210469,0,0.257578445176761,0,0.350133290374311,0,0,0,-0.0943021171512164,0,0,0,0,0,0,0,0,0,0,0,0.00161231706227873,0.0192502803403074,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.000815122314970974,0,0,0,0,0,0,0,0,0,0,0.0918995953521581,0,0,0,0,0.177819878451426,0.0524737900124867,0.143820946024834,0.0690832161732532,0,0.298106763088836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125777504130159,-0.0243229022007876,0,0,0,0,0,0
X000063.SZ,0,0,0.142263808868112,0,0,0,0,0,0,0,0.198868398372764,0,0,0,0,0,0,0,0,0.0376177320080291,0,0,0.221340415821847,0.267379276532838,0.136785353284487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239499144964521,-0.0426556045964411,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.240382281810358,0.0135975445412643,0,-0.027797820151733,0,0,0,0,0,0,0,0,0,0,0,0.107162206161538,0,0,-0.0238225057879748,0,0,0,0,0,0,0,0,0.0397767606786046,0,0,0,0,0,0,0,0,0,0,0.199396614552375,0.271097112650826,0,0,0,0,0,0,-0.0262330371372181,0,0,0,0,0,0,0
