,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600104.SH,X000725.SZ,X000596.SZ,X300014.SZ,X002129.SZ,X600031.SH,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X000661.SZ,X600372.SH,X000100.SZ,X002241.SZ,X000977.SZ,X002180.SZ,X601877.SH,X600741.SH,X600702.SH,X600584.SH,X000157.SZ,X600522.SH,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002294.SZ,X300146.SZ,X000800.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0826974954796333,0,0.0195351048937155,0,0,0,0,0,0,0.0507720672541634,-0.00389824586129403,0,0,0,0,0.0324423330170668,0,0,0,0.0128399164768617,0,0,0,0,0,-0.0241171731401721,0,0,0,-0.0160730043647376,0,0,0,0,0.140920671043327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117484904468015,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.16610381282612,0,0.0830054205025387,0,0,0,0,0,0,0,0,0,0,0.102133710958483,0,0,0.0771162959547763,0,0,0,0,0,0.0297334516920675,0,0,0,0,0,-0.00973920972923607,0,0,0,0.0299767043888975,-0.0103791699703828,0,0,0,0,0,0,0,0,0,0.00729107130372055,0,0,0,0,-0.0398839353513384,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947889523789335,0,0,0,0,0.0377071412627315,0,0,0,0.167404977678369,0,0,0,0,0,0.100063865896679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736398426507405,0.20273590722316,0,-0.0367371533484653,0,0,0,0,0,0,0
X000568.SZ,0,0.412650610958169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470496887302987,0,0,0,0,-0.00856855141505664,0,0,0,0.162676215038675,0,0,-0.0233484149396037,0,0,0,0,0,0,0,0,0,0,-0.0211570185280084,0,0,-0.0681554779992469,0,0,0,0,0,0
X600276.SH,0,0,0.183690648581037,0,0,0.0574808002093164,0.0223953160153776,0,-4.33680868994202e-19,0,0.0396139094391371,0,0,0,0,0,-0.0170362172814925,0,0,0,0,0,0,0,-0.0201839153470648,0,0,0,0,0,0,-0.0251247333040124,0,0,0,0,0,0,0,0.0697616664156395,0,0,0,0.293817669875064,0.243024708241863,0,0,0,-0.00794562779048553,0,0,0.0207620616753273,-0.034290398255621,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.065991213781575,0,-0.140967057984488,0.0907644579664962,0,0.234733215936411,0.0654675649935747,0,0,0,0,0,0,0.0169583580031282,-0.113814024177105,0,0,0,0.00443789264615176,0,0,0,0,0.142977392121769,0,0,0,0,0,0,0,0,0,0,0,0.0369586724547286,0,-0.0461223392581089,0,0,0,0,0,0,0,0,0,-0.126218317285939,0.0305256371502067,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.148612807532175,0,0,0,0,0.00804074098485795,0,-0.0752504901462202,0.0904462218704797,0,0,0,0,0,0,0.1541971989626,0,0,0,0,0,0,-0.0404221230487988,0,0,0,0,0.0342639583923641,0,0,0.0429718140067199,0,0,0,0,0,0,0,0,0,0,0,0,0.15593784279963,0,0,0.103349659389489,0,0,0,0,0,0,0,0
X002304.SZ,0,0,-0.0427815077004229,0,0,0.107266089983227,0.0964133568292241,0,0,0,0,-0.0440902973005495,0,0,0,0,0,0,0,0,0,-0.103756657545153,0,0,0,0,-0.0176268547300091,0.0300499956242154,0,0,0,-0.0143361139326081,0,0,0,0.0881876573026953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225493606562018,-0.00691441609519913,-0.0265479995747495,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0429120637896609,0,0,0,0,0,0,0,0,0.223420209320864,0,0,0,0,0,0,0,0.0694157286127335,0,0,0,0.265928462412715,0.0631824106178724,0,0,0,0,0.0488136599243855,0,0,0,0,0,0,0,0,0,-0.0675171765950657,0,0,0.0411007107467905,0,-0.0460472456723785,0.0703568404278964,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433509651220353,0,0,0,0,0,0,0,0,0,0
