,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002179.SZ,X002463.SZ,X600418.SH,X600584.SH,X000977.SZ,X600089.SH,X600183.SH,X600066.SH,X000157.SZ,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X601799.SH,X000988.SZ,X002281.SZ,X000800.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169855327815877,0,0,0,0,0,0.033768010998907,0,0,0.0514061242728142,0,0.039134946604423,0,0,0,0,0,0,0,0.211246658554187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00560345039732885,0.0300761337049271,0,0,0,0,0,0,0,0,0.00663347032030756,0,0,0,0,-0.02456843791558,0,0
X000858.SZ,0,0,0.0578714531240925,0,0,0,0,0,0,0.0281692293921304,0,0,0.330662284159454,0,0,0,0,0,0,0,0.132300264603841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021996083261161,0,0,0,0,-2.71050543121376e-20,0.0097717380872097,0,0,0,-0.0188274826203469,0,0
X002475.SZ,0,0,0,0,0,0,0,0.045013793725792,0,0.0661999658419085,0,0,0,0,0,0,0,0,0,0,0,0.0212910138532619,0.203712126562969,0,0.0968612201227294,0.0321135642205426,0,0.0793979391377881,0,0,0.075266064202214,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.0115926701351177,0.0163749673786505,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574317292319835,0,0,0,0.253658564872293,0.0237557030628745,0,0,0,-0.027652951273641,0,0,0,-0.0411375179964194,0.187977260500975,0,0,0,0,0,0,0,0,0,0,0.0727324028787308,0,0,0,0,0,0,0,0,0,0.0245397685754654,0,0,0,0,-0.0630072610626123,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0407676196536562,0.0193650302205903,0,0.12752719556453,0,0,0.0393079897292179,0,0,0,0,0,0,0.0320177682039011,0.0986530613097487,0,0,0,0,0.0792999410456247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167478066026821,0,0,0,0,0,0,0,0,0.00753940648634768,-0.00562349046579291,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0390451155852239,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326481156403054,0,0,0,0,0,0,0,0,0,0.220336732393703,0.030495755138068,0,0,0,0.0432318779216393,0,0,0,0,0,0.289516713342681,-0.00183557152913832,0,0,0.0489812163996898,0,0,0,0,0,0,0.0107518069729362,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.158195061239497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221154571228188,0,0,0,0,0,0,0,0,0,0.0171149536400779,-0.00880106636881912,0,0,0,0,0.0297024475553382,0,0,0,0,0.022467653208556,0.00238352079316182,0,0,0,0,0,0
X600809.SH,0,0.0991097637202362,0,0,0,0,0,0,0,0,0.126169168667429,0,0.454383707745208,0,0,0,0,-0.0145302637434121,0,0,0.306182723639818,0,0.00853170894687464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179915139211254,-0.0334609335585777,0,0,0,0,0,0,0,0,0,0.00482596925576259,0,0,0,0,0.0015516358020377,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0219854090184239,0,0,0,0.306102719134663,0,0,0,0,0,0,0,0.00168755252624186,0,0,0.0249814940637008,0,0,0.210220666851204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142442103451113,0,0,0,0,0,0,0,0,-0.0126999737349324,0.00398409321941416,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0544406683257913,0,0,0,0,0,0,0,0,0,0,0,0.0725376302758106,0,0,0.326385913976005,0,0,0,0,0,0,0,0,0,0.729301969618787,0,0,0,0,0,-0.158562867747901,0,0,0.0674142225290928,0,0,0,0,0,0,0.102454133720179,-0.0308287870696709,0,0,0,0.0201939866420801,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0832949257806611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747493101067536,0.1217354018919,0,0.109474001010592,0,0,0,0,0,0,0.341849799792947,0,0,0,0,0.0964565582151193,0,0,-0.0773202625601289,0,0.0840172557357443,0,0,0,-0.00453776586074042,8.67361737988404e-19,-0.0222684030702106,0,0,0,0,0,0
X003816.SZ,0,0,0.0441464785562608,0,0,0,0,0,0,0,0,0,0.079679225809747,0,0,0,0,0,0,0,0,0,0,0,0,0.0349528385447103,0,0,0,0,0.140535793917955,0.00108913278953494,0,0,0,0,0,0,0,0,0,0.00773291567356521,0,0,0.0204205380600168,0,6.93889390390723e-18,0,0,0,-0.0790982011778778,0,-0.0687949903763637,0,0,0,-0.0170801944908244,0,0
X000568.SZ,0,0.259322079491665,0,0,0,0,0,0.203818945130948,0,0,0,0,0,0,0,0,0,0,0.107239838026987,0,0.338757255522346,0,0,0,0,0.0104538991810929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048426879467471,0,0,0,0,0,0,0,0,0,0,0.018729482317793,-0.0223593536209866,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.119481558701399,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.109423000865773,0,0,0.0283436189650079,0,0.0120647564198443,0,0,0.0751810340462108,0,0,0,0,0,0,0.20226981194531,0,0,0,0,0,0,0,0,0,0.0532452996749539,0,0,0,0,0.00798366388102836,0.00422077785366732,0,0,0,0,0,0
