,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X000625.SZ,X600487.SH,X600498.SH,X002008.SZ,X600809.SH,X000661.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600566.SH,X600089.SH,X600177.SH,X600066.SH,X300146.SZ,X002180.SZ,X600522.SH,X002456.SZ,X600867.SH,X002506.SZ,X600372.SH,X002508.SZ,X002241.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.119772696091679,0,0.0903516370918372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811399943871386,0,0,0.208075582834656,0,0,0.0713763917488929,0,0,0,0,0,0,0.0886564365780942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0443423482869808,0.0292308117018248,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174410339805278,0,0,0,0.0962136903270853,0,0,0,0,0.203501817269906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00547349375926556,-0.017139954268218,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038559266574373,0,0,0,0,0.727810581510762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420277593551819,0,0,0,0,0,0.0624639072529359,0,0,0,0,-0.0111659788012637,-0.00108150007534917,0,0,0,0,0,0
X000651.SZ,0.175261493666504,0,0,0,0.033645997701327,0,0,0.192621285145077,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.128072694132715,0,0,0,0,0,0.00299830314891757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143382251809033,0,0
X000858.SZ,0.355531749203254,0,0,0,0,0,0.252787651649385,0,0,0,0,0,0,0.103057746659372,0,0,0,0,0,0,0,0.00225066108591303,0,0,0,0,0.0546764886569422,0,0.00839255495355887,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177896974378118,0,0,0,0,0,0,0,0,0,-0.000549931619910132,0,0,0,0,0,0,0
X600276.SH,0.12667287086311,0,0.0105679685229076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296646810300258,0,0,0,0,0,0.0316349930185761,0,0,0,0,0,0,0,0,0,0.00567565061053141,0,0,0,0.0473797068490017,0,0,0,0,0.159589284928576,0,0,0,0,0.0212442834441376,0.038969315649292,0,0,0,0,0,0
X002304.SZ,0.037332999086887,0,0,0,0,0,0,0,0,-0.0649790929196343,0,0,0,0,0,0,-0.011083823581573,0,0,0,0,0.169468879382045,0,0,0,0,0.27157561574849,0,0,0.465659039173667,0,0,0,0,0,0,0,0.0329635368619951,0,-0.018939074718325,0,0,0,0,0,0,0,0,0,0,0,-0.0143331409440549,0.00743452865252251,0,0,0,0,0,0
X600690.SH,0,0,0,0.0475349824756067,0.013927623557201,0,0.218262310262784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-8.67361737988404e-19,0,0,0.0739530465559267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779075317252498,0,0.0340784496344698,0,0,0.235885995980574,0,-0.0113532964437407,-0.0171854701766818,0,0,0,0,0,0
X000725.SZ,0,0,0.0414814336196365,0,0,0,0,0,0,0.134143068786961,0,0,0,0,0,0.00649830034002034,0,0,0,0.0128922909208394,0.0443797231336542,0,0.0311680650791996,0.0655201774657145,0,0,0,0,0,0,0,0,0,0.0495160556684893,0,0,0,0,0,0,0.0539297104477448,0,0,0.117076107843575,0,0.0281069859639353,0,0,0,0,0,0,0.0188196566333705,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519965686632429,0.0476030430681138,0,0,0.0232405750098096,0,0,0.15547325615322,0.29468371565971,0,0,0,0,0,0,0,0,0,0,0,0,0.0466742800548658,0,0.229364368598552,0,0,0,0,0.010229947004712,0,0,0,0,0,0,0.0172676721208964,-0.0131796755838106,0,0,0,0.0866760055265298,0,0
