,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600031.SH,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002241.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X002049.SZ,X600584.SH,X300003.SZ,X600183.SH,X002129.SZ,X600741.SH,X002236.SZ,X000977.SZ,X000800.SZ,X000625.SZ,X000157.SZ,X601877.SH,X002456.SZ,X002414.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002463.SZ,X002179.SZ,X002008.SZ,X000021.SZ,X600118.SH,X600522.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.213039372128055,0.213695286687672,0,0,0,0,0,0.063633623984238,0,0,0,0,0,0,0,0,0.0106618017048527,0.00151631456793855,0,0,0.0326524303417652,0,0,0,0,0.0546305921940855,0,0,-0.0281896585923125,-0.0394760991006812,0,0.0742067560421679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00852092576167683,0.006762217402969,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0705021055555639,0,0,0.215017829029229,0,0,0.198585641638303,-1.73472347597681e-18,0,0,0.111195805242004,0,0,0,0,0.00849071598658394,0,0,0,0,0,0,0.00508409292113115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0555729242209582,0,0,0,-0.000816710118045341,-0.00143356826101468,0,0,0,0,0,0
X600276.SH,0,0.0913900335670905,0,0.00952813913096463,0,0,0,0,0,0.244192166389724,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.110489243586288,0,0,0,0,0,0.0252450332685996,0,-1.73472347597681e-18,0.214320563866032,0.0902632073055347,0,0,0,0,-0.0458122304522404,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585400940951743,0,0,-0.00166326457965121,-0.0050653045968353,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289668054984392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00830880964280293,0.0512637306520068,0.0665798790637998,0,0,0,0,0.0681160047496664,0,0,0,0,-0.00939323094128569,-0.0128429016704413,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0736005715394798,0,0,0,0,0,0.0440856891470307,0.147379632239112,0,0,0.0133340124160524,0.0166536706235227,0.242859471093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295592706643856,0,0,0,0,0,0.00714424632934109,4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.171414912718287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124294136000509,0,0,0,0,0.0821910634048715,0.114325386465878,0.0116688579318587,0,0,0,0,0.0224460602602601,0,0,0,0,0,0,0,0,0,0,0.0929117053081154,0,0.00875714441264042,-0.016429867747027,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.0388367714382911,0,0,0.160169642845891,0,0,0,0,0.0126647158074704,0,0.0670328184693076,0,0,0,0,0,0,0.0150820272421315,0,0.0627209099038362,0,0,0,0.0901016694028291,0,0,0.208218055384156,0,0,0,0,0,0,0.0437355953192365,0,0,0.0270838985246882,0,0,0,0,-0.0470250049905749,-0.00716855517284636,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0549263339217742,0,0,0,0,0,0,0,0,0,0,0.0881181070999262,0,0,0,0.121243369381941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138587077274904,0,0,0,0.0130611124601107,0,0,0.0290310423677705,0,0,0.155395102593067,0.20289846006868,-0.0219734542529688,0.00436940471929247,0,0,0,0,0,0,0
X002304.SZ,0,0.172651061146022,0.0750075240963432,0,0,0,0,0,0,0,0.0092695843463454,0.256301721402825,0,0,0,0,0.194263702209854,0,0,0.0303811021965173,0,0,0,0,0,0,0,0,0,0,0,0.0210585319882343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499943015197509,0,0,0,0,-0.00351084265035635,0.00446980837176083,0,0,0,0,0,0
X000661.SZ,0,0,0,0.198962307404224,0,0,0,0,0,0,-0.0200638834641227,0,0,0,0,0,0,0,0,0,0,0,0.141495695419816,0.0401374697831804,0,0,0,0,0.00400103600102363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058002989702875,0,0,0,0,0,0,0,0.0222566077015664,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0438245554894344,0,0,0,0,0,0,0,0.032474444226581,0,0,0,0,0,0,-0.0423833975381036,0.349769724322261,0,0,0,0,0,0,0.213827169961959,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0841665393630375,0,0,0.013785710267772,0,0,0,0,0,0,0
X000568.SZ,0,0.636201669683018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544524876930796,0,0,0,0,0.0798449634367932,0,0,0,-0.0480996934003118,0,0,0,0,0.0405300017181136,0,0,0,0,0,0,0,0,0,-0.0739479582149406,0.00658725419999427,0,0,0,0,0.0004437943549298,-0.00555425551856216,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.167896306356488,0,0,0,0.058251327201875,0,0,0,0,0,0,0,0.242794922784468,0,0,0,0,0.0390230381528374,0,0,0,0,0.055784378120175,-0.0304030713390376,0.0752011045900796,0,0,0.101472934808968,0,0,0.0138837646755676,0,0,0,0,0,0,0,0,0,0,0.169762868055449,0,0,0,0,0,-0.0156296976123615,-0.00259527902206471,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0414227303153285,0,0,0,0,0,0,0.0378449969921947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327875642858939,0,0,0,0.0510085155420671,0.0746519920801601,0,0,-0.0159530304535919,0,0,0,0,0,0,0.0677715970516255,0,0,0.0842788612360353,0,0,0,0,0,0.00491524196785043,-0.00534763783463319,0,0,0,0,0,0
X600809.SH,0,0.322090501178934,0,0,0,0,0,0,0,0.113727016216033,0,0,0,0,0,0,0,0,0,0,0,0.242234209329306,0,0,0,0.00741434085286644,0,-0.0232665923169409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435808028307712,0,0,0.00452474256885689,-0.0210418379537203,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141471072315675,0.199611977710307,0,0,0,0,0.0658011413775095,0,0.0397904660206952,0,0,0,0,0,0,0,0,0,0,0,0.121982290824558,0,0,0.0921357231164483,0,0,0,0,0,0,0,0.0199889278724624,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0715384036630114,0,0.0429022262968466,0.0789385649993813,0.124544435237565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927931942339491,0,0,0,0.0595245105412213,0,0,0.0453289820696002,0,0,0,0,0,0.00259827151914913,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.175245256753779,0,0,0,0.0551651480119375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103690099387763,0,0,0,0,0,0,0,0,-0.137193255174305,0,0,0,0,0,-0.00610913560949049,0.076520131236544,0,0,0,0,0,0,0,0,0.0082868716018935,0.00717407157389722,0,0,0,0,0,0
X002241.SZ,0,0,0,0.222341967685168,0,0,0,0,0,0,0,0,0,0,0,0.201522502898892,0,0,0,0,0.0425255504614256,0,0,0,0,0,0,0,0,0,0.00752519330754407,0,0,0.0300658910434347,0,0,0,0,0.187593501506017,0,0,0.0249093540276715,0,0,0,0,0,0,0,0,0,-0.0194666121663434,0,0,0,0,0,0,0
X002371.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0830678438150383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384277604713079,0,0,0,0,0,0,0,0,0,0,0.239423003210725,0,0.184181652922547,0,0,0,0,0,0.0775409759016547,0,0,0,-0.201963801830805,0.00328725653719207,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.202019786692191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606177563697787,0,0,0,0,0.1148528888198,0,0,0.0396076379996357,0.210803650932168,0,0.223640841879981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156751432469395,0,0,0,0,-0.000963493459470404,-0.0437563851735217,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0249565973194828,0,0,0,0,0,0.339466910090166,0,0,0,0,-0.00622026248542693,0,0,0,0.10885422130019,0,0.0883781538894329,0,0,0,0,-0.0425760676103232,0,0,0,-0.116012804150085,-0.0383958230765486,0,0,0,0.102118891980734,0,0.0786104220148271,0,0,0,0,0,0,0,0,0,0.000731911955940915,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0.268848325991685,0,-0.0272210362180621,0,0,0,0,0,0,0,0,0,0,0,0.308277919485654,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.112165326044991,0.045544016597741,0,-0.0371731259029717,0,0,0,0,0,-0.107885309785034,0,0,0,0,0,0.0403834308038173,0,-0.0391566843160953,-0.00307112138426326,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0.0248494353612169,0.20428522679794,0,0.13396677779279,0,0,0,0,0,0,0,0,0,0,0.0384928869304148,0,-0.0782659769329288,0,0,0,0.174881200722036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115487912601352,0,0,0,0,-0.0135656808823986,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.476531644285842,0,0,0,0,0,0,0,0.235311779271658,0,0.0332831160117378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644261443057688,0,0,0,0,0.0111829617915162,0,0,0,0,0,0,0
X300124.SZ,0,0.151023035245028,0,0.165436403624183,0,0,0,0,0,0,0,0,0,0,0.00288256860253572,0,0,0,0,0.0125839205753102,0.0895565667233928,0.110561689932595,0.0153648011811064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196471119468851,0,0,0,0,0,0.0296910046761326,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138744153386017,0,0,0,0,0,0,0.245092755152683,0,0.00325868714121298,0,0,0,0,0,0,0,0,0,0.253343141087361,0,0,0.313268073419558,0,0,0,0.021997153061097,0,0.00500779440055917,0,0,-0.00530818243602855,0,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214819363185403,0,0,0,0,0,0,0.0913906077691262,0,-0.0594373225177419,0,0,-0.0978544710049056,0,0.255214273131411,0,-0.0588507251922044,0,0,0,0.0829233758638821,0,0.338582436945317,0,0,0,0,0.135010402429524,0,0,0.135332239929415,0,-0.0201154367512078,0.0310051006075676,0,0,0,0,0,0
X300003.SZ,0,0.0319482530837501,0.12288655931084,0,0,0,0,0,0.0971017515847797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744926922116618,0,0,0.0269648876212041,0,0,0,0,-0.0577028326818306,0,0,0,0,0,0,0,0.21979932153556,0,0,0.0995970824639343,0,0,0,0,0,0,0,0,-0.0116601602070099,0.00554853650794395,0,0,0,0,0,0
X600183.SH,0,0,0,0.00948695761813817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798610929841388,0,0.0324124658687709,0,0,0,0,0,0.118745768667988,0,0,0,0,0,0.0693124457282288,0.00089596083216682,0,0,0,0,0,0,0,0,0,0,0,0,0.219772425802219,0,0,0.0560190123194003,0,-0.00654844540881848,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0.120407096707674,0,0,0,0,0.0797164070192433,0,0,0,0,0,0,0.303209529105799,0,0,1.38777878078145e-17,0,0,0,-0.221415184263199,0,0.0023614842022298,0,0,0,0.0604412676798423,0,0,0,0,0,0,0,0,0,0,0,0.212601749570546,0,0.152516413669636,0,0,0,0,0,0,0,0,0.012434604043371,-0.0126755651032372,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0.162776613267805,0.00255407839828681,0,0,0,0.0633062641811441,0,0,0,0,0,0,0,0,0,0,0.0607534458531473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115414710044214,0,0.0622768510190329,0,0,0,0.131856047154323,0,0,0,0,0,0,0,0,-0.0205975313380708,-0.00520704133080161,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.367955844120612,0,0,0,0,0.000515235788517546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050577992266242,0,0,-0.0274286449028967,0,0,0,0.102068268767593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100179923324605,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602069121387956,0.0454450293821231,0,0,0.106908074051133,0,0,0,0,0.146856800564727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275980688478797,0,0,0,0,0,0,0,0.505664396009578,0,0.021578135777309,-0.00470261450873475,0,0,0,0,0,0
