,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X000157.SZ,X600584.SH,X002028.SZ,X000977.SZ,X600066.SH,X600741.SH,X600522.SH,X002236.SZ,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600487.SH,X600177.SH,X601799.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.393738913147618,0,0,0,0,0,0.0973166867559479,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0299269392347237,0.114012385788431,-0.0123768607510945,0,0,0,0,-0.0488681569484775,0,0,0,0,0,0,0,0,0,0,0.0527165300355444,-0.00893042365331327,-0.0091230767235739,0,0,0,0,-0.0152864792532876,-0.00636730604282068,-0.098938806351716,0,0,-0.0264378252181548,0,0,0,-0.0737229558155615,0,0,0,0.00867862023156322,0,0
X000858.SZ,0.160303290717709,0,0,0,0,0,0,0,0,0.359734453113997,0,0,0,0,0,0,0,0,0,0.0884473004352784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368542629031063,0,0,0,0,0,0.00873926529269155,0,0.00802264225639729,0.0423907398638239,0,0,0,0.00395081600874792,0.0172041078701865,0,0,0,0,0,0,0.0258769909831258,0,0
X600276.SH,0,0,0,0,0,0,-0.0131436113192429,0,0,0,0,0,0,0,0,0,0.072270059117452,0,0,0.0911418454834149,0,-1.73472347597681e-18,0,0.0721164692040714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337326239278004,0,0,0,0,0,0,0,0.110617559233336,0,0,0,-0.020780546441079,-0.0368781220546499,0,0,-0.00415023016741277,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503731851809659,0,0.481654910931834,0,0,0,0,0,0,0.201701349163223,0,0,0.0362321044877439,0,0.0521216493890451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435703070352741,0,0
X002415.SZ,0,0,0,0,0,0.0200204986860543,0,0,0,0,0,0,0,0,0,0,0,0,0.0252195407349006,0,0,0,0,0.238225567232233,0,0,0,0,0,0,0,0,0,0,0,0.014831918171356,0,0.123422603122164,0.0329951730824847,0.138715273451398,0.00567226134048825,0,0,0,0,0,0,0,0,0,0,0,-0.034850646917737,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.1776190553238,0,0,0,0,0,0.274324320299866,0,0,0,0,0,0,0,-0.188063514529506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314004023253527,0,0,0,0,0,0,0,0,0,0,0,0,-0.013320302726828,0,0,-1.8970310059605e-05,0,0
X003816.SZ,0,0,0,0,0,-0.0751998297030195,0,-0.204859663151822,0,0,0,0,0,0,0,0,0,-0.172305614004648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055293718586003,0,0,0,0,-0.0157055631749534,0,0,0,0,0,0,-0.0373419539367713,0,0,0,0,0,0,0,0,0,0,0,-0.0133380476860482,0,0
X600809.SH,0,0,0,0,0,0.15301224625306,0.0286986629716997,0,0,0,0.0225395751503246,0,0,0,0,0,0,0,0,0.467970095075469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320044556743666,0,0,0,0,0,0,0,0.00680587054215187,0,0.01728992568514,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0830195527086366,0,0,0,0.0634455294051096,0,0,0,0,0,0,0,0,0.0489477656965105,0,0,0,0,0,0,0,0,0,0,-0.00302260479276391,0,0,0.0219994025777908,0,0,0,0,0,0,0,0.123922072904446,0,0,0,0,0,0,0,0,-0.0257803087323365,0,0,0,0,0,0,-0.00441717669891872,0,0
X000568.SZ,0.474116562539793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273774878750504,0,0,0,-0.071066138236944,0,0,0,0,0.0299375317951287,0.0548075885591637,0.0362134956584107,0,0.0276103966436266,0,0,0,-0.0278798288433027,0,0,0,0,0.133724502370153,0,0,0,0,0,0,-0.0861729500567195,0,0,-0.0500208122708921,0,0,0,0,-0.000892442615132507,0,0
