,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X600089.SH,X002463.SZ,X600372.SH,X600703.SH,X600584.SH,X000157.SZ,X002028.SZ,X000977.SZ,X600066.SH,X600183.SH,X002236.SZ,X600741.SH,X600522.SH,X002049.SZ,X600418.SH,X601877.SH,X000661.SZ,X000921.SZ,X000800.SZ,X002223.SZ,X600177.SH,X600460.SH,X002180.SZ,X600487.SH,X601799.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.369976837231514,0,0,0,0,0,0.0549714285200652,0,0.0538181022222103,0,0,0,0,0,0,0,0.0235860262203624,0,0.135491324185598,0,0,0,0,0,0,0,-0.0122707847731097,0,0,0,0,0,0.0720050792844524,0,0,0,-0.0381876332907208,-0.0345730124618346,0,0,0,0,-0.0191278292275143,0,0,0,-0.0667712926934301,0,0,-0.0066830848340192,0,-0.03499567756697,0,0,0,0.0149679733681173,0,0
X000858.SZ,0.130119316729029,0,0,0,0,0,0,0.00533701193976419,0,0.352249922576524,0,0,0,0,0,0,0,0,0,0.103542269993556,0,0,0,0,0,0,0,0,0,0,0,0,-0.00411021172732015,0,0.0190251672851226,0,0,0,0,0,0.0256505187467958,0,0,0,0,0,0.056295616393246,0,0,0,0,-0.00637520549292236,0,0,0,0,0.025129280540145,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162644865981555,0,0,0.151870553771174,0,0,0.0270342685295007,0,0,0,0.0326587903969211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510194962314806,0,0,0,0.133106650052217,0,0,0,0,0,-0.0276473807323495,0,0,0,0,-0.00921188526069112,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064943006122908,0,-0.0309094572020991,0,0.489859342418355,0,0,0,0,0,0.238744375289028,0,0.0495528067386637,0,0.0781261855467242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352427864831438,0,0
X002415.SZ,0,0,0,0,0,0,0.0142154151160947,-0.00402168441986711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274199874883912,0,0,0,0,0,0,0,0,0.0216358841474282,0,0,0,0,0.0970263099743288,0.0313986312112175,0.175029871588967,0,0,0,0,0,0,0,0.000730175829539687,0,0,0,0,-0.0272268277094531,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.118883436043889,0,0,0,0,0,0,0,0,0,0,-0.108507645844183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695877430545745,0,-0.11961661978262,0,0,0,0,0,0,-0.0228445780206135,0,0,0,0,-0.133064093929993,0,0,0,0,0,-0.0659947184758113,0,0,0,-0.0321364318790862,0,0
X600690.SH,0,0,0.110114915237079,0,0,0,0,0,0.176612258144422,-0.0280447779059137,0,0,0.153164857054578,0,0,0,0,0.227173010238811,0,0,0,0,0,0,0,0,-0.165149765572967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277635935907717,0,0,0,0,0,0,0,0,0,0,0,-0.0222696318373457,0,0,-0.00536973038552653,0,0
X600809.SH,0,0,0,0,0,0,0.101432492147559,0,0,0,0,0,0,0,0,0,0,0.0590551929371249,0,0.463763796865677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227732150337396,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0926550166080275,-8.67361737988404e-19,0,0.0636058804387865,0,0,0,0,0,0,0,0.0491519391873046,0,0,0,0,0,0,0,0,0,0,0,0.0248361051525379,0,0,0.0207391309972747,0,0,0,0,-0.00360541728651255,0,0,0,0.110805329005653,0,0,0,0,0,0,0,-0.0355746370527388,0,0,0,0,0,0,-0.00443151549865274,0,0
X000568.SZ,0.472986389497354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26291476044794,0,0,0,0,0,0,0,0,0.0232603592980692,0,0,0,0.0434610137886554,-0.023479058262089,0,0,0,0,-0.0241043723196044,0,0.0699908637837862,0,0,0,0,-0.0702100506356288,0,0,0,0,0,0,-0.00854341014487388,0,0,0,-0.00517324706180166,0,0
