,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X002508.SZ,X601877.SH,X300124.SZ,X600177.SH,X300003.SZ,X600522.SH,X300136.SZ,X002294.SZ,X600271.SH,X000157.SZ,X002008.SZ,X002085.SZ,X002007.SZ,X600118.SH,X600089.SH,X600487.SH,X600566.SH,X600867.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X300115.SZ,X002180.SZ,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0265553867686553,0,0,0,0,0,0,0,0,0.0531309855805351,0,0,0,0,0,0,0,0.0955146631569223,0,0,0,0,0,0,0,0,0,0,0,0,0.0170458586946115,0,0,0.113247959816868,0.0700184048511223,0,0,0,0.231055115401211,-0.0832238405873276,0,0,0,0,0.13642132930068,0,0,-0.00604761480437116,0,0,0,0,0,0
X600104.SH,0,0,0,0.121374646936156,0,0,0,0.0214058821688224,0.200515051804624,0,0,0.162167427105061,0,0.297885931480223,0,0,0,0,0,0,-0.0664170659122805,0,0.0427741356117522,0,0,0,0,0,0,0,0,0,0,-0.0579166673407014,0,0,0,0,0.0308613073995351,0,0,0,0,0,-0.0717050993067708,0,0,0,0,0,-0.0277632426346859,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0867601659919201,0.106996228143532,0,-0.00743619366887201,0,0,0,0.253776533738973,0,0.0830774434804883,0.193579555223669,0,0,0,0,0,0,0.0304732754902292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121461738302557,0,-0.273073633625333,0,0,0,0,0,0,0,0,0.00459255058740084,0.0218182122916408,0,0,0,0,0,0
X000651.SZ,0.19900755041542,0,0,0,0,0,0.0638677552846029,0,0,0,0.114905533649777,0,0.00213482607405941,0,0,0,0,0,0,0,0,0,0.138198839899388,0,0,0,0,0,0.0291148248871384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187667098830104,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.033380246866554,0,0,0,0,0,0.586591318060242,0,0,0.100145428031133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00373068403930583,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157218730547451,0,0,0,0,0,0,0
X600276.SH,0,0,0.180088661784725,0,0,0,0,0.0622202240512842,0,-0.0229792899906665,0,0,0,0.138365768283739,0,0,-0.231333292093108,0,0,-0.0949851620191291,0.00464268468217477,0,0,0,0,0,0,0.0209040343948224,0,0,0,0,0,0,0,-0.0595020237276326,-0.02307351318777,0.00430796302231902,0,0,0,0,-0.050104453464735,-0.0839322923553885,0,0,0,0.010161079226125,0,0.00737878933404144,-0.01073884829186,0,0,0,0,0,0
X000725.SZ,0,0,0.208939319378181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327273259804847,0,0,0.00235898226856249,0,0,0,0,0,0,0,0.201132449128099,0,0,0,0,0,0.427928076194603,0,0,0.116896239373824,0,0,0.000920976567150726,0,0,0,0,0,0,-1.73472347597681e-18,0.028931064331595,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.417953419809667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103061715764853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282419588743346,0,0,0,0,0,0,-0.115557707031176,0,0,0.215615887714679,0,0.0133946889733481,0,0,0,0,0,0,0
X600690.SH,0,0.594366648370576,0,0.0423304330522497,0,0.0834999443586993,0,0.0247164200762177,0,0,0,0,0,0,0,0.0504665964878817,0,0,0,0,0,0,0,0,0,0,0,0,0.00585932736664787,0,0,0,0,0,0,0,0,0,0,0,0,0.0469473924732042,0,0,0.083055231488629,0,0,0,0,-0.000542437581272776,-0.00223200819129108,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0323264215962151,2.16840434497101e-19,0,0,0.167815621958547,0,-0.0216982805161805,0,0,0,0,0,0,0,0,0,0,0,0.108158915822911,0,0,0,0,0,0,0,0,-0.0812836240409158,0,0,0,0.0501310586697245,0,0,0,0,0.159427258075555,0,0.125621484911829,0,0,-0.0156291050522244,0,0,-0.0104881993436881,0,0,0,0,0,0
X600703.SH,0,0,0.103353567439178,0,0,0,0.0568694039641391,0,0,0.030026807396689,0,0,0,0,0,0,0,0,0,0,0.0665618622727081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180131448420587,0,0,0,0,0,0,0,0,0,0,0,0.0167249582385466,0,0,0,0,0,0,0
X000625.SZ,0,0.174809807759478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229493171931975,0,-0.0928771165434298,0,0,0.087629894261884,0,0,0.0537536148409397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0103055417395792,0,-0.0362419219946706,0.025897588735717,0,0,0,0,0,0
X000568.SZ,0,0,0.09172289498721,0,0.66345115341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142187390568544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165429148410081,0,0,0,0,0,0.030536490077428,0,0.00805198983287063,-0.000650540684751228,0,0,0,0,0,0
