,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X000338.SZ,X600372.SH,X002007.SZ,X002475.SZ,X002456.SZ,X000559.SZ,X002180.SZ,X600522.SH,X300003.SZ,X002506.SZ,X000157.SZ,X002074.SZ,X600867.SH,X002294.SZ,X002426.SZ,X600089.SH,X000981.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X000869.SZ,X600498.SH,X601877.SH,X002465.SZ,X002179.SZ,X000050.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.273100341646556,0,0,0.155927243143478,0,0,0,0.167797947118126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581866437666894,0,-0.046663221610271,0,0.0274296207719328,0,0,0,0,0.0614632783335771,0,0,0,0,0,0.0609611804848162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.151358246930111,0,0,0,0,0,0,0.327660181387919,0,0,0.115839544835847,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,-0.0380841348150854,0,0,-0.0300842817920752,0,0,0,0.0130935322720086,0,0,-0.0198758864867329,0,0,0,0,0,0,0,0,0,0,0,0.0374051031407796,0,0,0,0,0,0,0.0226461458048384,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0271092340040479,0,0,0,0,0,0.0426362596235576,0,0,0,0,0,0,0,0,0,0.0639013330911536,0.0641901769157107,0,0,0.0349203315537231,0,0,0,0,0.0818245451213379,0,0,0,0,0,0,0.0409233178636482,0,0.0825630403589525,0,0,0,0,0,0,0,0.0158053010666926,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.250969413599833,0,0,0,0.30624758406147,0,0,0,0,0,0.225016664149869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235881404626851,0,0,0,0,0,0,0,0,0,0,0,0,0.0790002752359562,0,0,0,0,0,0,0,0.00470186920909899,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.48908241900174,0,0,0,0,0,0,0,0,0,0,0.00497646539229418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404525075952165,0.0271692974336809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355074024909759,0,0,0,0,0,0.0419842125031817,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0190862997178094,0,0,0,0,0.202394330299026,0,0,0,0.0717318654763893,0.043839422976374,0.00510648814914103,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152539443806434,0,0,0,0,0.0218254145217914,0,0,0,0,-0.0225320669771936,0,0,0,0,0,0,0,0,-0.02353578795417,0,0,0.000339569512947501,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0551808760943332,0,0,0.0499026116879386,0,0,0,0,0.102968517871064,0,0,0,0,0,0.00757478163327847,0,0,0,0,0,0.0334474371324331,-0.0128179840427811,0,-0.00291116026051646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082547933438681,0.074163478880836,0,0,-0.0352416312024419,0,0,0,0,0,0,0
X000625.SZ,0.011702680606009,0.17980161446549,0,0,0,0,0,0,0.0282204104262268,0,-3.46944695195361e-18,0,0.124042405806406,0,0,0.0164130209617155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285653464989182,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0740356669909278,0,0,0.0044946656402424,0,-0.0171439270064071,0,0.00549180254331884,0,0,0,0,0,0,0
X600690.SH,0,0,0.0422386000923486,0.0948937092186807,0,0,0,0,0,0,0.00808323147713829,0,0.0264349301800947,0,0,0,0,0,0,0,0,0,0,0,0.183138151447451,0,0,0.0820190229440035,0.0443645988236747,0.0464079123060723,0,0,0,0,0,0,0,0,0,0,0,0,0.0224254329747236,0,0,0,0.0222486764069921,0,0,0,0,0.0793687191196046,0,0,0,0,0,0
X000063.SZ,0.0144031080123717,0,0,0.0444161171810146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13344195607097,0,0.00872561576928825,0,0.0511453562781638,0,0,0.10101369994902,0.0232823506627268,0.0654223963639226,0.0617832938154978,0,0,0,0,0,0,0,0,0.0770898026960701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
