,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X000625.SZ,X002456.SZ,X600487.SH,X600066.SH,X600566.SH,X000661.SZ,X000100.SZ,X002294.SZ,X002007.SZ,X002179.SZ,X000157.SZ,X002241.SZ,X000977.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X600177.SH,X002508.SZ,X600522.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.304587561869243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431945984603426,0,0.0363193665936201,0,0,0,0,0,0,0.0566339723880894,0,0,0,0,0,0,0,0,0,0,0,0,0.0131325809196237,0.0122574719998861,0,0.0234868563062003,0,0.0510391601726743,0,0,0,0,0,0.00226084467880075,0.0241311487223905,0,0,0,0,0,0
X600104.SH,0.0183385225457837,0,0,0,0,0,0,0,0.148517995495745,0,0,0.307139186747135,0,0,0.0303140518623414,0,0,0.0279344405309029,0,0.204278801813706,0.0351884064945763,-0.013100056895752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488706048358405,0,0,0,0,-0.102817005245828,0,0,0,0,0,0,0,0.0292638086656788,-0.0499484157557849,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0692787879981968,0,0,0,0,0,0,0,0,0,0.13478620449387,-0.07908749960915,0,0.0459363877735163,0.0543715389236244,0,0,0,0,0,0,0.176009687504134,0,0.0349134194914082,0,0,0.0640438831513625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127539237227054,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0121401247872321,0,0,0,0.11125166529834,0.059153882060145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148710400516183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781137946569183,0.118684019693583,0,0.014332943727989,0.0178853722125384,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0138078291449298,0,0,0,0,0.412745970536937,0,0,0,0.19706733280375,0,0,0,0.0163923681922887,0,0.0622396342989787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0532957243525261,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0475269476884699,0.08599051049498,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.130199080346207,0,0,0,0,0,0,0,-0.0461958862960739,0,0,0,0,0,0,0,0,0,0,0,0,0.217261782795222,0,0.230474318240767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138013788688403,0,0,0.0224026104475922,0,0,0,0,0,0
X002304.SZ,0,0,0.122382251687339,0,0,0,0,0,0.322988742650173,0,0,0,0,0,0,0,0,-0.0657816570542605,0.248889177242094,0,0,0,0,0,0,0,0,0,0,0.0832143281642441,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523898481474589,0,0.0334149019059681,0.00486531823718843,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965722765137963,0,0,0,0,0,0,0,0,0,0.0677082513505072,0,0,-0.200038952062009,0,0,0,0,0,0,0,-0.0469131698903271,0.0486359882450682,0.0823180311588964,0,0.253816921524235,0.0625560075046322,0,0,0,0,0.147450524651483,0,0,-0.00688667636548221,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.139934139562226,0,0,0.0154662193011481,0,0,0,0,0,0,0,0,0,0,0,0.00381480883707022,0,0,0,0,0,0.0883611940165231,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331347976126093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02502497653278,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0806708822087391,0,0.106275191495747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280503888829034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283965755449304,0,0,0,0.0491705380529026,0.0314808668914362,0,-1.73472347597681e-18,0.0442751133610113,0,0,0,0,0,0
