,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600702.SH,X600741.SH,X002180.SZ,X000977.SZ,X002074.SZ,X600522.SH,X600460.SH,X600584.SH,X300142.SZ,X000733.SZ,X300003.SZ,X000800.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.213352033232481,0,0,0,0.0382200058700013,0,0,0,0,0,0,0.039696313482246,0,0,0,0.0258092165469265,0,0.0391977388533627,0,0.00687833563124929,0,0,0,0,0,0,0,0,0,0,0,0,0.089029226403961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193710647056547,0,0,0.00349075087443803,0,0,0,0,0,0
X000858.SZ,0.032784156469087,0,0,0.136064950851038,0,0.0736398582241685,0,0,0,0,0,0,0,0,0,0,0.0821088696853482,0.0832103855229884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145341251274851,0,0,0,0,0,0,0,0,0,0,0.00534352520383399,0,0,0,-0.0368803411631283,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902369141162007,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.195673323829331,0,0,0,0,0,0,0,0,0.118868871864716,0,0.0631253951442374,0,0.00767212501260416,0,0,0,0,0.121585143058862,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.204341493142986,0,0,0,0,0,0,0.00316160119979955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828434386664266,0,0,0,0,0,0,0.10667404503059,0,0,-0.00250757966339086,0,0,0,-0.0604208254013095,0,0,0,0,0,0,0,0,0,0,0,-0.074378758192989,0,0,0,0,0,0
X600276.SH,0,0,0.00436542989280932,0,0,0.150480633924875,0,0.0740550260015335,0,0,0,0,0,0,0,0,0,0.180786507117927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263429429888567,0,0,0,0,0.0155513735447809,0,0,0,0,0,0,0,0.474382871745763,0,0,0,0,0,0.0116880163660918,0,0,0,0,0,0,0
X600809.SH,0,0.47924822441738,0,0,0,0,0.24946975128069,0,0.157763768764118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00374461846789558,0,0,0,0.0133985645037599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225039416234041,-0.0228278250021658,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.2671477024253,0,0.0868553065810246,0,0,0,0,0,0,0,-0.0424402771711418,0,0,0,0,0,0,0,0,0,0,-0.0395872930539659,0,0,0,0,-0.0575345072755147,0,0.134251996070506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00871336427692052,0,0,0,0.00568262153782528,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.05643516831946,0,0,0,0,0,0,0,0,0.259458020143082,0.0850553167422789,0,-0.0785108744771491,0.194989243452777,0,0,0.136372391056544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188985719976718,0,0,0,0,0,0,0,0,0,0,0,0,-0.169142886317721,0.0718983070285687,0.0689964618293069,-0.0147085872886395,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536222529476097,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126916031608854,0,0,0,0,0.0490555042059538,0,0.072273572086402,0,0,0,0.158945679457212,0,0,0,0,0,0.0996450184093772,0,0,0.0314005499859416,0,0,0,0,0,0,0.0316471895489357,-0.132998138196923,0,0,0,0,0.0544422954626225,0,0,0,0,0,0
X600104.SH,0,0,0.035529650763913,0,0,0,0,0,0.0886903494667263,0,0,0,0,0,0,0,0,0,0,0,0.271587294673681,0.0175709129751676,0,0,0,0.02237926948049,0,0,0,-0.014132870291093,0,0,0.042420699149526,0,0.0539219655615004,0,0.00746210366265675,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.00943954369928689,-0.0219089630849437,0,0,0,0,0,0
