,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X000100.SZ,X600118.SH,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X002241.SZ,X002475.SZ,X600741.SH,X600089.SH,X002292.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X002074.SZ,X300003.SZ,X002129.SZ,X002294.SZ,X000977.SZ,X600867.SH,X600582.SH,X002506.SZ,X002276.SZ,X600498.SH,X000800.SZ,X002008.SZ,X000869.SZ,X000547.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16140497674377,0,0,0,0,0.0258382051305379,0.356401035914618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591422631079691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183562339700981,0,-0.00990628973761656,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.224642428268149,0,0.235448654817677,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.200392434253348,0,0,0,0,0,0,0,0,0,0,0,0.0781528507482999,0,0,0,0,0,0,0,0,0,0,0,0.0101866699209593,0,-0.00254357345055278,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071674785185136,0,0,0,0,0.14576474173614,0,0,0,0.0851943718616697,0,0,0,0.020432554002098,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0258691087677853,0,0,0,0,0,0,-0.0827898886860455,0,0.0286137169724035,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0962989981517972,0,0,0.00437977199501371,0,0.141864448806095,0,0,0.134303919842091,0.122538038490239,0,0.0449952246247074,0,0,0,0,0.0397589334987118,0,0,0,0,0,0,0.0383014173062053,0,0,0,0.0495706029293793,0,0,0,0,0,0,0,0.0161111944147491,0,-0.0572553656707145,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.147010801065213,0,0,0,0,0,0,0.215158101652761,0,0,0,0,0.0329419864350071,0,0,0.0471947967995688,0,0,0,0,0.0554580284334823,0,0,0.0133370854124186,0,0,0,0,0,0.035109544557267,0,0,0,0,0,0.0529235141553369,0,0,0,0,0,-0.0388273662783838,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0207177898196616,0.0705741943792611,-0.143253942091354,0,0,-0.000526334758543233,0,0,0,0,0,0,0,0.0133406480268039,0,0,0,0.174314646700203,-0.0812926849347519,0,0,0.0660741050817185,0,0.0141816867388141,0,0,-0.0386695356381433,0,0,0,0,0,0,0,0,0,0,0.0218708107484698,0.0231472953046096,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538663327016809,0,0.0732261850110977,0,0,0,0,0,0.0781597419605938,0,0,0,0,0,0,0.00925887214282206,0,0,0,0.0201267663218015,0,0.296159999475859,0,0,0,0,0,0,0.0291800828317464,0.0385916460223557,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.309982522830089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392564357277638,0,0,0,0,0,0,0,0,-0.046130126422272,0,0,0.146007960454099,-0.00830681293951477,0,0,0,0.0923940621431114,0,-0.0136361154234535,0,0,0,0,-0.125353721481301,-0.0429320164792494,0.0633700278631101,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0677352867573712,0.183302464358026,0,0,0,0,0.221469183893194,0,0,0.191037167999239,0,0,0,0.0245068155155217,0,0,0,0,0,0,0,0.00267435182210689,0,0,0,0,0,0,0,0,0,0.0756726790152746,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0495911010256105,0,0,0,0,0,0,0,1.73472347597681e-18,0.0261750589956468,0,0.106986005801806,0,0.255516200659357,0,0,0.152105550162687,0.0914288708861626,0,0,0.0524745331899353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509919188109754,0,0,0,0,0.00135695225083496,0,0,0,0,0,0
