,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X600271.SH,X002236.SZ,X300142.SZ,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002506.SZ,X002179.SZ,X600498.SH,X000977.SZ,X000625.SZ,X600487.SH,X600177.SH,X002371.SZ,X600183.SH,X600867.SH,X600066.SH,X600776.SH,X600522.SH,X300146.SZ,X000066.SZ,X000050.SZ,X002129.SZ,X002049.SZ,X600089.SH,X600118.SH,X002241.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.190605816749616,0,0,0,0,0,0,0,0.0160674687088685,0,0,0,0,0.0259351954323481,0,0,0,0,0,0,0,0,0.156817458878051,0.0535636229001183,0,0,0,0,0,0,0,0,0.0207286628533255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395356827386752,0,-0.016704968759837,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.229108895501455,0,0,0.0568755231913677,0,0.296400694377589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047423190532173,0,0,0,0,0,0,0,0,0,0,0,0,0.108437180695493,0,0,0,0,0,0,0.0210742257633486,0,0
X000651.SZ,0,0.221327800528514,0,0,0,0,0,0.0360462419196126,0,0,0,0,0,0.160697255693306,0.0595147026494538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072561907339374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277150823519357,0,0,0,0,-0.0113576175956748,0,0
X600104.SH,0,0,0.157815963822225,0,0,0,0,0,0,0.0545304281472876,0,0,0.0172657067503514,0.0290752274226639,0.0965412945733657,0,0,0,0,0.0156048652646194,0,-0.0337622296158529,0,0,0,0,0,0,0,0,0,0,0,0.210697509484855,0,0,0,0,0,0.0220231108258824,0,0,0,0.0449876031197371,0.0423881763855121,0,0,0,0,0,0,0,0,0,0,0,0.00427610069263379,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227739235242049,0.02910383110494,0,0.117367588671482,0,0,0,0,0,0,0,0.107678113451983,0,0,0,0,0,0,0,0,0.0354488988063646,0,0,0,0,0,0,0,0,0.0828505517297971,0,0,0,0.0355866958856286,0,0,0,0,-0.0293536562003416,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0683235607608906,0,0,0,0,0,0,0,0.0441420849337705,0,0.217233873574009,0.0527661743837022,0,0,0,0,0,-0.000655706306058173,0,0,0.524128407830498,-0.039461856107222,0,0,0,0,0,0,0,-0.108982424601768,0,0.155851738918296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00552918978430466,0,0
X002304.SZ,0,0.29349301121973,0.0818967867919751,0,0,0,0,0,0,0,0,0,0,0.06587828037435,0,0.120797780574669,0,0,0,0,0,0,0,0,0,0.0191351525577254,0,0,0,0,0,0,0,0,0.0580658675930164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0421553393376648,0,0,0,0.0214416371204961,0,0
X000063.SZ,0,0,0.186610688419552,0,0,0,0,0,0,0,0,0,0,0.122909742381302,0,0,0,0,0,0,0.0690298686020508,0,0,0,0,0,0,0,0,0.0858071476998418,0,0,0,0,0,0,0,0.146260019052234,0.0352407030785575,0,0.209671703343967,0,0,0,0,0,0,0,0,0,0,0,-0.0509633248798093,0,0,0,0.00305336871152001,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294414239194464,0.214970884959442,0,0,0,0,0,0,0,0,0,0,0.0925234901489519,0,0.0582284227006649,0,0,0,0,0,0,0,0,0,0.262625520689658,0.0594492820183463,0.074599305071603,0,0.0283612267520001,0.0365320558889844,0,0,0,0,0,0,0.0220205857797997,0,0
X000568.SZ,0,0.241207070875971,0,0,0,0,0,0.0234920416760923,0,0,0,0,0,0.0331112155122781,0,0.0981943758725398,0,0,0,0,0,0,0,0,0.0283173307049595,0,0,0,0,0,0,0,0,0.145505999135599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154501474416104,0,-0.0159825599493626,0,0,0,0,0,0,0
