,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X002007.SZ,X300003.SZ,X600183.SH,X600741.SH,X000596.SZ,X002371.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X002236.SZ,X000157.SZ,X000800.SZ,X000625.SZ,X002129.SZ,X002463.SZ,X002456.SZ,X600118.SH,X002223.SZ,X600498.SH,X002179.SZ,X300136.SZ,X002049.SZ,X600271.SH,X002414.SZ,X600584.SH,X600522.SH,X002185.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.218850985275963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692771573656478,0,0,0,0,0.0351462936565206,0,0,0,0.0303598199414378,-0.00760932773404473,0,0,0,0,0,0,0,0,0.0111139339177479,0,0,0.0345333200890263,0.00181622263219876,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.183690295877751,0,0,0.0250185718002195,0,0,0,0,0.361567208344128,0,0,0,0.18066706531722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308216520717757,0.0182997096352255,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0421330901352779,0,0,0,0,0.0592709332216231,0,0,0,0,0,0,0,0.016684127863134,0,0,0.0831457801162269,0,0,0,0.0884490705120911,0,0,0,0,0,0.0555047042298554,0,0,0,0,0,0,0,0,0,0,0,0,0.0223688401189196,0,0,0,0,0,0,0
X000651.SZ,0,0.280467365475048,0,0,0,0.0119682370698537,0.0214102565452415,0,0.0635425001145605,0,0,0,0,0,0,0.114470479769778,0,0,0,0,0,0,0,0,0,0.0698901921246432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285950606578869,0,0,0,0,0,0,0,-0.00549272487629796,0.00227046196114263,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0840492139940215,0,0,0,0,0,0,0.0790140742634352,0,0,0,0,0,0,0,0,0.0418301890551401,0,0,0.0111723833646242,0,0,0,0,0,0,0,0,0.0588476718207657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929362632723748,0.102254594967445,0,0.0149489469846604,0.0233212501656448,0,0,0,0,0,0
X600104.SH,0,0.100168840566332,0,0,0,0,0,0,0,0,0,0,0,0,0.0320660522699567,0,0,0,0,0.00693110320975097,0,0,0.150556569936887,0,0,0,0,0,0,0,0,0,0,0.105517275889245,0.294993106642314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021049978440321,0,0,0.00709250925992341,0.022858137671039,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17828110080166,0.149902031864532,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.397686890252432,0,0,0,0,0,0,0,0,0.0294552541019224,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0645019122810726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783414238443579,0,0,0,0,0.0569499325461325,0,0,0,0,0,0,0,0,0.193475059647347,0,0,0,0.0248928108318391,0,0.126457703422381,0,0,0,0,0.00866851065765241,0,0,0.09238199926877,0,0,0.0330407429989211,0.0385878341618828,0,0,0,0,0,0
X600031.SH,0,0.0343499723494109,0,0,0,0,0,0,0,0,0,0,0.0856421659042189,0,0,0,0,0,0,0,0,0,0,0,0,0.0839596453060169,0,0,0,0,0,0,0.519571827318871,0,0,0,0,0,0,0,0,0,0,0.00881588730586622,0,0,0,0,0,0,0,0.0277799627655882,0.0209853345303556,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362340353540993,0,0,0,0,0,0,0,0,0,0,0,0.0437152596324595,0,0,0.0044546565840887,0,0,0,0,0,0,0.0162801663532751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165319475319968,0,0.0199962797140833,-0.0124163456603963,0,0,0,0,0,0
X002304.SZ,0,0.204061692684356,0,0,0,0,0,0,0,0,0,0,0,0.0784982381758115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257810905311771,0,0,0,-0.0314326901562696,0.0297134875222865,0,0,0,0,0,0,0,0,0,0,0.0294617831750094,0.000782831211160032,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0895125688317753,0,0,0,0.409258208498443,0,0,0.0447023652948506,0,0,0,0,0,0,0,0.00362850784761947,0,0.124437889430006,0.048113919017436,0,0,0,0.0365012602218645,0,0,0,0,0,0,0,0,0.0197127328917412,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455046676627135,0,0,0,0,0.0546253337439928,0,0,0,0,0.0230851553259832,0,0.0238266032850164,0,0,0.114043115072098,0,0.194694789309265,0,0,0,0.20020297376732,0,0,0,0,0,0,0,0,0,0,0,0,0.0273847149178994,0,0,0,0,0,0,0
X000568.SZ,0,0.409230465924947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440801578993422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838783776488329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00726052386453865,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33725196502315,0,0.106674836099201,0.0133199271094945,0,0,0,0,0,0,0,0,0.000319073372553839,0,0.0110625389737646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457173257632863,0,0,0,0.1113826885193,0,0,0,0.0402584965586595,0,0,0,0,0,0,0
