,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X300124.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300136.SZ,X300003.SZ,X600177.SH,X002008.SZ,X600522.SH,X600271.SH,X002294.SZ,X002007.SZ,X000157.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600809.SH,X600566.SH,X600699.SH,X300115.SZ,X000066.SZ,X000559.SZ,X600372.SH,X002180.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.134272098304521,0,0,0,0.0904804949450021,0,0,0,0,0,0,0,0,0,0.00688992956158343,0,0,0,0,0.107515878274805,0,0,0,0,0,0,0,0,0,0.0888252617349766,0,0.0621777218047866,0.149497223153079,0,0,0,0,0,0,0,0,0,0.00199031356923769,-0.0115386764038131,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.0237069448166253,0.102432661225132,0.181058770523017,0,0,0,0.256744677793015,0.221948694484645,0,0,0,0,0,0,0,-0.0775076924424172,-0.00339196798007782,0,0.0183744360869305,-0.101837998016144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461994134863358,0,-0.103971652618499,0,0,0,0,0,0,0.00797317596933558,-0.0196602633028505,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.135789928013923,0,0.0541591035534111,0,-0.110881639919067,0.215905116864828,0,0,0,0,8.67361737988404e-19,0.273600240971616,0,0,0,0,0,0,0,0,0.222135621441258,0,0,0,0,0,0.0897014901112611,0,0,0,0,0,0,0.00575956391464911,0,0,0.00765935787618077,-0.357334030623248,0,0,0,0,0,0,0,0.0086141723788377,0.0137467054166837,0,0,0,0,0,0
X000651.SZ,0.0634212961862702,0,0,0,0,0,0.0603203533294632,0,0,0,0.251602407021739,0.0638603409792086,0,0,0,0,0,0,0.117146891659903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119879655112371,0,0,0,-0.00336626917119546,0,0,0,0,0,0.0178252723813385,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.033527025568927,0,0,0,0,0.596181931822267,0,0,0,0.095293882485332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00209167514603975,-0.00103142319674685,0,0,0,0,0,0
X600276.SH,0,0.0486589027439771,0.11033966463955,0,0,0,0,0.0953925179875444,0,0,0,0,0,0,0,-0.0628226722248667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779478519847324,0,0,0,-0.0237446332794207,0,-0.0651782310743625,0,0.0324648405655652,0,0,0,-0.0172867082993447,-0.103368320276802,-0.0715660452604343,-0.133389605798408,0,0.0228351748740151,0,0.00492035776386047,-0.00321866766443081,0,0,0,0,0,0
X000725.SZ,0,0,0.054304040289241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996834603585258,0,0,0,0,0.0119435080600767,0,0,0,0,0,0,0.18833669906443,0,0,0,0,0.312556182308153,0.053389432542949,0,0,0,0,0,0,0,0.112548351775848,0,0,0,0,0.015945507699037,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0112410664334875,0.531823267129197,0,0,0,0.0153837455458161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928191389330175,0,0,-0.0975182687101963,0,0,0,0.0437807378244396,0.118349939474501,0,2.16840434497101e-19,0.0219988732350431,0,0,0,0,0,0
X600690.SH,0,0.507170054473382,0,0.0662831798351226,0,0,0,0.0646819133281451,0,0,0,0,0,0.0285420664863831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121909477018889,-0.0405149307736973,0,0,0,0,0,-4.33680868994202e-19,-0.00479415002524323,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0699087406662154,0,-0.102086535038045,0,0,0,0,0.103657247563555,0,-0.0688391547190887,0,0,0,0,-0.153113017388534,0,0.234030946845356,0,0,-0.0365375436086995,0,0,0,0,0,0,0,0.0463206529527221,0,0,0,0,0.00551926009654408,0.00241406837532851,0,0,0.142159910100198,0,0,0.0749401599490021,0,0,0,0.00997759577854533,-0.019676111453985,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.133138406731836,0,0,0,0,0,0,0,0,0.00133448089017502,0,0,0,-0.0849704812332475,0,0.144089865606994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545051734691543,0,0.177660075502535,-0.0181187552487719,0,0,0.0209875256164355,-4.33680868994202e-19,0,-0.0834270263814944,0,0,0,0.0129815707434863,-0.00800205912230354,0,0,0,0,0,0
X000568.SZ,0,0,0.106237395964717,0,0.622117530138199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262483566118176,0,0,0,0,0,0.0224496596846362,0,0,0,0,0,0,0,0,0.131639798062274,0,0,0,0,0,0,0,0.0451824909090471,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X000625.SZ,0,0.0953088430639355,0,0.0220474778902589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282255982254153,0,0,-0.113673276475201,0.0598394943960698,0.0259735459618878,0,0,0,0.0653593168155682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982882364562771,0,0,0,0,-0.037310769345802,0.0312432103263771,0,0,0,0,0,0
X600741.SH,0,0.452390927751035,0,0,0,0,0,0.101290903851864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454755857603926,0,0,0,0,0,0,0.00484738797325835,0,0,0,0,0,0,0,0,0.0285688844332532,0,0.024788491660149,0,0,-0.0794276253501535,0,0,0,0,0,-0.0108271451788323,0.0122214378099061,0,0,0,0,0,0
