,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600690.SH,X000100.SZ,X002241.SZ,X600271.SH,X600118.SH,X600031.SH,X000559.SZ,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X600177.SH,X000568.SZ,X002465.SZ,X002049.SZ,X300124.SZ,X000977.SZ,X002129.SZ,X601877.SH,X002294.SZ,X300003.SZ,X000869.SZ,X600867.SH,X002074.SZ,X002456.SZ,X600582.SH,X002506.SZ,X002085.SZ,X000623.SZ,X002426.SZ,X000547.SZ,X600839.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0408403191523832,0,0,0,0,0,0,0,0.0351526752149775,0,0,0,0,0,0,0,0,0,0,0,0,0.0887686831164806,0,0,0,0,-0.0226875868743259,0.0243139792739275,0,0,0,0,0,0,0,0,0.0444996480567435,0,0,0,0.0261209865535756,0,0,0,-0.0142324507124283,0.0188011817710598,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.330711302414182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258742387853888,0.0781360610828034,0,0,0,0,0,0,0,0,0,0.0153223158736288,0,0,0,0,0,0,0,0,0,-0.0368019146969454,0,0,3.46944695195361e-18,0,0,0,-0.00949624752773004,0.0249082758874547,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154294371667571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575488040607328,0.106462168193483,0.045786736419908,0,0,0,0,0,0.0423601152228291,0,0.0591642766799191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.200177181368749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103700002278672,0.0839869464759673,0,0,0,-8.67361737988404e-19,0.11603381804558,0,0,0,0,0,0,0,0,0.0142309728809782,0,0,0,0,0,0,0,0.0160887280517586,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00416109251539104,0,0,0,0,0,0,0.0285207614802601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162595723679871,0.106808273078589,0,0,0,0,0,0,0.0291785664668904,0,0.01378635210058,0,0.0748657084602299,0,0.0291722068552436,0.14040133179696,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00609221771367539,0,0,0,0,0,0,0,0.127394322306451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05139204202833,0.0270972612203462,0,0.00553639180609844,0,0.0768139244816373,0,0.0554270817503926,0,0,0,0,0.00272955348802819,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0553548320475925,0,0,0,0,0,0.0219685215195523,0,0,0,0,0,0,0,0,0,0,0.0355763386855856,0,0,0,0,0,0,0,0.301708617061709,0,-0.00730513118884978,0,-0.0661309217427513,0,0,0.122415409584979,0,0,0,0,0,0,0,0,0,0,0.114174631344232,0.0125435467884071,0,0,0,0.00985317536238448,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0198426950159876,0,0,-0.0175389333974929,0,0,0,0,0,0,0.050287558766841,0,0,0,0,0,0,0,0,0,0,-0.0469782525115838,-0.0475032559902671,0,0,0,0,0,0,0.113846914607736,0,0,0,0,-0.0125205367967346,0,0,-0.00771571938616482,0.0681811247278756,0,0,0,0,0.00239215841299463,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190785403620377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134312407863656,0.140065700306852,0,0,0,-0.020414366390126,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113279535114051,0,0,0,0.268483728405877,0.0399855730250814,0.103751911160169,0,0,0,0,0,0,0,0,0,0,0,0,0.0371756305142041,0.0647252258969542,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151656357806796,0,0.00127770659805258,0,0,0,0,0,0,0,0,0,0,0,0,0.152386613322015,-2.71050543121376e-20,0.0536052582218866,0,0,0,0,0,0.0269801591990288,0.0693964525911503,0,0,0.0416207433106693,0,0,0.0106879502398765,-2.71050543121376e-20,0,0,0.00529263798118328,1.73472347597681e-18,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868064011683663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945376508269156,0,0,0.122714324461152,0,0,0.255061409011329,0.159237338769155,0,0.0249013870579019,0,0,0,0,0,0,0,0.00673153284475268,-0.0334701332355686,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457370145623397,0,0,0,0,0,0,0,0,0,-0.00443451613658503,0,0,0.0524839613398046,0,0,0,-0.0503765404220833,0,0,0,0,0,0,0
