,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X002475.SZ,X000651.SZ,X003816.SZ,X000625.SZ,X600104.SH,X002371.SZ,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X000157.SZ,X002236.SZ,X600703.SH,X000977.SZ,X002463.SZ,X002241.SZ,X600372.SH,X002049.SZ,X600741.SH,X600584.SH,X002129.SZ,X000661.SZ,X600522.SH,X002028.SZ,X601877.SH,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X000921.SZ,X600418.SH,X002074.SZ,X002007.SZ,X002156.SZ,X002223.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0431336509766703,0,0,0.159670842897238,0,0,0,0,0.0141976939908687,0,0,0,0,0,0,0.109014902104152,0,0,0.0256058945673331,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.013050014314041,-1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0,0,0.0276790455988792,0,0,0.345590809052483,0,0.0149858182111627,0,0,0,0,0.00934331525810128,0,0,0,0,0,0.0324864845032215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165252414636708,0,0,0,0,0,0,0,0.0779549478602437,0,0,0,0,0,0.0216765737166293,0,0,0,0,-0.0330901376983138,0,0,0,0,0,0
X600809.SH,0.102338955288643,0,0,0,0,0.223667203474194,0,0,0.0572368511071504,0,0,0,0,0,0.0780204602804622,0,0,0.134421370384627,0,0,0.152065406649885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276853620673076,-0.0126194695444656,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.10760646099272,0,0,0,0,0.116105694425797,0,0,0,0,0,0,0,0,0,0,0,-0.0175929110916164,0.0520668224430081,0,0.086677869637658,0,0,0,0,0,0,0,0.0757189064673241,0,0,0,0,0,0,0.039715470077411,0,0,0,0,0,0,0,0,0.0641221343403554,0,-0.0342960548949777,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0837975784860308,0,0,0,0,0,0,0,0,0,0.0718633610815241,0,0,0,0.069134796218086,0.0808260572110603,0,0,0,0,0.0180309941908042,0,0,0.151091678411108,0,0.154292594095607,0.0321036450732027,0,0,0.00679050893691161,0,0,0.0958968848751774,0,0,0,0,0,0,0,-0.098785612211737,-0.00807751956839063,0,0,0,0,0,0,0
X000568.SZ,0,0.662195224423891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130431147830018,0,-0.0305076792755784,0,0,0,0,-0.0393777051221707,0,0,0,0,0,0.0985486639381642,0,0,0,0,0,0,0,0,-0.0360890034943019,0,0,0,0,0,0,0,-0.00477336327070803,0,0,0,0,0,0,0
X600690.SH,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0693053088311532,0,0,0,0,0,0,0,0,0,0,0,0.0129513698393538,0,0,0.0257987001530223,0,0,0,0,-0.0915274583555089,0,0,0,0,0,0.0379835796844841,0,0,0,0,0,0,0,0,0.209855970714019,0,0,0,0,0,0,0,-0.0149601309444683,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0237777189267722,0,0,0,0,-0.108910867972873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191563205316553,-0.0313509912150503,0,0,-0.0836712621934601,-0.0640136860124531,0.489632702543006,0,0,0,0.104201933651467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158448939210336,0,0,0,-0.0273283628649722,0,-0.0477455311258735,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0901093616176669,0,0,0,0.137120069259259,0,0,0,0.0265334139724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115139913456016,0,0,0,0,0,0,0,0.21299885498079,-0.0796489495494707,0,0,0,0,0.0387243964377131,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0331681796548662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124521428138778,0.166340391606183,0,0,-0.252788478701198,0,-0.0304216962428485,0.0280683550893007,0,0,0,0,0,0,-0.033721974001791,0,0,0,0.29040088451285,0,0,0,0.237446598205673,-0.198058901105131,0,0,0,0,0.176189008223319,0.0676404681008004,-0.0489281512989991,0,0,0,0,0,0,0
