,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600183.SH,X600703.SH,X002236.SZ,X601877.SH,X300003.SZ,X000100.SZ,X002241.SZ,X002007.SZ,X000157.SZ,X002463.SZ,X300142.SZ,X600271.SH,X002179.SZ,X300014.SZ,X000625.SZ,X300124.SZ,X600867.SH,X000066.SZ,X002008.SZ,X000977.SZ,X600498.SH,X002049.SZ,X002129.SZ,X300136.SZ,X600066.SH,X600177.SH,X002371.SZ,X300146.SZ,X002506.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.186841148828762,0,0,0.0883115140400575,0,0,0,0,0,0,0,0,0,0,0,0.018816925029575,0,0,0,0,0,0,0,0,0,0.0137201025382693,0,0.0135552722691344,0,0,0,0,0,0,0,0,0.0376235620675754,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142132495634296,0.0300974905631731,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0631053619249224,0,0,0.313919970788554,0.105832077621065,0,0,0,0,0.0789978395412045,0,0.0908992086171713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136837346951219,0,0,0,0.00961243262990099,0,0,0.07140205045699,0,0,-0.00152347754086776,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141428268926718,0,0,0,0,0.067640714140987,0,0,0,0,0,0.0377822903306338,0,0,0,0.0603177146817551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.149480249640743,0.167509059930081,0.0494238116658859,0,0,0.0335838935136067,0,0.0690028604241671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785349853653369,-0.0686975626364311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194407320953766,-0.0175825039088777,0,0,0,0,0.0221026194390104,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.198290796559982,0,0,0,0,0,0,0,0,0,0.22115488581783,0,0,0,0.165680829348935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240348975168362,0.0275794254454298,0.0772033068765106,0,0,0,0,0,0,0.0405910378135559,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185812113407022,0,0,0,-0.00560196253277548,0,0,0.0924770345926982,0,0,0,0,0,0,0,0,0,0,0.146725048017398,0,0,0,0.000804528067796068,0.0345936497969706,0,0,0,0,0,0,0,0,0,0,0,0,-0.00640532584903134,0.00602109538650816,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00956295011868083,0,0,0,0,0.108175424448052,0,0
X002304.SZ,0,0,0,0.0494477533007069,0,0,0.118818585176124,0,0,0.100696586380572,0.195576148148339,0,0,0,0,0.100489133753964,0,0,0.0465239631340577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681391816735437,-0.0326901236763039,0,0,0,0,-0.0713020729333622,0,0,0,0,0,0,0,0,0,-0.0470108282031342,0.0883174935651162,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.256286445863253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899767611864033,0,0,0,0,0,0,0,0,0,0,0,0.0611687405255247,0,0,0,0,0.0728265910829657,0,0,0,0,0,0,0,0,0,0,0,0.117014865947308,0,0.00147106478800048,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0464508809377771,0,0.0219747547108836,0,0,0.0460169016728663,0,0,0,0,0,0,0,0,0,0,0,0,0.0986680439513419,0.0319843948992349,0,0,0,0,0,0,0,0,0,-0.0183375410310305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353578309393033,0,-0.0243602410173891,0.0388263839251869,0,0,0,0,0,0
