,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000661.SZ,X000596.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X600177.SH,X000625.SZ,X002179.SZ,X002506.SZ,X600498.SH,X000977.SZ,X600776.SH,X600183.SH,X600487.SH,X002049.SZ,X002371.SZ,X600867.SH,X300146.SZ,X000066.SZ,X600118.SH,X600522.SH,X002129.SZ,X000050.SZ,X600066.SH,X600089.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0977733038112193,0,0,0,0,0,0,0,0,0.132386306619142,0,0,0.079730552979378,0,0,0.0157955343548437,0,0,0,0,0,0,0,0,0.110609528690926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00327946899002103,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.298072253604498,0.0297755022226087,0,0,0.0597699789449481,0,0.435756832803858,0,0.026074719762127,0,0,0,0,0.052341149235144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00870454434987838,0,0,0,0,0,0,0
X000651.SZ,0,0.153681385805972,0,0,0,0,0,0.0739057183473472,0,0,0,0.0558546082038219,0,0.140647916485924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117419347059591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435121459964887,0,0,0,0,-0.0231906866780626,0,0
X600104.SH,0,0,0.0209227147304637,0,0,0.113612708424964,0,0,0,0,0,0.112281838280671,0,0.0252213962853059,0.049253319955369,0.0336094974690495,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0698397344582515,0,0,0,0,0,0,0,0,0,0,0,0.0994828685342381,0,0,0,0,0.0663934537796205,0,0,0,-0.0168812721472407,0,0,0,0,0,0,0
X600276.SH,0,0,0.0817400903823153,0,0,0,0.011329571166822,0,0,0,0,0,0,0.214155098893873,0.0638914968847802,0.132393896690788,0.0123537764140274,0.089399840883324,0,0,0,0,0,0,0,0,0,0,0,0,0.00658278225964619,0,-0.0165955727657531,0,0,0,0,0,0,0,0,0.0879306134093706,-0.0155168431583533,0,0,0,0,0,0,0,0,-0.00515848806750505,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0533178222592021,0.00579270645574554,0,0,0,0,0,0,0.0515369559254256,0,0,0.0419822697066157,0.10174747595268,0,0,0,0,0,0,0,0,0,0,0,0.466617345688678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00525794471652108,0,0,0,0,-0.0428068793565551,0,0,0,0,-0.0381042340924062,0,0
X002304.SZ,0,0.235074596503492,0.092212964441744,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0348633000738584,0,0.0185564961438634,0,0,0.144567526748296,0,0.0152548187131691,0,0,0,0,0.155351516629389,0,0,0,0,0,0,0,0,0,0,0.0402362122375683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197530838859455,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.057507192983658,0,0,0,0,0,0,0,0,0,0.130637603713255,0,0,0,0,0,0,0,0,0,0,0,0.093765660805096,0,0,0.134568397734354,0.153797007116774,0,0,0.161645273611167,0,0,0,0,0,0,0,0,0,0,0,-0.0503661546611316,-0.0467339941826165,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240731168953464,0,0,0,0,0.0351710743685778,0,0.0661351132841897,0.0245985187681924,0,0,0,0.125003891710223,0.174073269604881,0,0,0,0,0,0,0,-0.0163742409578754,-0.0348702522863354,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.142640090709177,0,0,0,0,0,0.069609819273306,0.0600555357452872,0,0.0448316037407356,0,0.0863607035711244,0,0,0,0,0,0,0,0,0.0193235685759152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00784763177657361,0,0,0,0,0,0,0
