,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600118.SH,X600271.SH,X600372.SH,X000157.SZ,X000338.SZ,X600703.SH,X002129.SZ,X600089.SH,X002241.SZ,X000559.SZ,X600741.SH,X600839.SH,X600177.SH,X600066.SH,X002456.SZ,X600582.SH,X300124.SZ,X002236.SZ,X002292.SZ,X000800.SZ,X600060.SH,X002465.SZ,X600198.SH,X000977.SZ,X002475.SZ,X600435.SH,X601877.SH,X000623.SZ,X000568.SZ,X000050.SZ,X000581.SZ,X002294.SZ,X000727.SZ,X600498.SH,X002008.SZ,X002276.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0478252475957644,0,0,0,0,0,0.0416187576753258,0,0,0,0,0.0743785912901935,0,0,0,0,0,0,0,0,0.0882421977206463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139120719592279,0,0,0,0,0,0,0.00771145199191225,0,0,-0.00166064756412317,0.0105734584449582,0,0,0,0,0,0
X600104.SH,0,0,0,0.0371762242664461,0.0094506263040082,0,0,0,0,0,0,0,0,0.00623060174235955,0.0141552603084403,0.0402683186825823,0,0,0,0,0,0,0,0,0.0757016818706829,0.0106631563126399,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0916421131302875,0.297136911957351,0,0,0,0,0,0,0.0282474627132863,0,0,-0.0047507466332752,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0711020939279616,0,0,0,0.136799571240544,0,0,0,0,0.132387269640102,0,0.0618213888189733,0,0,0,0.101261056875577,0,0,0,0.163536562580625,0.0308361151855935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046494138185776,0.0893916652172915,0,0,0.00913424655743475,0,-0.00375359629034009,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0498890151537795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256004344922241,0,0,0,0,0.0229486499873306,0,0,0,0,0,0.0874985828808615,0,0,0,0,0,0,0,0.00779291931294337,0,0,0,0,0,0,0.00266489579994771,0,0,-0.00354459898200657,0.0091467355666335,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749341636904327,0,0,0,0,0,0.052859447946039,0,0,0,0,0,0,0,0.0512227894231094,0,0.0118995344290552,0,0,0,0.131741607811185,0,0.0302679530192655,0,0,0,0,0,0,0,0,0,0.0502101581790602,0,0.0667513810909241,0,0,-0.0226973842922488,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0208442805971363,0,0.0261172632296769,0.0440906825525014,0,0,0,0,0.207582749845849,0,0,0,0.0706980740878432,0.0379061882790277,0,0,0,0,0,0,0,0,0,0,0.0761247409635938,0,0,0,0,0,0,0,0.165973607263941,0,0.0951413700778443,0,0,0,0,-0.00789570233702699,-0.00378776773053949,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0654304621812008,0,0,0,0,0,0,0,0,0,0.0266270145810909,0,0.0818587440148529,0,0,0,0,0,0,0,0,0,0,0,0.00840361319766493,0,0,0,0,0,0,0,0,0,0,0,0,0.361646887523319,0,0,0,0,0,0,0,0.0103110615111213,0,-0.00883334874375154,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0162881229518676,0,0,0,0.0554080216749255,0,0,0,0,0,0.0211143703046823,0,0,0.0693840864257411,0,0,0,0,0,0,0,0,0,0,0,0.0331884304609522,0,0,0,0,0,0.0690792594069804,0,0,0.083923607719925,0,0.0593501400445719,0,0,0.216082532545559,0.0281094023862508,0,0,0.00698148621021447,0,0,-0.00361910622303479,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214167873411889,0.0242996028170567,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.00183984682616126,0,0,0.00817499351292891,0,0,0,0,0,0,0,0.167360737403664,0.0627200257324858,0,0.0872257662772475,0,0.180429019656729,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.103686448611228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00549505534473112,0.0193238303447196,0,0,0,0,0,0
