,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000063.SZ,X002304.SZ,X300124.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X600089.SH,X002463.SZ,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X002236.SZ,X600183.SH,X600522.SH,X600741.SH,X600418.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002294.SZ,X002180.SZ,X002223.SZ,X002074.SZ,X000921.SZ,X000661.SZ,X601799.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.192993330944328,0,0,0,0,0,0,0,0.127097045668254,0,0,0,0,0,0,0,0,0.0252170875198549,0.156422277330723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00144984562611304,0,0,0,-0.0333134828530005,0,0,-0.0061941804673145,0,0,0,0,0,0,-0.0520662269497934,0,0,0,0.0317611478174258,0,0
X000858.SZ,0.300800820694261,0,0,0,0,0,0,0,0.153359511491638,0.105092287001531,0,0.0409436755537749,0,0.16266357234978,0,0,0,0,0,0.112293925182885,0,0,0,0,0,0,0,0,0,-0.0513202336566962,0,0,-0.00805410338357942,0,-0.000724592868297121,0,0,-0.00563847107722189,0,0,0,0,-0.0195121486835945,0,0.097735796342145,0,0,0,0,0,0,0,0.0626677276204613,0.0641720727324007,0,0,0.0250226448336071,0,0
X600276.SH,0,0,0,0,0,0.0838558245237978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000656697390638796,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0119291938219053,0,0,0,0,0.340106924779702,0,0,0,-0.0340146104974924,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161899209871781,0,0,0.0855567269088298,0,0.113808256172748,0,0,0,0.0615637227578002,0,0,0,0,0,0.0399288338436266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.216141587100399,0,0,0,0,0,0,0,-0.102773024456026,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353196803327688,0,0,0,0,-0.0347452398931669,0,0,0,0,0,0,0,0,0,0,0,-0.0358789120918663,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0690558508054176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653596026321786,0.196821538272764,0,0,0,0,0,0,0,0,0,0,0,0.19059193562338,0,0,0,0.0264241980267269,0.0135879710120451,0,0,0,0.0121814725635539,0,0,-0.0946805861963825,0,0,0,0.109038358615736,0,0,0,0,0,0,0.0184565526964506,0,0
X600690.SH,0,0,0,0,0,0,0,0.186800114893945,0,0,0,0,0.0667619568183772,0.0840529719354003,0,0,-0.0909254099180863,0,0.059235645408339,0,0,-8.67361737988404e-19,0,0,0,0.139544801016303,0,0,0,0,0,0,0,0,0,0.0508701038771624,0,0.0308919339237271,0,0,0,0,0,0,0,0,0.0937407948045801,0,0,0,0,0,-0.0273013088497694,0,0,0,-0.00142988810753718,0,0
X000651.SZ,0,0,0,0,0,0,0.17986936095808,0,0,0.10294554494134,0,0,0,0,0,0,0,0,0,0,-0.00501493282852637,0,0,0,0,0,0,0,0,0,0.0194378027430498,0,0.0238869342313667,0,0,0,0,0,0,0,0,0,0,-0.0317101194819102,0,-0.0483464861112598,0.126405429496585,0,0,0,0,0,-0.00430052290567516,0,0,0,0.00272466745958444,0,0
X600809.SH,0,0,0,0,0.137293981148672,0,0,0.116274056885815,0,0,0,0,0,0,0,0,0,0,0.00228287656554921,0.655587143311079,0,0,0,0,0,0,0,0,0,0,0,0,0.0953816220577981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497194950922445,0,0.0833233388482457,0,0.0658643790052272,0,0,0.00679773933592779,0,0
X000568.SZ,0.26990993542964,0.317400757060307,0,0,0,0,0,0,0.0148359751708757,0,0,0,0,0,0,0,0,0,0,0.210667195556755,0,0,0,0,0,0,0,0,0,0,0,0,0.0674669976743437,0,-0.0972845881483176,0,0,0.0932682526698098,0,0,0,0,0,0,0,0,0,0,0.00840716160713974,-0.12851881588094,0,0,-0.0304850089504922,-0.027123489012058,0,0,-0.0280914086713013,0,0
