,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X002241.SZ,X000100.SZ,X002371.SZ,X000596.SZ,X000625.SZ,X002007.SZ,X600741.SH,X000157.SZ,X002129.SZ,X002179.SZ,X601877.SH,X002049.SZ,X600584.SH,X002414.SZ,X002236.SZ,X600183.SH,X000799.SZ,X000066.SZ,X300142.SZ,X601799.SH,X300003.SZ,X000800.SZ,X002008.SZ,X002074.SZ,X000977.SZ,X002185.SZ,X600779.SH,X002508.SZ,X000547.SZ,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.408417459243488,-0.157799935061445,0,0,0,0,0,0.14128125090149,0,0,0,0,0,0,0,0,0,0,0,0,0.0088358797724954,0,0,0,0,-0.0166988456972383,0,0,0,0,0.0477759147319763,0,0,0,0.0861845927463529,0,0,0,0,0,0,0,0,0,0,0.0134412235492571,0,0,0,0,-0.00871113647281745,0.0211278648908191,0,0,0,0.00388863600493319,0,0
X000858.SZ,0,0,0,0,0,0,0.14878845019495,0,0.214757616139117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300367920051926,0,0,0,0,0.0714688510639161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00954245940772289,-0.0318131755084851,0,0,0,-0.00131628648953248,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0491643427085191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612889235498518,0,0,0,0,0,0.0960333086163643,0,0.180231214758665,0.0771129113951983,0,0.120131156190309,0,0,0,0,0,-0.0668182175512628,0,0,0,0,0,0,0.0103590844223503,0,0,0,-0.00944841417471327,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00806286788556538,0,0,0,0,0,0,0,0,0,0,-0.0393550308669773,0,0,0,0,0,0.115471552307874,0,0.0182889717597673,0,0,0,0,0,0,0,0.0164877467502877,0,0,0,0.0519778335652913,0.0336636159849146,0,0,0,0,0,0,0,-0.00589267517204422,-0.0104983094240965,0,0,0,0.00607178192095779,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324626023844336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028485167093612,0,0,0,0,0.00731311798946028,0,0
X000651.SZ,0,0,0,0,0,0,0.026200756386886,0,0,0.0711866156202045,0,0,0,0,-0.034570655651409,0,0,0,0,0,-0.0699728669749191,0,0.0126070902777438,0,0,0,0,0.195145147790358,0,0,0,0,0,0,0,0,0,0,0.018453982156162,0,0,0,0.0483685219416948,0.149938233849714,0,0.0384080318696663,0,0,0,0,0,0.0182845929239129,0,0,0,0,-0.0181755326685577,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.393544760167378,0,0.212965221429976,0,0,0,0,0,0,0,0,0,-0.00263266863965527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878909276499517,-0.0357496586100636,0,0,0,0,0,0,0,0,0.0963331352486798,0,0,0,0,0,-0.0175892076489198,0,0,0,-0.00107120638013443,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.014425862051022,0,0,0,0,0,0,0,0,0,0.0471276594786625,0,0,0.0274289092360921,0,0,0,0,0,0.177901795396948,0,0,0,0,0,0,0,0,0.0385737282492848,0,0,0.0322068886041712,0,0,0,0,0,0,0,0,0,0,0,-0.0465228862959336,0,0,0,0,0.0371647808438187,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0.110670191388875,0,0,0,0,0,0,0,0,0,0,0,-0.0654810604056844,0.187060110813712,-0.0997422592722786,0,0,0,0,0,0,0,0,0,0,0,0.0727551387423943,0,0,0,0,0,0,0,0,0,0,0.159542458202326,0,0,0,-0.0234013666242173,0,0,0,0,0.00387452827617146,0,0
X600690.SH,0,0,0,0,0,0,0,0.0587633936443296,0.29193465225372,0,0,0.050907515831726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129935845235448,0,0,0,0,0,0,0,0,0,0.0593069775698272,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0297756904790361,0,0,0,-0.0140604678084555,0,0
