,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X002129.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002371.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X000661.SZ,X600522.SH,X002074.SZ,X002180.SZ,X300142.SZ,X601877.SH,X600741.SH,X000733.SZ,X600460.SH,X000100.SZ,X600884.SH,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X002176.SZ,X002236.SZ,X600563.SH,X600584.SH,X000800.SZ,X600779.SH,X002007.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00235500479597707,0,0.192653375470134,0,0,0,0.0266656193610231,0,0,0,0,0,0,0,0,0.0215696628346492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496350636383718,0,0,0,0.0646576822248635,0,0,0,0.0520896004172763,0,0,0,0,0,0.021118220696117,0,0,-3.46944695195361e-18,0,0,0,0.0122402511644566,-3.39733278158346e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0.282519680508683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0171492346431484,0,0,0,0,0,0.0308651610152693,0.198640977504423,0,0,0,0,0,0,0,0,0.179716222544499,0,0,0,0.00576714093760965,0.0341265143029173,0,0,0,0.0051140871653905,0,0
X600809.SH,0.19904187047308,0,0,0.296756202003779,0.0347755381231588,0.0174634760682605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186013534863193,0,-0.0125381496687924,0,0,0,0.0117089767647077,0,0,0.148877065573341,0,0,0,0,0,0.0640879280678688,0,0,0,0,0,0.203888235659021,0,0,0,0,0,0,0,0
X000568.SZ,0,0.0153885895354267,0.166604893878659,0,0,0,0,0.0129893344314897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421463039024438,0,0,0,0,0,0,0,0,0,0,0,0,-0.00425022521831118,0,0,0,0,-0.00263241536746878,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0520569833912686,0,0,-0.128657595531096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833406141263884,0,0,0,0.883148913184441,0,0,0,0,0,0,0,0.0386427331465545,0.0471898496606193,0,0,0,0,0,0
X002304.SZ,0,0,0.111913467178916,0.102652258656262,0,0,0.00402395758012564,0,0.086124016288248,0,0,0,0,0,0,0,0.135869185664799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141835656484125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252598782020592,0,0
X600690.SH,0,0,0.0705265959241913,0,0,0.247809140295844,0,0,0,0,0.260482505286468,0,0,0,-0.0153789380393555,0.037396841186834,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00382038022536267,0,0,0,0,0,0,0,0,0,0.0477809810806926,0,0.0171063684048475,0,0,0,0,0,0,0,0,0,-0.034955739132753,0,0,0,0,-0.0587365901285455,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189192372299303,0,0,0,0,0,0.24961707963153,0,0,0,0.0493214120410018,0,0.0622562967567029,0,0,0,0,0,0,0,0,0,0,0,0,0.00240110048261307,0,0.109111896897145,0,0,0,0,0,0,0,-0.020061172340181,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880067054374672,0,0,0,0,0,0,0,0,0,0,0,0.19858248945524,0,0,0,0,0,0,0,0,0,0,0,0.115344914627682,0,0,0,0,0,0,0.132111447908301,0,0.259057884228541,0.0110820355191028,0,0,0.0447506996920692,0.0271729823944486,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0221833936166702,0,0.112082867300907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165721621189894,0,0,0,0,0.0177176081303082,0,0,0.0672745188524809,0,0,0,0,0.0345630657910645,0,0,0,0,-0.000437448636293976,0,0,0,0,0.0206687557687322,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986296025204657,0,0,0,0,0,0,0.0955672863252047,0.0264777024742306,0,0,0.00301908640731507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470516841227516,0,0,0,0,0,0,0.0135188241947808,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0376734213135379,0.0932370038946198,0,0,0,0,0,0,0,0,0,0,0,0,0.0343317102833106,0,0,0,0,-0.0610511589271557,0,0,0,0.112442052671978,0,0.299245948554373,0.051155101143097,0,0,0,0.0907163601880802,0,0,0,0,0,0,0.00923378540101261,0,0.00449997016006723,0,0,0,0,0,0,0
