,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X002241.SZ,X600183.SH,X000596.SZ,X600703.SH,X002007.SZ,X300003.SZ,X601877.SH,X000100.SZ,X002236.SZ,X000157.SZ,X300142.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000625.SZ,X300136.SZ,X600867.SH,X002129.SZ,X300014.SZ,X000977.SZ,X600177.SH,X002506.SZ,X600498.SH,X002049.SZ,X002180.SZ,X600066.SH,X002456.SZ,X600487.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0285535968986101,0,0,0.529326825949616,0,0,0,0,0,0,0.0555728473832357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014284497811216,0,0,0,0.0185555940907661,-0.0338857777274867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.122253904466784,0,0,0.373992147788052,0,0,0,0,0,0,0,0.00488270258406112,0,0,0,0,0,0,0,0,0,0,0,0.0167447058054146,0,0,8.67361737988404e-19,0,0,0,0,0,0.00410289267845041,0,0,0,0,0,0,0.0325466211612813,0,0,0,0.000815270326865976,0,0,0,0,0.00130698244500521,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.125516577704457,0,0,0.199799816358612,0,0,0,0.0497297001993445,0,0.0185817236917986,0,0,0.0574162189127914,0,0,0.0182060617830706,0,0,0,0,0.0848232524579262,-0.0299473894658977,0,0,0,0,0.0079888361943546,0,0,0.0556367187439394,0,-0.0612263325903373,0,0,0.0687009156830223,0,0,0,0,0,0,0.00972214453275921,0,0.010078440537891,-0.0289670503378827,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0196009413919229,0,0,0,0,0,0,0,0,0,0,0,0.233083819708495,0,0,-0.0575940971756831,0,0,0.260276898300907,0,0.0682395141779034,0,0.00675354363466282,0.0214356007476644,0,-0.0258841855998595,0,0.128809752434684,0.0578369670019379,0,0,0,0,0,0.0151567014514623,0,0,0,0,0,0,-0.0551943848065369,0,0,0,0,0,-0.00465377753471263,0,0,0,0,0.012181694337592,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0240980945206555,0,0,0,0,0,0,0,0.100507090177103,0,0,0,0,0,0,0,0,0.115052623035398,0,0.498408626200979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00343227326837692,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0524791523391295,0,0,0,0,0,0,0.157930714236644,0,0,0,-0.0202030302538024,0,0,0,0,0,0,0,0,0,0.0059276486920253,0,0,0,0,0,0.0588169202313774,0,-0.00200660182819133,0,0,0.0371106049504861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110105127461566,0,0,0,0,0.150736636946962,0,0
X002304.SZ,0,0.0648930867647317,0,0,0,0,0.101136583669575,0,0,0,0,0.186046521915627,0,0,0,0,0,0,0.0430998064737285,0,0.063566016130062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154422173292708,0,0,0,-0.00868923497917352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019218248813271,0,0,0,-0.0113401043021538,0,0
X002475.SZ,0,0.0398269023330358,0,0,0,0,0,0,0,0,0,0.0723326112467892,0,0,0,0.0434439977927083,0,0,-8.67361737988404e-19,0.0372590468648309,0,0,0,0,0,0,0.0412904229434936,0,0,0,0,0,0,0,0.111821903351773,0,0.0198679145303072,0,0,0,0,0,0,0,0.112993662021204,0,0,0.167035739232568,0,0,0,0.0309883479387676,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.206053685623053,0,0,0,0,0,0,0,0,0,0,0,0.0827662087856191,0,0.0594440601725175,0,0,0.243481622062234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420812280793347,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0105281889029346,0,0,0,0,0,0,0
