,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X000100.SZ,X002241.SZ,X600271.SH,X000559.SZ,X600118.SH,X600031.SH,X600066.SH,X600741.SH,X002236.SZ,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X300124.SZ,X000568.SZ,X002049.SZ,X600177.SH,X002465.SZ,X601877.SH,X000977.SZ,X300003.SZ,X002456.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X000869.SZ,X600867.SH,X600582.SH,X002426.SZ,X300001.SZ,X600498.SH,X002085.SZ,X002276.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727881697854606,0,8.67361737988404e-19,0,0,0.0365725059706886,0,0,0,0,0,0,0,0,0,0,0,0,0.123459785439457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569416153906957,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.111994945019712,0,0,0,0,0,0,0.105920361119898,0,0,0,0,0,0,0,0.104919895452557,0.122494099166535,0,0,0,0,0,-0.0132117771788929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249174286349551,0,-0.0403041955281254,0,0,0,0.00864981409683501,0.00684030016557402,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.015936684309454,0,0,0,0,0,0,0,0.139236868917063,0,0,0,0,0,0,0,0,0,0.134455552538219,0,0.0552309545322669,0,0,0,0,0,0.0702273511662932,0,0,0,0,0.0634788314627089,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.00185787844968279,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.275526730097253,0,0,0.00013980084668493,0,0,0,0,0,0.132139164844278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184572111123145,0,0.0398161202784292,3.46944695195361e-18,0,0,0.120318525609158,0,0,0,0,0,0,0,0,0,0,-0.00580511734318569,0,0.0147823688264471,-0.00368655393462231,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0548730872027208,0,0,0,0,0,0,0,0,0.0107105355599697,0,0,0,0,0,0,0,0,0,0,0.00817510488125377,0,0,0.139490665127828,0,0,0.00101651529246495,0,0.0572227177837345,0.0571099575009236,0,0,0,0,0,0,0.0364486283745358,0,0,0,0.0407880222912994,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0624589726054243,0,0,0,0,0.0222743434016093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260097139041028,0,0,0,0,0.00481786472431854,0.193024612453458,-0.0827819946684025,0,0,0,0,0.0529465076674632,0,0,0.0786252166820333,0,0,0,0,0,0,0,0,0,0.0374286085921657,0,0.00194172741643554,0.00479123479334948,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483640877109739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272522237074711,0,0,0,0,0,0.13978843814142,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0192347568739756,-2.71050543121376e-20,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566114102068947,0,0,0,0,0,0,0,0,0,0,0,0,-0.04806346759939,0,-0.0534527159215934,0,0,0,0,0,0,0,0.0937863638711146,0,0,0,-0.0490231022593515,0,0,0,0.0974086231437932,0,-0.00468337977601997,0.00602262974311015,0,0,0,0,0,0
X000625.SZ,0,0,0,0.160172564914091,0,0,0,0,0,0,0.0335782308608134,0,0,0,0,0,0,0.219769037934339,0,0,0,0,0,0.0825019796627895,0,0,0,0,0,0,0,0.137620556971638,0,0,0.0389498245254938,0,0,0,0,0.04668290077004,0,0,0,0,0,0,0,0,0,0,0.00573786190174613,0,0,0,0,0,0,0
X000063.SZ,0,0,0.037332567768233,0,0,0,0,0,0,0,0,0,0,0,0,0.0349508299452462,0,0,0,0,0,0,0,0,0,0,0,0,0.176343780394433,0.0827839866141288,0,0.0957853397569096,0,0,0.0538303564094796,0,0,0,0,0,0,0,0.0340647329706422,0,0,0.198709609151037,0,0,0.0208091415551982,0,0.0214939329755156,-0.00650898066749986,0,0,0,0,0,0
