,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002241.SZ,X000625.SZ,X002475.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X600809.SH,X601877.SH,X002008.SZ,X300136.SZ,X002085.SZ,X002508.SZ,X600487.SH,X300003.SZ,X600089.SH,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X600867.SH,X002294.SZ,X000050.SZ,X300115.SZ,X000559.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600498.SH,X600566.SH,X600884.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00398869948044393,0,0.150946837799046,0,0,0,0,0,0,0.141797202987539,0,0,0,0,0,0,0,0,0,0.0262154195500642,0,0.0262630960770345,0,0,0,0,0.0825961430452799,0,0,0,0,0,0,0,0,0,0,0.0684647447914795,0,0,0,0,0,0,0,0,0,0.0186065357140068,0,0.00863886116489596,-0.0189169137160255,0,0,0,0,0,0
X600104.SH,0,0,0.021484014723729,0,0,0,0,0,0,0,0,0.0436995077907289,0.0988035958756967,0,0,0,0.390781958676361,0,0,0,0,0,-0.0573041185247867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07923781092826,0,0,0,0,0,0,0,0,0,0,0.00935976647074729,-0.0141690077838298,0.0197444495482261,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0936560619789306,0,0.101564533934346,0,0.215496502671125,0,0,0,0.0333565327117764,0,0,0,0,0,0,0.109730811299963,0,0,0,0.0659305468690685,0.0405281240967665,0,0.0935382816006577,0,0,0,0,0,0,0,0,0,0,0,0.0513192036147519,0,0,0,0,0,0,0,0,0,0.0213526567683519,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.262077523659078,0,0,0,0,0,0.253670539554117,0,0,0,0,0,0,0,0.108526084407015,0,0,0,0,-0.0451435267452228,0,0,0,0,0.0818695429375736,0,0,0,-0.039584511234595,0,0,0,0,0,0,0,-0.126449833610138,0,0,0,0,-0.0201885517069743,0,0,0,-0.0580685843556352,0,-0.0181672166388323,0.0189474452736068,0,0,0,0,0,0
X000858.SZ,0,0,0,0.188199823799012,0,0,0,0,0,0,0,0.455149409359871,0.021366376170698,0,0,0,0,0,0,0,0,0,0,0.109163898531166,0,-0.0209856643114713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240512754241255,0,0,-0.0117488728789136,0.00620501376825858,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.00824219548591961,0,0,0.135352323363738,0.0131550824671304,0,0,0,0,0,0,0,-0.0848639892892738,-0.0448391365658085,0,0,0,0,0,0,0.046380298573719,0,0,0,0,0,0,0,-0.0231028750587958,0,0,0,0,0,0,0,0,0,0.0790880177976727,0,-0.0353303971969948,0,0,0.029825453649237,-0.0314008624530139,0,0,0,0,0,0
X000725.SZ,0,0,0.277048377621764,0,0,0,0,-0.0676518729177567,0,0,0,0.032314596533004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280074920915231,0,0.0476961827688059,0,0,0.133148979919071,0.235700104570648,0,0.154848467533034,0,-0.0430599441380928,-0.0117775369099039,0.02537283607889,-0.16541694195891,0,0,0,0,0
X002304.SZ,0,0,0,0,0.193460295474386,0,0,0,0,0,0,0.0889742386591443,0,0,0,0,0.155584158532474,0,0.218975414750167,-0.144481829345078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017894341724828,0,0,0.0937453810276817,0,0,0,0,0,0,0,-0.03931646575454,0,-0.00210543721698886,8.67361737988404e-19,0,0,0,0,0,0
X000063.SZ,0,0,0.148894299849815,0,0,0,0,0,0,0,0,0,0.113171784116588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150450764811701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386856187228223,0.0873361109594517,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.127746916097781,0,0,0,0,0.0944779917938005,0.134967139528091,0,0,0.150411909137699,0,0,0,0,0.152612292228197,0,0,0,0,0,0.0377661932371328,0,0,-0.275434211140947,0,0,0,0,0,0,0,0,0.126056841963623,0,0,0,0,0,0,0,0,-0.0606807870327136,0,-0.051372615064787,0.0144523771717496,0,0,0,0,0,0,0
