,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X002129.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X600089.SH,X002179.SZ,X000661.SZ,X600522.SH,X300142.SZ,X601877.SH,X002074.SZ,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X600702.SH,X000100.SZ,X600884.SH,X000799.SZ,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X600563.SH,X600779.SH,X000800.SZ,X002056.SZ,X002176.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.118556382630985,0.0877751846158287,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0192896089641448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560032118977939,0.00973992084934002,0,0,0,0.129706733869623,0,0,0,0,0.0266711063225148,0,0,0,0,0,0,-0.000971433687237392,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0304510188065932,0.0715214262769424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951408926613474,0,0,0,0,0,0,0,0,0,-0.0312993674369547,0,0,0,0,0,0,0.135686294882402,0,0,0.275390069945846,0,0,0,0,0,0.0394177957794935,0,0.0640094593485094,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.25652722939305,0,0.175395747092796,0.0224033984555976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432438265838585,0.26896581688862,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0372875521606673,0,0,0,0,0,0,0
X000568.SZ,0,0,0.190376932351285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177361183409448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3584102260327,0,0,0.0328000744328976,0,0,0,0,0,0,0,0,0,0,0,-0.00832172194785688,0,0,0,0,-0.0127149732599003,0,0
X002415.SZ,0,0,0.104858762944603,0,0,0,0,0,0,0,1.73472347597681e-18,0.0276986767141008,0,0,-0.160298012183639,0,0,0,0,0,0,0,0.075865810777377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857713108285295,0,0,0,0,0,0,-0.00151757531332766,0,0,0.0392098897547813,0.0516143299193336,0,0,0,0,0,0
X002304.SZ,0,0.145005079124326,0.00672866486713477,0,0.0419597094526744,0,0.110492415859677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130129177152617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304037540355284,0,0,0,0,0,0,0,0,0,0,0.0199919563091214,0,0,0,-0.00633787048784263,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.0841067764004609,0,0,0.0780070256302985,0,0.108894135602456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203016135075634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378977539718439,-0.0106744991700608,0,0,0,-0.105295558528032,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0655114238724656,0,0,0,0,0.446559879473704,0.0266520502098818,0,0,0,0,0.0652634463929057,0,0,0,0,0,0,0,0,0,0.00329933265456135,0,0,0.125486729011346,0,0,0.0398004223749075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.157958502287606,0.0106158359156498,0,0,0,0,0,0,0.120754548279774,0,0,0,0,0,0,0,0,0.166364376091041,0,0,0,0,0,0,0.0231082024456641,0,0,0,0,0,0.0886237714060251,0,0,0,0,0,0,0,0.0541025611477787,0.262137431431891,0.030592097017128,0,0,0,0,0.041087682429589,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0588619460314175,0,0.15876339305634,0,0,0.0105799683337293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105639249939791,0,0,0,0,0,0,0,0,0.0301371371442306,0,0,0,0.0390582703542185,0,0,0,0,-0.00264120295245822,0,0,0,0,0,0,0
