,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X000157.SZ,X600703.SH,X000100.SZ,X300142.SZ,X002236.SZ,X600271.SH,X002007.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002179.SZ,X002506.SZ,X600498.SH,X600183.SH,X600487.SH,X000625.SZ,X600177.SH,X002371.SZ,X600867.SH,X000977.SZ,X000066.SZ,X300014.SZ,X600776.SH,X002241.SZ,X600066.SH,X300146.SZ,X600522.SH,X000050.SZ,X002129.SZ,X600089.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.216830958981248,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.00639396224096243,0,0.0388316107110456,0,0,0,0,0,0.0122353984491281,0,0.0369132937594236,0.148950303321024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016410838866411,0.057509856141289,0,0,0,0,0,0,0,0,-0.0148534303746464,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196604191560882,0,0.33006077240246,0.096942131707285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052644524957613,0,0,0,0,0,0.0768087640896804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114369690740533,0,0
X000651.SZ,0,0,0,0,0,0,0.203308439693981,0.0770083433207078,0,0,0,0.200876046983035,0.16052025747702,0,0.0101635625545276,0,0,0.0842604535353657,0,0,0,0,0,0,0,0,0,0,0,0,0.000473731020042886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310610141296158,0,0,0,0,-0.0115636852930266,0,0
X600104.SH,0,0,0.0786748936507293,0,0,0.0189413257394023,0,0,0,0,0,0,0.0022382842442285,0,0.196962702775687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271509606252981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0139478740999527,0,0,0,0.00618519361958587,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.236535090247916,0,0,0,0,0.153200449324381,0,0,0,0,0.0508687249699139,0,0,0,0,0,0,0,0,0,0,0,0.0457516191501003,0,0,0,0,0,0.0665595445893216,0,0,0,0.0211273496258734,0,0,0,0,0,0,-0.0219989223593209,0,0,0,0,0.0113085001177152,0,0
X002415.SZ,0,-0.0158061435946783,0,0,0,0,0,0,0,0,0,0,0.361787087245725,0,0,0,0,0,0,0,-0.0856784147152628,0,0,0.544128853298141,0,0.0108411752271655,0,0,0,-0.0811193073507472,0,0,0,0.154057862621543,0.00196050589308293,0,0,0,-0.11501243281774,0,0,0,0,0,0.0542523891031899,0,0,0,0,0,0,-0.00538388742954348,0,0,0,0,0,0,0
X002304.SZ,0,0.350794005303181,0,0,0,0,0,0,0,0,0,0,0.108139568520999,0,0,0,0.0481231512387912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317750388226988,0,0,0.0213524197669963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124348303319133,0,0,0,0,0.0401519748110236,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.106686335315333,0,0,0.139538609001472,0,0,0,0,0,0,0,0.022177509303222,0,0,0,0,0,0,0,0,0,0.173801005805962,0,0.133271737254838,0,0,0,0,0,0,0,0,0.237925456633984,0,0,0,0,0,0,0,0,0,-0.0189455527146968,-0.0247204424617164,0,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.041104653860741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111215006058789,0,0,0,0,0,0,0,0,0,0,0.106639786694922,0,0,0,0,0.102594351118932,0.107498012477576,0,0,0,0,0,0,0.292143314890066,0,0,0.0197811013954707,0,-0.00370558601655229,0,0,0,0,0.00518464468579055,0,0
X000568.SZ,0,0.244840017098193,0,0,0,0,0,0.0217491063529423,0,0,0,0,0,0,0,0.202738665938695,0,0,0,0,0.0635298064336921,0,0.020771430566567,0.0181008995358684,0,0,0,0,0,0,0,0,0,0,0.0414124614958149,0,0,0,0,0,0.050850188047016,0,0.134258944704937,0,0,0,0,0,0,0,0,-0.0271205256429729,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0692151278485686,0,0,0,0,0,0.0344057854894467,0,0.0649152079113088,0.0687096897769908,0,0.0973101831633952,0,0,0,0,0,0,0.0759531461422641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976202903677052,0,0,0,0,0,0,0,0,-0.0221907137811594,0,0,0,0,0.0203397453063016,0,0
X600031.SH,0,0.0613354583208161,0.142962365684233,0,0,0,0,0,0,0,0,0,0,0.200886290724752,0,0.0955035115773425,0.110231583151725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182077482947425,0,0,0,0,0.0281091459642684,0,0
X002475.SZ,0,0,0.0724721612351055,0,0,0.135159366224759,0,0.133597035319109,0,0,0,0,0,0,0.187939812082436,0,0,0,0,0,0.222074713358543,0,0,0,0,0,0,0,0.0228738684497053,0,0,0,0,0.0623216587673197,0.0765954186320849,0,0,0,0,0,0,0,0.0156970069362215,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
