,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X000338.SZ,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X600271.SH,X000596.SZ,X000100.SZ,X000661.SZ,X600809.SH,X002236.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X000157.SZ,X002007.SZ,X300142.SZ,X600487.SH,X002456.SZ,X002506.SZ,X600498.SH,X600776.SH,X600867.SH,X600177.SH,X600066.SH,X000050.SZ,X600089.SH,X002241.SZ,X000977.SZ,X002179.SZ,X600522.SH,X300146.SZ,X002508.SZ,X002180.SZ,X600118.SH,X002371.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.211184913974936,0,0,0,0.131880894621271,0.0283108759926183,0,0,0,0,0,0,0,0,0,-0.0631228426199937,0,0.052102549192277,0,0,0.0171597572560931,0,0,0,0,0,0,0,0,0.0821404248863073,0,0,-8.67361737988404e-19,-0.00542857578568121,0,0,0,0,0,0,-0.0429055419738617,0,0,0,0,0,0,0,0,0,-0.00355936492306957,0.0169645628440844,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.23680784842879,0,0,0.11091196102705,0,0.031465937082812,0,0,0,0,0,0,0.0689212649221437,0,0,0.23822860706838,0.122934189459933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136280194515308,0,0,0,0,-0.0301561813558825,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0493903467465743,0,0.146753846490058,0.0356365221719976,0,0,0,0,0,0,0.0166855002780985,0.0784909923231122,0.0380971801638788,0,0,0,0,0,0,0.0619408338690797,0,0,0,0,0,0,0.0634981895514032,0,0,0,0.0583216671794211,0,0,0,0,0,0,0,0,0,-0.0157538356617585,0,0,0,0,0,0,0
X000651.SZ,0,0.233320668960989,0.00821687199357533,0,0.0764688743903606,0,0.0885297018295801,0,0,0.0134824737631045,0,0,0,0,0.0376790737622871,0,0,0,0,0,0,0,0.0374886534355644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098001423136813,0,0,0,0,-0.00352441343930194,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.022797691548382,0,0,6.93889390390723e-18,0,0.00482818786142191,0.00374138877663172,0.104311034127981,0,0,0,0,0,0,0,0.336598889833911,0,0,0,0.0242761184791954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645843847552701,0,0,0,0,0.0316752938977996,0,0,0,0,0,-0.0189140074633204,0.0100455798455315,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.124185096448953,0,0,0,0,0,0,0,0,0,0.0463674992691699,0,0,0,0.155738859775731,0,0,0,0.117584901075622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106588370788812,0.0792728699268342,0,0,0,0,0,0,0,0,0,0,-0.0308125002152295,0,0
X002304.SZ,0,0.113457685204866,0,0.00134589124699686,0,0,0,0,0,0,0.0685268055854598,0,0,0.364252471252311,0,0,0,0,0.259858762297687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480464889645757,0,0,0,0,0,0,0,0,0,0.00554078550421757,0.0610590248269822,0,0,0,0,0,0,0,0,0,-0.0205793836266882,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0474894657604769,0,0,0,0.167627989866176,0,0,0,0.0233754998099562,0.111218205247976,0,0.148545453905779,0,0,0,0,0,0,0,0,0,0,0,0.035921556159147,0,0,0,0.0747416878642843,0,0,0.0224672540446194,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393426174265444,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0501898378199962,0,0,0,0,0,0,0,0,0.00784762829545787,0,0,0.00254331015453092,0,0.0351194737339324,0,0,0,0.0371798653170738,0,0,0,0,0,0,0,0.254467831932668,0,0,0,0,0,0,0,0.0833489440473517,0.250525642689879,0,0,0,0,0,0,0,0,-0.00511144086734357,-0.0220378933653117,0,0,0,0,0,0
X600690.SH,0,0.228388742668131,0,0.0375711113393361,0.0363919421274768,0,0,0,0,0,0,0,0,0,0.0433568786115843,0,0,0,0,0,0,0,0,0.115490682600794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0047606154523135,0,0,0,0,0,0,0.364492251865141,0,0,0,0,0,-0.0145669120930667,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0229737391991694,0,0,0,0.259121280275878,0.102593525542558,0,0,0,0,0,0,0,0,0,0.0261521543543219,0,0,0,0,0,0.216838482291637,0,0,0,0,0,0,0,0,0,0.00498901696855971,0,0,0,0,0,0,0.0443528842995456,0,-0.0293946039427864,4.33680868994202e-19,0.0457427803552018,0,-0.00776780395480798,0,0,0,0,-0.0782053994827192,0,0
X000338.SZ,0,0,0.0710484210972437,0,0,0,0,0,-0.0839801935642909,0,0.293783942771585,0,0,0,0,0,0,0,0,0,0,0.150865657759538,0.125060940166897,0.014158641095887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043059111495978,0.089014584954514,0,0,0,-1.38777878078145e-17,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.1619318818255,0,0,0,0,0,0.0791116729457617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542979305441042,0.0120033040168074,0,0,-0.00451024890802211,0,0,0,0,0,0.223766673974653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
