,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X000625.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000661.SZ,X600089.SH,X002180.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002241.SZ,X000733.SZ,X600702.SH,X600522.SH,X600741.SH,X002074.SZ,X000157.SZ,X600460.SH,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002007.SZ,X600779.SH,X300146.SZ,X002294.SZ,X600563.SH,X600487.SH,X002236.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.249012320908785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188541226394899,0,0,0,0,0,0,0,0,0,0.043910610201917,-0.000523159653567464,0,0,0,0,0,0,0,0,0,0,0.0304994114269186,0.219331121929878,0,0,0,0,0,0,-0.000605107548157103,0.0301005451797737,0,0,0,0,0,0
X000858.SZ,0,0,0.073348592648262,0.320774671113159,0,0.303377276164231,0,0,0,0,0,-0.0412874885862674,0,0,0,0.0919173259049162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475946135897354,0,0,0,0,0,0,0.010854786857673,0,0,0,0,0,0,-0.0061279655008065,0,0,0,-0.0164152967718609,0.00505126795192747,0,0,0,0,0,0
X600809.SH,0.0430372665396235,0,0,0.65345274272672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252461097550584,0,0,0,0,0,0,0,0,0,0,-0.192086462477264,0.00831606255607908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115659438627559,0.00839597100480482,0,0,0,0,0,0
X000568.SZ,0.183531417724058,0.455241434912193,0.301751088190145,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109328316816253,0,0,0,0,0,0,0,0,0,0,-0.00466617186456994,0.011652604613031,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0688094321940866,0,0,0,0,0,0,0,0.0493797129860105,0,0,0,0,0,0,0,0,0,0,0.0608574876373521,0.0469243264677486,0,0,-0.0153833472327768,0,0,0,0,0,0,0,0.123913831179187,0.0233083105850758,0,0,0,-0.0142653675291003,-0.0740248797382658,0,0,-0.00469455785140041,-0.00678807205723936,0,0,0,0,0,0
X002304.SZ,0,0.141135996224197,0,0.392842870409557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070583452570154,0,0,0,0,0,0,0,0,0,0.129117202278293,0,0,0,0,0,0,0.00657794337704074,0.0104112982406985,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125694119365774,0,0,0,0,0,0,0,0,-0.0427705760423078,0,0,0,0,0,0.0483205966531635,0.139019698797925,0,0.0321611392865921,0,0.0176879753265645,0.165187395289767,0,0,0,-0.0899579300072068,-0.0100064560015549,-0.00870361616016341,0,0,0,0,0,0
X600690.SH,0,0.0633467299528279,0.0597462711086318,0.113913709535019,0,0,0,0,0,0,0,0,0,0,0,0.0834425860089059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778537995810396,0,0,0,0,0,0,-0.00265998788658579,0.00744074565576549,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0283784453055591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389111593815385,0,0,0,0,0,0,0,0,0,0,0.186977234337491,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0215994648134245,0,0.0256091621656036,0,0,0,0.274927180674421,0,0,0,-0.00822132610911016,0,0,0,0,0,0,0
X000651.SZ,0,0.112367679368907,0,0.0100937767257864,0,0,0,0,0,0,0,0,0,0,0,0.0518350742726099,0,0,0,0,0,0,0,0,0,0.12270442483857,0,0,0,0,0,0,0,0.00503996344808195,0,0,0,0,0,0,0.0459649880078351,0,0,0,0,0,0,-0.0415007634296405,0,0,0,0.00632501125966759,0,0,0,0,0,0,0
