,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600066.SH,X600741.SH,X600703.SH,X002236.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X000338.SZ,X002007.SZ,X600372.SH,X002475.SZ,X000559.SZ,X002180.SZ,X300003.SZ,X002456.SZ,X600522.SH,X002074.SZ,X002506.SZ,X000157.SZ,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X600089.SH,X000981.SZ,X300124.SZ,X002085.SZ,X601877.SH,X000869.SZ,X002465.SZ,X600498.SH,X000050.SZ,X002179.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.269340417185053,0,0,0.14067354259174,0,0,0,0.173799744204235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639446549537825,0,0,0,0.0337758027628856,0,-0.0429392750603336,0,0.0552806553238891,0,0,0,0,0,0,0,0,0.0657634946127952,0,0,0,0,0,0,0,0,0,0.00774681728097758,0,0,0,0,0,0,0
X600104.SH,0.183773429310488,0,0,0,0,0,0,0.210286315272511,0,0,0,0.00959494621600293,0,0,0,0,0,0,0,0,0,-0.0147136870887622,0,-0.0204284758074139,0,0,0.0437342685705905,0.00795979467483857,0,0,0,0,-0.0227040918951666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344737500019312,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0132736994180507,0,0,0,0,0.0654908365091172,0,0,0,0,0,0,0,0,0,0,0.0984293332214292,0,0,0,0.0697469523657663,0,0.0520009776633134,0,0,0,0,0.0235011117513528,0.10463373765985,0,0,0,0,0,0,0,0,0.0122751873443091,0,0,0.0431303879562572,0,0,0,0,0,0,0.0256076727354036,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.261912438649332,0,0,0,0.306728542209116,0,0,0,0,0,0.224722308475947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914289302329455,0,0,0,0,0,0,0.00353707428384878,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.539340553312584,0,0,0,0,0,0,0,0,0,0,0.023539273682321,0,0,0,0,0,0,0,0,0,0.035137610755341,0,0,0,0,0,0.000723934835787363,0,0,0,0,0,0,0,0,0,0.146946470755404,0,0,0,0,0,0,0,0,0,0.0343408860932683,0,0,0,0,0,0,0
X600276.SH,0,0,0,-8.67361737988404e-19,0,0,0,0,0.168943222070687,0,0.0546390704002542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.0163370296648259,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00788967761687085,0,0,0,0.191161156704818,0.0775700071953544,0.00268949007442679,0,0,0,0.0386928246517874,0,0.0658739106526731,0,0,0.0256676890478324,0,0,0,0,0,0,0,0,0,0,0,0.0453065269634227,0,0,0,0,0,0,0,0,0,0,-0.0401754657266508,0,0,0,0,0,0,0
X000625.SZ,0,0.409781128754316,0,0,0.00678858898637176,0,0,0,0.170369249416236,0,0,0.129628664314905,0,0,0,0.0581253168150599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293662275374151,0,0.0836274614634841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0711153090899518,0.0913963863726174,0,0,0,0,0,0,0,0.0814032145938877,0,0,0,0,0,0,0,0,0,0,0,0.103580236218945,0,0,0.0321034933428733,0,0,0,0,0,0,0,0,0,0,0.0420437209419761,0,0,0,0,0,0,0,0,0.0927124623645239,0,0,0,0,0.0414670098232372,0,0,0,0,0,0
X000063.SZ,0,0,0,0.104399629653551,0,0,0,0,0.0665010432570422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149042118408374,0.0218902845290267,0,0.11746084260579,0.0471885327823728,0,0,0,0,0,0,0.0244685808366753,0,0.128126402487166,0,0,0,0,0,0.0400083833448097,0.0450646974102075,0,0,0,0.00475156497853358,0,0,0,0,0,0,0
