,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600066.SH,X000338.SZ,X600372.SH,X002241.SZ,X600741.SH,X000016.SZ,X600089.SH,X002475.SZ,X002292.SZ,X000568.SZ,X300124.SZ,X600177.SH,X600839.SH,X000066.SZ,X002294.SZ,X300003.SZ,X002465.SZ,X002129.SZ,X600312.SH,X600867.SH,X000869.SZ,X000800.SZ,X000581.SZ,X000550.SZ,X002074.SZ,X600582.SH,X600498.SH,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.107556333311974,0.169070171064739,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.101100972614678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138549984745412,0,0,0,0,0,0,0,0.011918581133163,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.158502294289372,0,0.188103006521667,0.112079903167867,0,0,0,0,0,0,0,0,0,0,0,0.0930473979631256,0.0662997423318704,0,0,0,0,0,0,0,0,0,0.0871251320204613,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0215085140443938,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.10016084557446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377812422129381,0,0,0,0,0,0,0,-0.0275926337882281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365832089947074,-0.0995740607841457,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.189203681282851,0.236764633805182,0,0,0.0208455107316848,0.0598685966966163,0.010229679951392,0,0.0519638950731972,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146763986007073,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0733923951914155,0,0,0,0,0.1427553569911,0,0,0,0,0,0,0.0648169490741029,0,0,0,0,0,0,0,0,0,0.299541198737456,0,0,0.0868744958620366,0,0,0,0,0,0,0,0,0,0,0.0745988543282755,0,0,0.00570749058158663,0,0,0,0,-0.00907440239636105,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.186630688329391,0.306496663998242,0,0,0,0,0,0,-0.0593824807521289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332746530101863,0,0,0.108788323369677,0,0,-0.108440542453925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187069062061329,-0.045947963440639,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0249484356762486,0,0.0217876988448336,0,0,0,0.0895461125942796,0,0,0,0,0.32137689850582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879552732638014,0,0.0123492034408057,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0.224411814033455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302258487541241,0,0,0,0,0.0546282514796476,0,0,-8.67361737988404e-19,0,0.0976986280152736,0.197062183283259,0,0,0,0.00801912794136702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484164242645848,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061119465864208,0,0.100339191166331,0,0.151029270924042,0,0,0,0,0.0521179665049353,0,0.329422006737679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509301655011663,0,0,0,-0.00322564020151758,-0.00165543822113532,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0378191983279767,0,0.074319575998597,0.0888808351188892,0,0,0,0.159513056061519,0,0,0,0,0.00383530246629676,0.0594536312032376,0,0.192705548974809,0,0,0,0,0.123948235696552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
