,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600066.SH,X600741.SH,X002241.SZ,X000568.SZ,X600118.SH,X000100.SZ,X002236.SZ,X600031.SH,X002292.SZ,X600372.SH,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X002007.SZ,X002456.SZ,X002180.SZ,X000050.SZ,X600089.SH,X002294.SZ,X002426.SZ,X002249.SZ,X600867.SH,X000869.SZ,X000981.SZ,X002049.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X600699.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398792891329361,0.0731934798872398,0,0,0,0,0,0,0,0,0.189297645956654,0,0.0686486086547761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727995830793798,0.045337559303001,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0351798411132053,0,0.101210486872636,0,0,0,0,0,0,0,0,0.107777333894499,0,0,0,-0.016092411699182,0,0,0,0,0,0,0.0184168220729347,0.00307314161763043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192503022728456,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605928437601121,0,0.0756234012460114,0,0.0612479418567657,0,0,0,0,0.0427341050982861,0,0,0,0,0,0,0.0275723482268342,0,0.0321101189122226,0.0134654798366626,0,-8.67361737988404e-19,0,0,0,0.177351566056505,0,0,0,0,0,0,0,0,0,0,0,0.0151044769190789,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.229051363949226,0,0,0,0,0.0614534163623186,0,0.00848781025456671,0,0,0,0,0.0170252840949726,0,0,0,0.0375813632956694,0,0,0,0,0,0.0641556970454525,0,0,0,0,0,0.0738708389262341,0,0,0,0,0,0.0780823100441149,0,0,0,0.0169742903280364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.533336627808561,0,0,0,0,0,0,0,-0.0143507265886351,0.043467878412978,0,0,0.0499416150544287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780175165581995,0,0.0364184680438145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061815349498466,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0639789398149963,0,0,0.0783062249185379,0,0,0,0,0,0,0,0,0.106715037179357,0,0.0569588097036656,0,0,0,0,0,0,0,0,0,0.0568531738203348,-0.0415260202080237,-0.0356235130616054,0,0,0,0,0,0,-0.032160154968392,0.0116968404262,0,0,0,0,0.00835609933629375,0,-0.00153571135667535,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0983360137166653,0,0,0,0,0,0,0.2180259449855,0,0,0.0570184777158688,0,0,0,0.17233028194287,0,0,0,0,0,0,0,0.0400263137683184,0.0552416171480039,0,0,0,0,0,0,0,0,0,0,0.0786960738893693,0,0,0,0,0,-0.00186457745436346,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.261180730626435,0,0,0,0,0,0.0901121293225591,0,0,0,0,0,0,-0.0617621910691343,0,0,0,0,0.0629980365139359,0,0,0,0,0,0,0,0,0.0131033288271238,0,0,0,0,0,0,0,0.0733119386653912,0,0,0,0,0,0,-0.009554847664686,0.0292291724089134,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0204641873595955,0,0,0,0,0,0.12168214883476,0,0,0,0,0.131073629318027,0,0.126099290212837,0,0,0,0,0,0.115301724736377,0,0.0375518437848561,0.030725505841638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170888279987585,0.0831633707779646,0,0,0,0,0,0,-0.0339301656609345,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.121675876219968,0,0,0,0,0.0275277492921753,0,0,0,0,0,0,0,0,0,0.0955637585815055,0,0.0278097320742319,0,0,0,0.0271410285151795,0,0,0,0,0,0,0,0.104935096395936,0,0,0.0815642181831461,0,0,0,0,0,0,0,0,0,0.0268861085525614,0,0,0,0,0,0,0,0,0,0,0,0
