,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X000725.SZ,X600104.SH,X000661.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X000063.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X600703.SH,X000157.SZ,X300142.SZ,X000625.SZ,X002371.SZ,X002179.SZ,X600741.SH,X002129.SZ,X002007.SZ,X002236.SZ,X601877.SH,X002049.SZ,X600584.SH,X000799.SZ,X300003.SZ,X002414.SZ,X600183.SH,X601799.SH,X000800.SZ,X600779.SH,X300146.SZ,X600089.SH,X600460.SH,X002074.SZ,X002008.SZ,X000977.SZ,X600702.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.210010911517534,0,0,0,0.0663280179591953,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0955893165279057,0,0,0,0.0207300770230348,0,0,0,0,0,0,0,0.162972410730251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359403521097052,0,0,-0.0154623422925058,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.361221739070955,0.0556605384526992,0,0.029259259752426,0.106055298771351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147224071205413,0,0,0,0.067147998831215,0,0,0,0,0,0,0,0.177211380070404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00478318360889629,0,0,0,0,-0.000394960753205792,0,0
X002415.SZ,0,0,0,0,0.192846159896041,0,0,0,0,0,0,0,0,0,0.0222990951977449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183849502390065,0.323170894338367,0,0,0,0.103979020906837,0,0.0331041979746381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409624356531027,0,0,0,-0.0155637757491374,0,0
X600276.SH,0,0,0,0,0.0504893493544355,0.0629560843994413,0,0,0,0,0.023182287694837,0,0,0,0,0,0,0,0,0,0,0,0,0.0776681346470333,0,0,0,0.195393981761067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154203090855527,0,-0.00456381913888364,0,0,-0.0289602192579253,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.663733801330278,0,0,0,0.0146594032155089,0,0,0,0,0,0,0,0.0249707340616848,0.0333186456946296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250376596463634,0,0,0,0,0.0118761010396504,0,0,0,0,0,0.121849531830926,0,0,0,0,0,0,0,0,0,0,-0.0127502017235757,0,0,0,-0.00364292462495187,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0364852869571925,0,0,0,0,0.11252108085085,0,0,0,0,0,0,0,0,0,0,0,0.1122535323929,0,0,0,0,0,0,0,0,0.428928436243485,0,0,0,0.0346028229953126,0,0.0204320130403276,0,0,0,0,0,0,0,0,0,0,-0.0896740512538898,0,0,0,-0.0510639588054668,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0625287406756379,0.058327187682412,0,0,0,0,0,0,0.0250611098769954,0,0,0,0,0,0.0894593692715979,0.041087604844863,0,0,0,0,0,0.155238016104964,0.0430963217014064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125315471171232,0,0,0,0,0,0,0,-0.00302193152454967,0,0
X600690.SH,0,0.155698070889814,-3.46944695195361e-18,0,0,0.104784849102653,0.253897228408318,0,0,0,0,0,0,0.157060934440157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14883319703906,0.0503433569232995,-0.00424366850925886,0,0,0.0395684573484299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178868910348289,0,0,0.00798692975191423,0,0,0,-0.0160466957894508,0,0
X002304.SZ,0,0.383226434807682,0,0,0.0973429415085676,0.0566951516544669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531560445648912,0,0,0,0,-0.177493049379661,0,0,0,0,0,0,0,0,0,0,-0.024890806810009,0,0,0,0,-0.0424983336423725,0,0
X600031.SH,0,0,0,0,0,0.0666163475880605,0,0,0,0,0,0,0,0,0,0.258518453162346,0.0795153272550695,0,0,0,0,0,0.113818515127073,0,0,0,0,0.0783507181850307,0,0,0,0,0,0.228356359955954,0,0,0,0.0139104002368632,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202970717501565,0,0,0,0,0.0069104904434628,0,0
