,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X000100.SZ,X600066.SH,X002241.SZ,X300003.SZ,X002456.SZ,X600487.SH,X300124.SZ,X002294.SZ,X600271.SH,X600867.SH,X600522.SH,X600089.SH,X600177.SH,X000157.SZ,X000596.SZ,X600566.SH,X002085.SZ,X000981.SZ,X300136.SZ,X600707.SH,X600498.SH,X000661.SZ,X002179.SZ,X600699.SH,X300142.SZ,X002180.SZ,X600118.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.573476476070865,0,0.100990955937951,0,0,0,0,0,0,0,0,0,0,0,0,0.157694880690004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283485944090405,0,0,0,0,0,0.0190896009309753,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0332526062644288,0.162162471544421,0,0.0306119989567519,0.181591405802943,0,0,0,0.0544125343753244,0,0,0,0,0,0,0,0,0.0301846545245728,0.0569419780443282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103322916220679,0,0,0,0,-0.0259064198432971,0.046560305577275,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.103924525148001,0,0,0,0.119266757019388,0,0,0,0,0,0.169600259869925,0.33630115146383,0,0,0,0,0,0,0.111446462828668,0,0,0,0,0,0,0,0,0,0,0,0,0.0561892411543415,0,0,0,0,0,0,0,0,0,0,-0.0218375018973598,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.24371265114414,0,0,0.216923617107034,0.0605448922413251,0.0266649579276217,0.0351026322411877,0,0,0,0,0.0688086554546699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485993147718043,0,0,0,0,0,0.117939896869114,0,0,0,0,0.0127801794443883,-0.00736541201088073,0,0,0,0,0,0
X000858.SZ,0.19565742104752,0,0,0.243601817817922,0,0,0,0.0181900281476218,0,0,0.297930993193017,0,0,0,0,0,0,0,0,0,0.108393284549981,0,0,0,0,0,0,0.0151459983055223,0,0,0,0,0,0,0,0,0.0295751353338648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00745666712877124,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.536643556194475,0.132752764192655,0,0,0,0,0,0,0,0,0.0225071071914912,0,0,0,0,0,0,0.0753662184930499,0,0,0,0,0,0,0.140108999584573,0,0,0,0.137432210305999,0,0,0,0.00311555671027915,0,0,0,0,0,0,0,0,0,0,-0.0899707064609191,0.121643037320609,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.00266159864937086,0,0.00224714909813006,0,0.242958286588104,0,0.170629738487959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081274022268976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202137032584736,0.0261884949299836,0,0,0,0,0,0
X002304.SZ,0.063420168475128,0,0,0,0.224878829141353,0.0232957399596785,0,0,0,0,0.208417096688161,0.0411610136043751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06529795983425,0,0,0,0,0,0,0,0,0,0.0886852691144429,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.285590292588568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226812322995621,0,0,0,0.104571927991414,0,0,0.0285455587518679,0,0,0,0,0.283902810722262,0,0,0,0,0,0,0,0,0,0.240329960714302,0,0,0,0,0,0,0,0,-0.00371589370066848,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.407399947033029,0,0.127747499245638,0,0,0,0.0433030458218981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738615597837435,0,0.129121260111458,0,0,0,0,0,0.00202453781021159,0,0,0,0,0,0
