,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X000625.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X600066.SH,X300124.SZ,X601877.SH,X000100.SZ,X002008.SZ,X600487.SH,X600809.SH,X300136.SZ,X002508.SZ,X600522.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X000157.SZ,X600498.SH,X600271.SH,X600177.SH,X600699.SH,X000050.SZ,X600118.SH,X000596.SZ,X002294.SZ,X600566.SH,X000559.SZ,X002180.SZ,X600707.SH,X002179.SZ,X600372.SH,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.00486565478620846,0,0,0.0135383984902258,0,0,0.00135671533998486,0.200248854801893,0,0,0,0,0,0,0,0,0,0,0,-0.0265870603414025,0,0,0,0,0,0.0169898377871637,0,0,0,0,0,0,0,0,0,0,0,0.144593555511925,0,0,0,0,0,0.00722460383232471,0,0,0,-0.0116463386950865,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.108756990741308,0,0,0.0399260382273279,0.361831005757289,0,0,0,0,-0.0530309699279647,0.0159513621753308,0,0,0,0,0,0,0.0532670801978499,0,0,0,0.00931768173676567,0,-0.0119695248023594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00365573064078727,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0756680530576074,0,0,0,0.134460353699032,0,0,0,0.0462102582457143,0,0,0,0,0.104530687855698,0,0,0.0929999549637595,0,0,0.0362449572184162,0,0,0.0253283097107555,0,0,0,0,0,0,0,0,-0.0559232390599028,0,0,0,0,0,0,0,0,0,0,0,0,0.0205519286088964,0.0764653028072176,0,0,0,0,0
X000651.SZ,0,0,0,0,0.134810413838749,0,0,0,0,0.22314616389231,0,0,0.0745379175199011,0,0,0,0,0,0,0.0402842525829853,0,0,0,0,0,0,0,0,0.154824997783386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00586147891968707,0,0,0,0,0,0.00571647789832242,0.00955493687733322,0,0,0,0,0,0
X000858.SZ,0,0,-0.112252170163392,0.125732095274262,0,0,0,0.0439320508909517,0,0,0,0.356058106524978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096086479236483,0.00769002217904229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188126697792386,0,0,0,0,0,0,0,0,0,-0.0299671133880779,0.0189886840233681,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.122015735790702,0,0,0,0,0,0,0,0,0,0,-0.0361071605281103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811423878579965,0,0,-0.0671482603682798,0,0,0,0,0,0,0,0,0,0,0,0,0.00492388176079643,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.251878370754977,0,0,0,0,0,0,0,-0.0117471551353396,0,0,0,-0.117277110066405,0,0,0,-0.0570160808974179,0,0,0.114114767717012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135537268629324,0,0.0380704457708136,0,0,-0.0617198761254742,0.0425307328558922,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.340937341899967,0,0,0,0,0,0,0.140792892127913,0,-0.191682041864426,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00428828879750713,0,0,0,0,0,-0.0344067653088375,0.0315766235044162,0,0,0,-0.00202575431928918,0,0,0,0.0103094738253879,0,0.0319097647654909,0,0,0,-0.0779345158713449,0,0,0,0.114567548682807,0,-0.0304272998707919,0.0393690705946557,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0624792620249322,0,0,0,0.0203562221912804,0,0,0,0,0,0.108849999889977,0,0,0.0598137725452945,0,0,0,0,0,0,-0.0974993855330092,0,0,0,0,0,0.0413456144878093,0,0,0.0293691955313761,0,0.0309392435896152,0,0,0,0,0,0,0,0,0.0729992540778003,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.00142098940204146,0,0.144569856122319,0,0.149747109830421,0,0,0,0,0,0,0,0,0,0,0,0,0.2231523314252,0,0.244741309067445,-0.140800208555956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
