,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X002129.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600460.SH,X600089.SH,X600741.SH,X002074.SZ,X002236.SZ,X000799.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X002414.SZ,X000733.SZ,X600183.SH,X600522.SH,X600584.SH,X002007.SZ,X600563.SH,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.311629827376441,0,0.104227031622073,0.0650627386515033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011097454363601,0,0,0,0,0,0,0,0,0,0,0.0419500047444225,0,0,0,0,0,0,0,0,0,0,0.0128776743874924,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.370225861019955,0.158860130816119,0,0,0,0,0.0326264785075601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124685724410735,0,0,0,0,0,0,0,0,0.0465627159305643,0.0923278390884143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118181192121206,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.00982839656951846,0.194659412554102,0.122361515828014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170491206344728,0,0,0.0750114163687645,0,0,-0.00619881880099363,0,0,0,0,0,0,0,0,0,0.0728822094667764,0,0,0,0,0,0,0,0.0151332306364291,0,0.00654704909681813,0.0135244004449721,0,0,0,0.0312787339292687,0,0
X600809.SH,0,0.140754993959976,0,0,0,0.0367097097411671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00227695489070242,0,0,0,0,-0.00642013015142823,0,0,0,0,0,0.503488005225271,0,0.100187124357966,0.111857937105034,0,0,0,0,0,-0.054900011129052,0,0,0,0,0,0,-0.035627983071729,8.67361737988404e-19,0,0,0,0.0322684818119292,0,0
X000568.SZ,0,0.301266650510556,0,0.18542855185944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088516329910721,-0.0229031352598152,0,0,0,0,0,0,0,0,0,0,0.106938540244818,0.0975454504504072,0,0,-0.062883526919622,0,-0.0758094919296736,0,0,-0.00226448127011731,0,0,0,0,0,0,0.0476164875098519,0,0,0,0,0.0126201884508935,0,0
X600276.SH,0,0,0,0,0,0,0,0.0337575782514944,0.199067637106319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220589423966333,-0.247049375590766,0,0,0,0,0,0,0,0.312668369042359,0,0,0,-0.169812161032283,0,0,0,0,0.092596326384697,0,0,0,0,0,0,0.0115203583695786,0.00793679202901199,0,0,0,0.0316163423423745,0,0
X002475.SZ,0,0.0572542222411945,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0110079791389223,0.337146184198142,0.0383990209716716,0,0,0,0,0,0,0.0124767005045196,0,0,-0.0679361263264143,0,0,0,-0.109512524881306,0,0,0,0,0,3.46944695195361e-18,0,-0.0142231816853636,0,0,0,0,0,0,0.122555257127071,0,0,0,0,0,0.0197197430790938,0,0,0,0.082786824275238,0,0
X600690.SH,0,0.0582901608724167,0.0898562458973518,0,0,0,0,0,0.00541343732390073,0,0,0.096499726342837,0,0,0,0,0,0,0,0,-0.0334627267562873,0,0,0,0,0,0,0,0.000635240461271501,0.254248448827843,-0.0282108222620166,0.0546292808807413,0,-0.00285091602664902,0,0,0.0384178243788979,0,0,0,0,0,0,0,0,0,0,0.0388711822071802,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0830381822691154,0,0.197066138193503,0,0,0,0.126013470257554,0,0,0,0,0,0,0,0,0,0,0,0,-0.131061066256729,0,0,0.0840323170597404,0,0,0,0,0,0,-0.0160140108866438,0,0,0,0,0.213444710308054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159080187341066,0,0,0,0,-0.0475799196312192,0,0
X300014.SZ,0,0.0749743101142595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166547941994685,0,0,0,0,0,0,0,0,0.0830753848897855,0.0994585178889342,0,0,0,0,0.0219724244539807,0,0.207090050418343,0,0,0.0190135803943711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997427713002327,0,0,0,0.168044048390135,0,0
