,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600809.SH,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002007.SZ,X300014.SZ,X300124.SZ,X002371.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002049.SZ,X002236.SZ,X000157.SZ,X002129.SZ,X300003.SZ,X601877.SH,X600584.SH,X000800.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X002179.SZ,X002456.SZ,X000066.SZ,X000977.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.126227446092378,0,0,0,0,0,0,0.119629999688651,0,0,0,0,0,0,0,0.0491725310207079,0,0.0854074583853807,0,0.00301097617253574,0,0,0,0,0,0,0.0184745512507413,0,0,0,0,0,0.0372747573614128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.271286434207692,0,0,0,0,0.182640207489037,0,0,0,0,0.131201721241972,0,0,0,0,0,0.0274998811395309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415484100154298,0,0,0,0,0,0,0,0,0.00197594232420328,0,0,0.00110320739521089,0,0,0,0,0,0
X600276.SH,0,0,0,0.0772560369067089,0,0,0,0,0.0396459353893782,0,0,0.172790522283281,0,0,0,0,0,0,0,0,0,0.0125153868009441,0,0,0,0,0,0.015266411079255,0,0,0,0,0,0.072547431394964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278649313626549,0,0,-0.00210799569073649,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380991968929896,0,0,0,0,0,0,0,0,0.0667572283942571,0,0,0,0,0.0254942689654575,0,0,0.0808786769705309,0,0,0,0,0,0,0.11011005075446,0,0,0,0,0.061007457438297,0,0,0,0.0259613498972145,0,0,-0.0168321400459287,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119574403794522,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0895505455492214,0.0438187676452262,0,0,0,0,0,0,0.053746210077517,0,0.056449494514979,0,0,0,0,0,0,0,0,0,0,0,0.0823337923512837,0,0.00178133180024864,-0.0106685045011982,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0476927077830206,0,0,0,0.0513754661873197,0,0,0,0.0314457134347765,0,0.157868504135282,0,0,0,0,0,0,0,0,0,0,0.0559192293964594,0,0,0.100396103021067,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0926581358436245,0,0,0,0,0,0,0,0,-0.00385362489386481,0,-0.00237716795218505,-0.0097802722871926,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728764473030156,0,0,0,0,0,0.00962860068977425,0,0,0.0572487754965503,0.0890801042395752,0,0.0530238617983492,0.0903311613608281,0,0,0,0.0321775535274634,0,0.049763235030829,0,0,0,-0.0283971318729277,0.00301265229293402,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.381837095283761,0,0,0,0,0.185811204156704,0,0,0,0,0.00972355209096291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166151756084423,0.00786256021287681,0,0,0,0,0,0
X000568.SZ,0,0.224111344888321,0,0,0,0,0,0.200866277930553,0,0,0,0,0,0,0,0,0.00936564802932605,0,0.151733071631638,0,0,0,0,0,0.0830210400556502,0,0,0,0,0,0,0,0,0.0428864557304895,0,0,0,0,0,0,0.00596027079601118,0,0,0,0,0,0,0,0,0,0,0.0143692353632527,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.140363707289357,0,0,0,0,0,0,0,0,0,0.387194099002721,0,0,0,0,0,0,0,0,0,0.0470292667891152,0,0.0949145293755062,0,0,0,-0.00686834345502791,0,0.0769802532790139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236829076342442,-0.0118149311766606,0,0,0,0,0,0
